English,Manx,Manx Original,Notes,Page
"Let us think none other, good Christian people, but Christ hath prepared, and made ready before, the same joy and felicity for us, that he prepared for Lazarus and the thief.","Ny lhig dooin ve mee-auryssagh,[5] Chaarjyn Creestee, agh dy vel Creest er chiarail as er n’yannoo Aarloo yn voggey as yn vaynrys cheddin er nyn son ain, as ren eh son Lazarus as yn maarliagh arryssagh.",,[5] auryssagh] Kelly’s spelling; more usually ouryssagh.,10
"Wherefore, let us stick unto his salvation and gracious redemption; and believe his word, serve him from our hearts, love and obey him; and whatsoever we have done heretofore contrary to his most holy will, now let us repent in time, and hereafter study to correct our life: and doubt not, but we shall find him as merciful unto us, as he was either to Lazarus, or to the thief, whose examples are written in holy Scripture for the comfort of them that be sinners, and subject to sorrows, miseries, and calamities in this world, that they should not despair in God’s mercy, but ever trust thereby to have forgiveness of their sins, and life everlasting, as Lazarus and the thief had.","Shen-y-fa lhig dooin lhiantyn gys e haualtys as e livrey-ys graysoil, as credjal e Ghoo, as shirveish eh veih nyn greeaghyn, as graih as biallys y coyrt da: as cre-erbee ta shin roïe er n’yannoo noi e aigney smoo casherick, lhig dooin nish goaill arrys er y hon ayns tra, as ny lurg shoh streeu dy lhiassaghey nyn mea: as ny lhig dooin ve mee-hreishteilagh nagh vow mayd eshyn cha myghinagh dooinyn, as v’eh eddyr da Lazarus ny da’n kimmagh shoh, ny sampleyryn oc ta scruit ayns ny Scriptyryn Casherick son y gherjagh ocsyn ta nyn beccee, as foshlit roish seaghyn, treihys, as arkys ’sy theihll shoh, nagh lhisagh ad ve mee-hreishteilagh jeh myghin Yee, agh dy kinjagh treishteil liorish e vyghin dy gheddyn leih nyn beccaghyn, as y vea dy bragh farraghtyn myr ren Lazarus as y Kimmagh.","Shen-y-fa lhig dooin lhiantyn gys e haualtys as e livrey-ys graysoil, as credjal e Ghoo, as shirveish eh veih nyn greeaghyn, as graih as biallys y coyrt da: as cre-erbee ta shin roïe er n’yannoo noi e aigney smoo casherick, lhig dooin nish goaill arrys er y hon ayns tra as ny lurg shoh streeu dy lhiassaghey nyn mea: as ny lhig dooin ve mee-hreishteilagh nagh vow mayd eshyn cha myghinagh dooinyn, as v’eh eddyr da Lazarus ny da’n kimmagh shoh, ny sampleyryn oc ta scruit ayns ny Scriptyryn Casherick son y gherjagh ocsyn ta nyn beccee, as foshlit roish seaghyn, treihys, as arkys ’sy theihll shoh, nagh lhisagh ad ve mee-hreishteilagh jeh myghin Yee, agh dy kinjagh treishteil liorish e vyghin dy gheddyn leih nyn beccaghyn, as y vea dy bragh farraghtyn myr ren Lazarus as y Kimmagh.",,11
"Thus I trust every Christian man perceiveth by the infallible or undeceivable Word of God, that bodily death cannot harm nor hinder them that truly believe in Christ; but contrarily shall profit and promote the Christian souls, which being truly penitent for their offences, depart hence in perfect charity, and in sure trust that God is merciful to them, forgiving their sins, for the merits of Jesus Christ his only natural Son.","Myr shoh ta mee treishteil dy vel dy chooilley Chreestee cur-my-ner veih Goo Yee nagh vod shin y volley, nagh vod baase y challin skielley y yannoo dauesyn ny adsyn y lhiettal ta dy firrinagh credjal ayns Creest, agh er y laue elley, bee eh vondeishagh da anmeenyn Creesteenyn ta paartail y vea shoh ayns graih firrinagh, as treishteil shickyr dy vel Jee myghinagh daue, leih daue nyn loghtyn troold toilchinys Yeesey Creest e ynrycan Vac.",,,11
The second cause why some do fear death.,Yn nah oyr dy vel paart ayns aggle roish baase.,,,12
"The second cause why some do fear death is sore sickness and grievous pains, which partly come before death, and partly accompany or come with death, whensoever it cometh. This fear is the fear of the frail flesh, and a natural passion belonging unto the nature of a mortal man.","Ta’n nah oyr dy vel paart ayns aggle roish baase yn chingys dewil as ny pianyn sharroo t’ayns ayrn cheet roish baase as ayns ayrn cheet marish baase. Ta’n aggle shoh aggle yn eill annoon, as dy dooghyssagh bentyn rish dooinney marvaanagh.",,,12
"But true faith in God’s promises, and regard of the pains and pangs which Christ upon the cross suffered for us miserable sinners, with consideration of the joy and everlasting life to come in heaven, will mitigate those pains, and moderate this fear, that it shall never be able to overthrow the hearty desire and gladness, that the Christian soul hath to be separated from this corrupt body, that it may come to the gracious presence of our Saviour Jesus Christ.","Agh nee credjue firrinagh ayns gialdynyn Yee as tastey da ny pianyn as angaishyn hur Creest er y crosh er nyn son ainyn peccee hreih, marish smooinaghtyn er boggey as bea dy bragh farraghtyn ayns Niau, nee ad shoh meenaghey ny pianyn shen, as freayll fo yn aggle shen nagh vod eh dy bragh cur naardey yn yeearree jeean as arryltys cree t’ec y Chreestee dy v’er ny scarrey veih’n corp marvaanagh shoh, dy vod eh cheet gys fenish graysoil nyn Saualtagh Yeesey Creest.",,,12
"If we believe steadfastly the Word of God, we shall perceive that such bodily sickness, pangs of death, or whatsoever dolorous pangs we suffer, either before or with death, be nothing else in Christian men but the rod of our heavenly and loving Father, wherewith he mercifully correcteth us, either to try and declare the faith of his patient children, that they may be found laudable, glorious, and honourable in his sight, when Jesus Christ shall be openly shewed to be the Judge of all the world, or else to chastise and amend in them whatsoever offendeth his fatherly and gracious goodness, lest they should perish everlastingly.","My ta shin dy firrinagh credjal Goo Yee nee mayd fakin dy vel lheid y chingys callinagh, angaishyn y vaaish, ny cre-erbee ny surranseyn trome hig orrin eddyr roish, ny marish baase, ynrican slatt nyn Ayr flaunyssagh as graihagh; liorish t’eh dy myghinagh smaghtaghey shin, eddyr dy phrowal as dy hoilshaghey credjue e chloan surransagh, dy vod ad ve ry-gheddyn gloyroil as ooasle ayns e hilley, tra vees Yeesey Creest dy foshlit er ny hoilshaghey dy ve Briw yn slane seihll, er-nonney dy smaghtaghey as dy lhiassaghey cre-erbee ta coyrt corree er e vieys ayroil as graysoil, er-aggle dy jinnagh ad cherraghtyn son dy bragh.",,,12
And this his correcting rod is common to all them that be truly his. ,As liorish y slatt shoh t’eh dy cadjin smaghtaghey ooilley adsyn ta dy firrinagh leshyn.,,,12
"Therefore let us cast away the burden of sin that lieth too[6] heavy on our necks, and return unto God by true penance and amendment of our lives; let us with patience run this course that is appointed, suffering, (for his sake that died for our salvation) all sorrows and pangs of death, and death itself joyfully, when God sendeth it to us, having our eyes fixed and set fast ever upon the Head and Captain of our faith, Jesus Christ: who (considering the joy that he should come unto) cared neither for the shame nor pain of death, Phil. ii. but willingly conforming and framing his will to the Father’s will, most patiently suffered the most shameful and painful death of the cross, being innocent and harmless. And now therefore he is exalted in heaven, and everlastingly sitteth on the right hand of the throne of God the Father. ","Shen-y-fa lhig dooin tilgey ersooyll errey peccah ta lhie ro-hrome er nyn mwannal, as chyndaa reesht gys Jee, lesh arrys firrinagh, as lhiassaghey-bea; lhig dooin lesh meenid roie yn coorse t’er ny oardaghey, surranse (er y ghraih echey~syn hur baase son nyn Saualtys) dy chooilley heaghyn as angaish y vaaish, as eer baase hene lesh boggey, tra ta Jee coyrt orrin eh, lesh nyn sooillyn dy bragh soit er Yeesey Creest, kione as captain nyn saualtys, eshyn (coyrt tastey da’n voggey va soit roish) nagh dug geill eddyr da nearey ny pian baase, (Phil. ii. 8–9)[7] agh dy arryltagh coyrt seose e aigney hene gys aigney e Ayrey, ren eh lesh y veenid smoo surranse yn baase s’neayreydagh as sharroo jeh’n crosh, ga dy row eh oney as gyn loght. As nish er-y-fa shen t’eh er ny hoiaghey seose ayns Niau, as t’eh ny hoie son dy bragh er laue-yesh stoyl reeoil Yee yn Ayr. ","Shen-y-fa lhig dooin tilgey ersooyll errey peccah ta lhie ro-hrome er nyn mwannal, as chyndaa reesht gys Jee, lesh arrys firrinagh, as lhiassaghey-bea; lhig dooin lesh meenid roie yn coorse t’er ny oardaghey, surranse (er y ghraih echeysyn hur baase son nyn Saualtys) dy chooilley heaghyn as angaish y vaaish, as eer baase hene lesh boggey, tra ta Jee coyrt orrin eh, lesh nyn sooillyn dy bragh soit er Yeesey Creest, kione as captain nyn saualtys, eshyn (coyrt tastey da’n voggey va soit roish) nagh dug geill eddyr da nearey ny pian baase, (Phil. ii. 8–9)[7] agh dy arryltagh coyrt seose e aigney hene gys aigney e Ayrey, ren eh lesh y veenid smoo surranse yn baase s’neyreydagh as sharroo jeh’n crosh, ga dy row eh oney as gyn loght. As nish er-y-fa shen t’eh er ny hoiaghey seose ayns Niau, as t’eh ny hoie son dy bragh er laue-yesh stoyl reeoil Yee yn Ayr. ","[6] too] 1817 so
[7] Thomson observes: ‘but the quoted words in this paraphrase come from Heb. xii. 1–2.’",13
"Let us call to our remembrance therefore the life and joys of heaven, that are kept for all them that patiently do suffer here with Christ; and consider that Christ suffered all his painful passion by sinners and for sinners; and that we shall with patience, and the more easily, suffer such sorrows and pains, when they come. ","Lhig dooin er-y-fa shen cooinaghtyn er bea as boggey Niau ta tashtit seose ny cour ocsyn ooilley ta surranse dy meen ayns shoh marish Creest, as cur tastey dy ren Creest ooilley e hurranse y ymmyrkey liorish peccee as son peccee, as eisht nee mayd lesh meenid surranse lheid ny seaghynyn as pianyn tra hig ad. ",,,13
"Let us not set at light the chastising of the Lord, nor grudge at him, nor fall from him, when of him we be corrected: for the Lord loveth them whom he doth correct, and beateth every one whom he taketh to be his child. ","Ny lhig dooin beg y hoiaghey jeh smaght y Chiarn, ny plaiynt noi, ny tuittym ersooyll voish, tra ta shin er nyn gerraghey liorish: son ta’n Chiarn smaghtaghey adsyn shynney lesh, as kerraghey dy chooilley vac t’eh goaill rish. ","Ny lhig dooin beg y hoiaghey jeh smaght y Chiarn, ny playnt noi, ny tuittym ersooyll voish, tra ta shin er nyn gerraghey liorish: son ta’n Chiarn smaghtaghey adsyn shynney lesh, as kerraghey dy chooilley vac t’eh goaill rish. ",,14
"What child is that, saith St. Paul, whom the father loveth and doth not chastise? If ye be without God’s correction, (which all his well-beloved and true children have,) then be you but bastards, smally regarded of God, and not his true children. Heb. xii.","“Quoi yn mac shen (ta Noo Paul gra) nagh vel e Ayr dy smaghtaghey?” My ta shin fegooish smaght Yee, jeh ta ooilley e chloan ennoil as reiht goaill ayrn, eisht ta shin nyn gloan oainjyragh, as cha nee mec. (Heb. xii. 5–11.)","“Quoi yn mac shen (ta Noo Paul gra) nagh vel e Ayr dy smaghtaghey?” My ta shin fegooish smaght Yee, jeh ta ooilley e chloan ennoil as reiht goaill ayrn, eisht ta shin nyn gloan oainjyragh, as cha nee mec. (Heb. xii.)",,14
"Therefore seeing, that, when we have on earth our carnal fathers to be our correctors, we do fear them, and reverently take their correction; shall we not much more be in subjection to God our spiritual Father, by whom we shall have everlasting life?","Shen-y-fa fakin dy vel ain ayraghyn dooghyssagh dy smaghtaghey shin, as ta shin goaill yn smaght oc lesh arrym, nagh der mayd eisht foddey sleaïe biallys da Ayr ny Spyrrydyn as ve bio?",,,14
"And our carnal fathers sometime correct us, even as it pleaseth them, without cause.","As ta nyn Ayraghyn dooghyssagh ny cheayrtyn smaghtaghey shin, cordail rish nyn aigney hene fegooish oyr.",,,14
"But this Father justly correcteth us, either for our sin, to the intent we should amend, or for our commodity and wealth, to make us thereby partakers of his holiness.","Agh ta’n Ayr shoh smaghtaghey shin dy cairagh, eddyr son nyn beccah dy vod mayd nyn mea y lhiassaghey, ny son nyn vondeish as foays dy vod mayd ayrn y ghoaill jeh e chasherickys.",,,14
"Furthermore, all correction which God sendeth us in this present time seemeth to have no joy and comfort, but sorrow and pain, yet it bringeth with it a taste of God’s mercy and goodness towards them that be so corrected, and a sure hope of God’s everlasting consolation in heaven.","Ny sodjey, dy chooilley smaght ta Jee coyrt orrin ’sy tra t’ayn te jeeaghyn myr nagh row veg y voggey ny gerjagh ayn, agh trimshey as pian, ny-yeih te coyrt lesh marish blass jeh myghin as mieys Yee dauesyn t’er nyn smaghtaghey er lheid yn aght, as treishteil shickyr jeh gerjagh dy bragh farraghtyn Yee ayns Niau.","Ny sodjey, dy chooilley smaght ta Jee coyrt orrin ’sy tra t’ayn te jeeaghyn myr nagh row veg y voggey ny gerjagh ayn, agh trimshey as pian, ny-yieh te coyrt lesh marish blass jeh myghin as mieys Yee dauesyn t’er nyn smaghtaghey er lheid yn aght, as treishteil shickyr jeh gerjagh dy bragh farraghtyn Yee ayns Niau.",,14
"If then these sorrows, diseases, and sicknesses, and also death itself, be nothing else but our heavenly Father’s rod, whereby he certifieth us of his love and gracious favour, whereby he trieth and purifieth us, whereby he giveth unto us holiness, and certifieth us, that we be his children, and he our merciful Father; shall not we then with all humility, as obedient and loving children, joyfully kiss our heavenly Father’s rod; and ever say in our heart, with our Saviour Jesus Christ, Father, if this anguish and sorrow which I feel, and death which I see approach, may not pass, but that thy will is that I must suffer them, Thy will be done. ","Mannagh vel ny seaghynyn, doghanyn, as chingyssyn shoh, as myrgeddin baase hene veg arragh agh slatt nyn Ayr flaunyssagh, liorish t’eh prowal as glenney shin, liorish t’eh coyrt casherickys dooin, as coyrt shickyrys dooin dy vel shinyn ny cloan echeysyn, as dy vel eshyn yn Ayr ain: nagh jean mayd eisht lesh dy chooilley injillid-aigney myr cloan biallagh as ennoil cur paag da slatt nyn Ayr flaunyssagh lesh boggey, as dy bragh gra ayns nyn gree, marish nyn Saualtagh Yeesey Creest, “Ayr, mannagh vod yn angaish as y seaghyn ta mee gennaghtyn, as y baase ta mee fakin, tayrn er gerrey dou, goll shagh-ym, agh dy nee yn aigney ayds eh dy negin dou surranse ad, “dty aigney’s dy row jeant.”","Mannagh vel ny seaghynyn, doghanyn, as chingyssyn shoh, as myrgeddin baase hene veg arragh agh slatt nyn Ayr flaunyssagh, liorish t’eh prowal as glenney shin, liorish t’eh coyrt casherickys dooin, as coyrt shickyrys dooin dy vel shinyn ny cloan echeysyn, as dy vel eshyn yn Ayr sin: nagh jean mayd eisht lesh dy chooilley injillid-aigney myr cloan biallagh as ennoil cur paag da slatt nyn Ayr flaunyssagh lesh boggey, as dy bragh gra ayns nyn gree, marish nyn Saualtagh Yeesey Creest, Ayr, mannagh vod yn angaish as y seaghyn ta mee gennaghtyn, as y baase ta mee fakin, tayrn er gerrey dou, goll shagh-ym, agh dy nee yn aigney ayds eh dy negin dou surranse ad, “dty aigney’s dy row jeant.”",,14
The Third Part of the Sermon against the Fear of Death.,Yn trass ayrn jeh’n Charmane noi aggle y vaaish.,,,15
"In this Sermon against the fear of Death, two causes were declared, which commonly move worldly men to be in much fear to die, and yet the same do nothing trouble the faithful and good livers when death cometh, but rather give them occasion greatly to rejoice, considering that they shall be delivered from the sorrow and misery of this world, and be brought to the great joy and felicity of the life to come. ","Ayns y Charmane shoh noi aggle y vaaish, va daa oyr focklit magh ta dy cadjin doostey aggle ayns deiney seihltagh dy gheddyn baase, as ny-yeih cha vel ny oyryn shen coyrt veg y seaghyn er credjuee firrinagh tra ta baase tayrn er gerrey, agh ny sleaïe coyrt oyr daue dy ghoaill boggey, treishteil dy bee ad er nyn veaysley veih trimshey as treihys y theihll shoh, as er nyn goyrt lhieu gys boggey mooar as maynrys ayns y theihll ta ry-heet.",,,15
The third cause why death is to be feared.,,,,15
"Now the third and special cause, why death indeed is to be feared, is the miserable state of the worldly and ungodly people after their death; but this is no cause at all, why the godly and faithful people should fear death, but rather contrariwise; their godly conversation in this life, and belief in Christ, cleaving continually to his mercies,[8] should make them to long sore after that life, that remaineth for them undoubtedly after this bodily death. Of this immortal state (after this transitory life) where we shall live evermore in the presence of God, in joy and rest, after victory over all sickness, sorrows, sin, and death; there be many plain places of holy Scripture, which confirm the weak conscience against the fear of all such dolors, sicknesses, sin, and bodily death, to assuage such trembling and ungodly fear, and to encourage us with comfort and hope of a blessed state after this life. ","[9]Nish yn trass oyr, as yn oyr stroshey er y hon ta aggle dy jarroo dy v’er ny ghoaill jeh baase, te stayd treih sleih seihltagh as mee-chrauee lurg baase: agh cha vel shoh oyr erbee dy lhisagh yn vooinjer chrauee as credjuagh ve ayns aggle jeh baase: lhisagh nyn ymmyrkey casherick er y thalloo; as nyn gredjue ayns Creest, dy kinjagh lhiantyn gys ny myghinyn echey, cur orroo goaill foddeeaght lurg y vea shen ta gyn dooyt er mayrn er nyn son lurg baase: Jeh’n stayd shoh dy bragh farraghtyn (lurg y vea varvaanagh shoh) raad bee mayd bio son dy bragh, ayns fenish Yee, ayns boggey as fea, lurg barriaght harrish dy chooilley hingys, trimshey, peccah, as baase, ta ymmodee ayrnyn cronnal jeh Goo Yee ta niartaghey yn cooinsheanse annoon noi aggle jeh ooilley lheid ny seaghynyn, chingyssyn, peccah, as baase, dy veeinaghey lheid yn aggle mee-chrauee, as dy niartaghey shin lesh gerjagh as treishteil jeh stayd bannit lurg y vea shoh. ","[9]Nish yn trass oyr, as yn oyr stroshey er y hon ta aggle dy jarroo dy v’er ny ghoaill jeh baase, te stayd treih sleih seihltagh as mee-chrauee lurg baase: agh cha vel shoh oyr erbee dy lhisagh yn vooinjer chrauee as credjuagh ve ayns aggle jeh baase: lhisagh nyn ymmyrkey casherick er y thalloo; as nyn gredjue ayns Creest, dy kinjagh lhiantyn gys ny myghinyn echey, cur orroo goaill foddeeaght lurg y vea shen ta gyn dooyt er mayrn er nyn son lurg baase: Jeh’n stayd shoh dy bragh farraghtyn (lurg y vea varvaanagh shoh) raad bee mayd bio son dy bragh, ayns fenish Yee, ayns boggey as fea, lurg barriaght harrish dy chooilley hingys, trimshey, peccah, as baase, ta ymmodee ayrnyn cronnal jeh Goo Yee ta niartaghey yn cooinsheanse annoon noi aggle jeh ooilley lheid ny seaghynyn, chingyssyn, peccah, as baase, dy veenaghey lheid yn aggle mee-chrauee, as dy niartaghey shin lesh gerjagh as treishteil jeh stayd bannit lurg y vea shoh. ","[8] mercies 1810] 1817 merits
[9] Inset heading: Yn trass oyr dy vel aggle dy v’er ny goaill roish baase.",15
"St. Paul wisheth unto the Ephesians, that God the Father of glory would give unto them the spirit of wisdom and revelation, that the eyes of their hearts might give[10] light to know him, and to perceive how great things he had called them unto, and how rich an inheritance he hath prepared after this life for them that pertain unto him. Ephes. i.","Ta’n Noo Paul geearree son ny Ephesianee “dy jinnagh Jee, Ayr ny ghloyr, cur daue yn Spyrryd dy chreenaght as dy hoilshey flaunyssagh, dy choyrt enney er; liorish sooillyn nyn dushtey v’er ny hoilshaghey, dy vod ad toiggal cre ta treishteil yn eam echey, as cre ta berchys gloyr e eiraght ayns ny nooghyn. (Ephes. i. 17–18.)","Ta’n Noo Paul geearree son ny Ephesianee “dy jinnagh Jee, Ayr ny ghloyr, cur daue yn Spyrryd dy chreenaght as dy hoilshey flaunyssagh, dy choyrt enney er liorish sooillyn nyn dushtey v’er ny hoilshaghey, dy vod ad toiggal cre ta treishteil yn eam echey, as cre ta berchys gloyr e eiraght ayns ny nooghyn. (Ephes. i.)",[10] give 1810] 1817 have,16
"And St. Paul himself declareth the desire of his heart; which was to be dissolved and loosed from his body, and to be with Christ, which (as he said) was much better for him, although to them it was more necessary that he should live, which he refused not for their sakes. Phil. i.","As ta’n Noo Paul hene fockley magh yeearree e chree dy gholl roish, as dy ve marish Creest, va foddey share er e hon, myr dooyrt eh-hene, ga dy row eh ny s’vondeishee dauesyn eh dy hannaghtyn ayns y challin, as cha dob eh dy hannaghtyn er y graih ocsyn. (Phil. i. 23–24)","As ta’n Noo Paul hene fockley magh yeearree e chree dy gholl roish, as dy ve marish Creest, va foddey share er e hon, myr dooyrt eh-hene, ga dy row eh ny s’vondeishee dauesyn eh dy hannaghtyn ayns y challin, as cha dob eh dy hannaghtyn er y graih ocsyn. (Phil. i.)",,16
"Even like as St. Martin said, Good Lord, if I be necessary for thy people, to do good unto them, I will refuse no labour: but else, for mine own self, I beseech thee to take my soul.","Eer myr dooyrt Martin crauee, “Hiarn vie! my te ymmyrchagh da dty Phobble mee dy ve bio, dy yannoo mie daue, cha jeanym gobbal tooilleil erbee; agh er-aght elley, son my vondeish hene, ta mee guee ort, gow my Annym.”",,,16
"Now the holy fathers of the old Law, and all faithful and righteous men which departed before our Saviour Christ’s ascension into heaven, did by death depart from troubles unto rest, from the hands of their enemies into the hands of God, from sorrows and sicknesses unto joyful refreshing in Abraham’s bosom, a place of all comfort and consolation, as the Scriptures do plainly by manifest words testify.","Nish ny Ayraghyn crauee fo’n Chenn Chonaant, as ooilley yn vooinjer ynrick hooar baase roish hie nyn Saualtagh seose gys Niau, hie ad veih seaghyn gys fea, veih laueyn nyn noidyn, gys laueyn Yee, veih trimshey as chingys, gys ooraghey gerjoilagh ayns oghrish Abraham, ynnyd jeh dy chooilley gerjagh, myr ta ny Scriptyryn liorish goan chronnal dy hoilshaghey.",,,17
"The Book of Wisdom saith, Wisd. iii. that the righteous men’s souls be in the hand of God, and no torment shall touch them.",Ta’n lioar dy Chreenaght gra (iii. 1.) dy vel anmeenyn yn vooinjer ynric ayns laue Yee as nagh jean torchagh erbee greme y ghoaill orroo.,,,17
"They seemed to the eyes of foolish men to die, and their death was counted miserable, and their departing out of this world wretched; but they be in rest.","Er-lesh ny mee-cheeayllee dy row ad geddyn baase; as dy row ad paartail gys seaghyn, as nyn immeeaght dy ve slane toyrt mow; agh t’adsyn ayns shee.",,,17
"And another place saith, Wisd. iv. that the righteous shall live for ever, and their reward is with the Lord, and their minds be with God, who is above all: therefore they shall receive a glorious kingdom, and a beautiful crown at the Lord’s hand.","As ayns ynnyd elley gra (v. 15, 16.) ta’n vooinjer ynrick son dy bragh beayn, ta’n leagh oc myrgeddin marish y Chiarn, as ta’n chiarail oc marish yn er smoo syrjey; Shen-y-fa yiow ad reeriaght gloyroil as attey aalin veih laue yn Chiarn.",,,17
"And in another place the same book saith, The righteous, though he be prevented with sudden death, nevertheless he shall be there, where he shall be refreshed. ","As ayns ynnyd elley ta’n lioar cheddin gra, Ga dy vel baase doaltattym cheet er y dooinney crauee, foast bee eh ayns shen raad yiow eh ooraghey [iv. 7.].[11] ","As ayns ynnyd elley ta’n lioar cheddin gra, Ga dy vel baase doaltattym cheet er y dooinney crauee, foast bee eh ayns shen raad yiow eh ooraghey.[11] ",[11] But the Manx does not quote the Apocrypha text but translates the paraphrase in the English Homily.,17
"Of Abraham’s bosom Christ’s words be so plain, that a Christian man needeth no more proof of it.","Ta goan Chreest mychione oghrish Abraham cha cronnal, nagh vel feme ec Creestee jeh prowal erbee elley.",,,17
"Now then if this were the state of the holy fathers and righteous men, before the coming of our Saviour, and before he was glorified; how much more then ought all we to have a steadfast faith, and a sure hope of this blessed state and condition, after our death? seeing that our Saviour now hath performed the whole work of our redemption, and is gloriously ascended into heaven, to prepare our dwelling-places with him, and said unto his Father, Father, I will that where I am my servants shall be with me. John xvii.","Nish eisht my va shoh stayd ny Ayraghyn crauee as sleih ynrick roish cheet nyn Saualtagh, as roish v’eh er ny gloyraghey, cre  wheesh smoo eisht lhisagh credjue firrinagh as treishteil  shickyr jeh’n stayd bannit shoh lurg baase ve ainyn ooilley, fakin dy vel nyn Saualtagh nish er chooilleeney slane obbyr nyn gionnaghey-reesht, as dy gloyroil er n’gholl seose gys Niau, dy yannoo aarloo ynnydyn-vaghee er nyn son marish hene, as dooyrt eh rish e Ayr, Ayr, ta mee geearree adsyn t’ou er chur dou dy ve marym raad ta mee (Ean xvii. 24.)","Nish eisht my va shoh stayd ny Ayraghyn crauee as sleih ynrick roish cheet nyn Saualtagh, as roish v’eh er ny gloyraghey, cre  wheesh smoo eisht lhisagh credjue firrinagh as treishteil  shickyr jeh’n stayd bannit shoh lurg baase ve ainyn ooilley, fakin dy vel nyn Saualtagh nish er chooilleeney slane obbyr nyn gionnaghey-reesht, as dy gloyroil er n’gholl seose gys Niau, dy yannoo aarloo ynnydyn-vaghee er nyn son marish hene, as dooyrt eh rish e Ayr, Ayr, ta mee geearree adsyn t’ou er chur dou dy ve marym raad ta mee (Ean xvii.)",,17
"And we know, that whatsoever Christ will, his Father will the same: wherefore it cannot be, but, if we be his faithful servants, our souls shall be with him after our departing out of this present life. ","As ta fys ain, cre-erbee ta aigney Chreest te aigney e Ayr myrgeddin: shen-y-fa cha vod eh y ve my ta shin sharvaantyn firrinagh dasyn, nagh bee nyn anmeenyn marish, tra ta shin paartail y vea shoh. ",,,18
"St. Stephen, when he was stoned to death, even in the midst of his torments, what was his mind most upon?","Cre va aigney yn Noo Steaon smoo soit er, tra v’eh er ny claghey gy-baase, eer ayns mean e horchagh?",,,18
"When he was full of the Holy Ghost (saith holy Scripture) having his eyes lifted up into heaven, he saw the glory of God, and Jesus standing on the right hand of God. Acts vii.","Tra v’eh lane jeh’n Spyrryd Noo (myr ta’n Scriptyr gra) yeeagh eh seose dy gyere gys Niau, as honnick eh gloyr Yee, as Yeesey ny hassoo er laue-yesh Yee. (Jannoo vii. 55, 59.)","Tra v’eh lane jeh’n Spyrryd Noo (myr ta’n Scriptyr gra) yeeagh eh seose dy gyere gys Niau, as honnick eh gloyr Yee, as Yeesey ny hassoo er laue-yesh Yee. (Iannoo vii.)",,18
"The which truth, after he had confessed boldly before the enemies of Christ, they drew him out of the city and there they stoned him, who cried unto God, saying, Lord Jesus Christ, take my spirit.","Yn firrinys cheddin, lurg da v’er goaill-rish dy dunnal roish noidyn Chreest, ren ad eh y hayrn ass yn Ard-valley, as ayns shen ren ad eh y claghey, “geamagh er Jee as gra, Hiarn Yeesey, gow hood my annym.”",,,18
"And doth not our Saviour say plainly in St. John’s Gospel, Verily, verily I say unto you, He that heareth my word, and believeth on him that sent me, hath everlasting life, and cometh not into judgment, but shall pass from death to life? John v.","As nagh vel nyn Jiarn gra dy baghtal ayns Sushtal y Noo Ean “Dy firrinagh, firrinagh, ta mee gra riu, Eshyn ta clashtyn my ghoo’s as credjal aynsyn t’er my choyrt, ta’n vea ta dy bragh farraghtyn echey, as cha jig eh gys coayl-anmey, agh t’eh er n’gholl veih baase gys bea.” (Ean v. 24.)","As nagh vel nyn Jiarn gra dy baghtal ayns Sushtal y Noo Ean “Dy firrinagh, firrinagh, ta mee gra riu, Eshyn ta clashtyn my ghoo’s as credjal aynsyn t’er my choyrt, t’an vea ta dy bragh farraghtyn echey, as cha jig eh gys coayl-anmey, agh t’eh er n’gholl veih baase gys bea.” (Ean v.)",,18
"Shall we not then think that death to be precious, by the which we pass unto life? Therefore it is a true saying of the Prophet, The death of the holy and righteous men is precious in the Lord’s sight. Psalm cxvi.","Nagh jean mayd eisht jeeaghyn er y vaase shen dy ve cosney liorish ta shin goll veih baase gys bea. Shen-y-fa te raa firrinagh jeh’n Phadeyr, “Feer deyr ayns shilley’n Chiarn ta baase e Nooghyn.” (Psal. cxvi. 13.)","Nagh jean mayd eisht jeeaghyn er y vaase shen dy ve cosney liorish ta shin goll veih baase gys bea. Shen-y-fa te raa firrinagh jeh’n Phadeyr, “Feer deyr ayns shilley’n Chiarn ta baase e Nooghyn.” (Psal. cxvi.)",,18
"Holy Simeon, after that he had his heart’s desire in seeing our Saviour, that he ever longed for in all[12] his life, he embraced and[13] took him in his arms, and said; Now, Lord, let me depart in peace, for mine eyes have beholden that Saviour which thou hast prepared for all nations. Luke ii.","Tra va yeearree e chree ec Simeon crauee, ayns fakin nyn Saualtagh, ghow eh seose eh ayns e roiaghyn, as dooyrt eh, “Hiarn, nish t’ou coyrt kied da dty Harvaant paartail ayns shee, cordail rish dty ghoo, son ta my hooillyn er vakin dty haualtys; t’ou er chiarail dy ve er ny hoilshaghey fenish dy chooilley phobble. (Luke ii. 29–31.)","Tra va yeearree e chree ec Simeon crauee, ayns fakin nyn Saualtagh, ghow eh seose eh ayns e roiaghyn, as dooyrt eh, “Hiarn nish t’ou coyrt kied da dty Harvaant paartail ayns shee, cordail rish dty ghoo, son ta my hooillyn er vakin dty haualtys; t’ou er chiarail dy ve er ny hoilshaghey fenish dy chooilley phobble. (Luke ii.)","[12] all] absent in 1810
[13] and 1810] 1817 or",19
