English,Manx,Notes
"A founder member of the IOM Family History Society, he served as the society’s Chair for seven years, hosting the UK Federation AGM and conference on the Island in 1994, and is currently leading a project to transcribe the Sheading Rolls.","T’eh fer jeh ny chied olteynyn jeh’n IOM Family History Society, as v’eh Caairliagh y cheshaght shen son shiaght bleeaney, as ren eh stiurey chaglym bleinoil cadjin as co-haglym y UK Federation er yn Ellan ayns 1994. Ec y traa t’ayn t’eh leeideil shallee son mac-screeu ny Rollanyn Sheadin.",
"Brought up in the East Baldwin Valley, Nigel developed an interest in Manx history and family history in his teens, earning his living as a researcher for some time after his A levels.","Va Nigel troggit ayns Baldwin Shiar as ghow eh toshiaght dy chur tastey da shennaghys Manninagh as shennaghys cleinyn Manninagh tra v’eh ny ghooinney aeg. Ren eh gobbragh myr aa-ronseyder son paart dy hraa lurg ny A levels echey.",
He created the manxroots.com website in 2004 to share research into Manx records.,Chroo eh manxroots.com ayns 2004 dy rheynn yn aa-ronsaghey echey mychione recortyssyn Manninagh.,
"His professional life concentrated on the built environment, estate management, and work as a chartered surveyor, and he is a Fellow of the Royal Institution of Chartered Surveyors.","Ayns y vea phrofeshoonagh echey ren eh gobbragh er buildalyn, farrys-thie son stateyn-thallooin, as obbyr myr ard-vasoonagh charterit, as t’eh Fellow jeh’n Royal Institution of Chartered Surveyors.",
"He is a graduate of the University of Reading with a BSc (Hons) in Land Management, and was a professional valuer and then Director with a leading and long-established firm of Chartered Surveyors and Estate Agents for almost 25 years.","Hooar eh Bsc (Hons) ayns Farrys-thie Thallooinagh, as v’eh feeagheyder profeshoonagh as eisht Stiureyder jeh sheshaght vooar as ard-ghooagh dy ard-vasoonee charterit as creckeyderyn thalloo son ny smoo na 25 bleeaney.",
"As his research interests moved beyond Manx genealogy, Nigel made a detailed study of the development of most of the Island’s towns, the evolution of roads, field-boundaries, and landscape history in general.","Myr ghow Nigel toshiaght dy yeeaghyn er cooishyn cheu-mooie jeh genealogy Manninagh, ren eh jannoo studeyrys geyre er shennaghys paart jeh ny baljyn mooarey ayns Mannin, raaidjyn, caglieeyn magheryn, as shennaghys y thalloo.",
"Nigel understands how intimately people and the landscape - urban or rural - are connected, how that landscape has shaped us, and how we have shaped the landscape over centuries.","Ta Nigel toiggal kys ta’n theay as yn thalloo – ayns baljyn as er y cheer – sniemmit cooidjagh, kys ta’n thalloo er chummey shin, as kys ta shinyn er chummey y thalloo trooid ny sheelogheyn.",
"He unstintingly shares that knowledge through excursions and lectures, particularly with the Isle of Man Natural History & Antiquarian Society.","T’eh rheynn yn tushtey echey er sleih elley trooid turryssyn as loayrtyssyn, er-lheh marish y Isle of Man Natural History & Antiquarian Society.",
"His research papers, conferences, talks and book chapters number over thirty.","T’eh er yannoo ny smoo na jeih as feed dy phabyryn, co-haglymyn, loayrytyssyn as cabdilyn lioar.",
"Nigel is also known for having a very fine voice, someone who has performed as a singer and public speaker at countless Young Farmers contests, eisteddfods, and as a ‘Special Bass’ in the Guild – Manx Music Festival – itself.","T’eh ayns ard-ghoo son y choraa vraew echey, as t’eh er ghoaill arrane as er loayrt ec ymmodee co-hirraghyn Young Farmers, eisteddfodyn, as myr ‘Special Bass’ ec yn Guild hene.",
Until recently he enjoyed singing with various local choirs.,Cha nee foddey er dy henney as v’eh foast goaill arrane ayns paart dy heshaghtyn kiaullee ynnydagh.,
"He worked to restore and catalogue the late Ian Cannell’s recordings of the Guild, and was a driving force behind the Festival’s 125th anniversary exhibition in 2017.","Ren eh gobbragh er lhiassaghey as jannoo recortys jeh recortyssyn Ian Cannell jeh’n Guild, as va ayrn mooar echey jannoo taishbynys son shey feed blein as queig jeh’n Guild ayns 2017.",
"The Reih Bleeaney Vanannan or Manannan’s Choice of the Year is the Isle of Man’s highest cultural honour, awarded by Culture Vannin, and decided by a selection panel which is made up of representatives from Yn Cheshaght Ghailckagh, Yn Chruinnaght, Manx National Heritage, IOM Arts Council and Culture Vannin itself.","Ta Reih Bleeaney Vannin yn onnor cultooroil syrjey oddys ve er ny stowal er peiagh. T’eh currit magh liorish Culture Vannin, as ta reiht liorish bing ta jeant seose jeh sleih shassoo ass lieh Yn Cheshaght Ghailckagh, Yn Chruinnaght, Coonceil ny Hellynyn, Eiraght Ashoonagh Vannin, as Culture Vannin hene.",
"The presentation was made at a meeting of the Family History Society, and Nigel nominated the Manx Y-DNA Study as the recipient for a donation of £500 linked to the award.","Va’n aundyr er ny chur ec meeiteil y Family History Society, raad ren Nigel genmys y Manx Y-DNA Study dy gheddyn gioot dy £500 ta kianglt rish yn aundyr.",
"Words from one of the many nominations summed his remarkable contribution up best: ‘Everything Nigel does is with passion for matters Manx, and a passion to gather and spread knowledge…the Island is culturally richer for Nigel’s diverse contributions.’","Ren fer jeh’n sleih ren genmys Nigel son yn aundyr soilshaghey dy mie cre’n fa ta’n obbyr echey cha scanshoil: ‘Ta dy-chooilley red ta Nigel jannoo jeant lesh graih son cooishyn Manninagh, as jeeanid dy hymsagh as skeaylley tushtey…ta Mannin ny s’berchee son y chaghlaa mooar dy obbyr t’eh er yannoo.’",
