English,Manx,Manx Original,Notes,Page
"And although this doctrine be never so true —as it is most true indeed— that we be justified freely, without all merit of our own good works, as St. Paul doth express it; and freely by this lively and perfect faith in Christ only, as the ancient authors use to speak it; yet this true doctrine must be also truly understood, and most plainly declared; lest carnal men should take unjustly occasion thereby to live carnally, after the appetite and will of the world, the flesh, and the devil. ","As ga dy vel yn ynsagh shoh cha firrinagh as oddys y ve; myr te dy jarroo firrinagh, dy vel shin er nyn seyrey dy nastee, fegooish toilchinys erbee ayns nyn obbraghyn hene, myr ta Noo Paul gra; as dy nastee, liorish yn credjue bioal shoh ayns Creest ny-lomarcan, myr ta ny shenn screeudeyryn Creestee cliaghtey dy ghra; ny-yeih shegin da’n ynsagh firrinagh shoh v’er ny hoiggal dy firrinagh, as er ny ockley magh ayns aght cronnal; er-aggle dy jinnagh deiney foalley goaill caa dy aggairagh liorish dy ceau bea foalley, lurg yeearree as aigney yn seihll, yn eill, as y drogh-spyrryd.","As ga dy vel yn ynsagh shoh cha firrinagh as oddys y ve; myr te dy jarroo firrinagh, dy vel shin er nyn seyrey dy nastee, fegooish toilchinys erbee ayns nyn obbraghyn hene, myr ta Noo Paul gra; as dy nastee, liorish yn credjue bioal shoh ayns Creest ny-lomarcan, myr ta ny shenn screudeyryn Creestee cliaghtey dy ghra; ny-yeih shegin da’n ynsagh firrinagh shoh v’er ny hoiggal dy firrinagh, as er ny ockley magh ayns aght cronnal; er-aggle dy jinnagh deiney foalley goaill caa dy aggairagh liorish dy ceau bea foalley, lurg yeearree as aigney yn seihll, yn eill, as y drogh-spyrryd.",,10
A declaration of this doctrine: Faith without works justifieth.,"Yn ynsagh shoh focklit magh, dy vel credjue fegooish obbraghyn seyrey.",,,10
"First you shall understand that, in our justification by Christ, it is not all one thing, the office of God unto man and the office of man unto God.","Hoshiaght, shegin diu toiggal, nagh vel oik Yee gys dooinney, as oik dooinney gys Jee, yn un red ayns seyrey shin liorish Creest.",,,10
"Justification is not the office of man, but of God; for man cannot make himself righteous by his own works, neither in part, nor in the whole; for that were the greatest arrogancy and presumption of man, that Antichrist could set up against God, to affirm that a man might by his own works take away and purge his own sins, and so justify himself. ","Cha nee oik dooinney eh dy heyrey, agh oik Yee; son cha vod dooinney jannoo eh hene ynrick liorish e obbraghyn hene, chamoo ooilley-cooidjagh ny ayns ayrn: son veagh shoh yn daanys smoo oddys yn Anchreestee soiaghey seose noi Jee, dy vod dooinney, liorish e obbraghyn hene, goaill ersooyle as glenney e pheccaghyn, as myr shoh eh-hene y heyrey.",,,10
Justification is the office of God only.,Te oik Yee ny-lomarcan dy heyrey.,,,11
"But justification is the office of God only; and is not a thing which we render unto him, but which we receive of him; not which we give to him, but which we take of him, by his free mercy, and by the only merits of his most dearly beloved Son, our only Redeemer, Saviour, and Justifier, Jesus Christ. ","Agh te oik Yee ny-lomarcan dy heyrey: as cha nee red eh ta shin chebbal da, agh shen ny ta shin geddyn veih: cha nee shen ta shin coyrt da, agh shen ta shin goaill veih liorish e vyghin nastee, as ynrican liorish toilchinys e Vac smoo graihagh, nyn Fer-kionnee, Saualtagh, as Eshyn ta seyrey shin, Yeesey Creest.",,,11
"So that the true understanding of this doctrine —We be justified freely by faith without works, or that we be justified by faith in Christ only—is not, that this our own act, to believe in Christ, or this our faith in Christ, which is within us, doth justify us and deserve our justification unto us— for that were to count ourselves to be justified by some act or virtue that is within ourselves — but the true understanding and meaning thereof is, that, although we hear God’s Word and believe it; although we have faith, hope, charity, repentance, dread, and fear of God within us, and do never so many good works thereunto; yet we must renounce the merit of all our said virtues of faith, hope, charity, and all our other virtues and good deeds, which we either have done, shall do, or can do, as things that be far too weak and insufficient, and imperfect, to deserve remission of our sins, and our justification. ","Myr shen dy vel tushtey firrinagh yn ynsagh shoh — Ta shin er nyn seyrey dy nastee liorish credjue fegooish obbraghyn, ny dy vel shin er nyn seyrey liorish credjue ayns Creest ny-lomarcan — cha nee shoh eh, dy vel yn obbyr shoh ain hene dy chredjal ayns Creest, ny shoh nyn gredjue ayns Creest ta cheu-sthie j’in, seyrey shin, ny toilloo yn bannaght shoh; son veagh shen dy yeeaghyn orrin hene dy v’er nyn seyrey liorish foays ennagh ta aynin hene; agh yn toiggal firrinagh jeh t’eh shoh: ga dy vel shin clashtyn Goo Yee as credjal eh; ga dy vel ain credjue, treishteil, graih, arrys, as aggle Yee, cheu-sthie j’in; as cre-erbee ny obbraghyn mie ta shin jannoo: ny-yeih shegin dooin coyrt cooyl rish toilchinys ooilley nyn ynrickys, nyn gredjue, nyn dreishteil, nyn ghraih, as ooilley nyn obbraghyn mie elley, ta shin eddyr er n’yannoo, roi-jannoo,[14] ny oddys mayd jannoo, myr reddyn ta foddey ro-voal as neu-fondagh dy hoilloo leih nyn beccaghyn, as dy heyrey shin: ","Myr shen dy vel tushtey firrinagh yn ynsagh shoh — Ta shin er nyn seyrey dy nastee liorish credjue fegooish obbraghyn, ny dy vel shin er nyn seyrey liorish credjue ayns Creest ny-lomarcan — cha nee shoh eh, dy vel yn obbyr shoh ain hene dy chredjal ayns Creest, ny shoh nyn gredjue ayns Creest ta cheu-sthie j’in, seyrey shin, ny toilloo yn bannaght shoh; son veagh shen dy yeeaghyn orrin hene dy v’er nyn seyrey liorish foays ennagh ta aynin hene; agh yn toiggal firrinagh jeh t’eh shoh: ga dy vel shin clashtyn Goo Yee as credjal eh; ga dy vel ain credjue, treishteil, graih, arrys, as aggle Yee, cheu-sthie j’in; as cre-erbee ny obbraghyn mie ta shin jannoo: ny-yeih shegin dooin coyrt cooyl rish toilchinys ooilley nyn ynrickys, nyn gredjue, nyn dreishteil, nyn ghraih, as ooilley nyn obbraghyn mie elley, ta shin eddyr er n’yannoo, roi-jannoo,[14] ny oddys mayd jannoo, myr reddyn ta foddey ro'voal as neu-fondagh dy hoilloo leih nyn beccaghyn, as dy heyrey shin: ","[14] roi] variant of ry-hoi; cf. Cregeen: ry-hoï or ry-oï, adv. reserved against, for and against. roï, adv. reserved for, provided for or against.",11
"And therefore we must trust only in God’s mercy, and that sacrifice which our High Priest and Saviour Christ Jesus, the Son of God, once offered for us upon the cross, to obtain thereby God’s grace, and remission, as well of our original sin in baptism, as of all actual sin committed by us after our baptism, if we truly repent and turn unfeignedly to him again.","as shen-y-fa shegin dooin treishteil ayns myghin Yee ny-lomarcan, as yn oural shen ren nyn Ard-saggyrt as Saualtagh Creest Yeesey, Mac Yee, chebbal seose un cheayrt er nyn son er y chrosh, dy chosney liorish shen grayse Yee, as leih chammah ayns bashtey jeh yn peccah ayn va shin ruggit, as leih ooilley ny peccaghyn ta shin er chur-rish lurg bashtey,[15] my ta shin dy firrinagh goaill arrys, as dy creeoil chyndaa huggey reesht.",,"[15] The rendering of ‘remission, as well [i.e. both]  of our original sin in baptism, as [and] of all actual sin committed by us after our baptism,’ is not at all clear, partly due to the repetition of leih; perhaps jeh was intended here, i.e. leih chammah jeh’n pheccah (1) ... as jeh ny peccaghyn (2)...",12
"So that, as St. John Baptist, although he were never so virtuous and godly a man, yet in this matter of forgiving of sin, he did put the people from him, and appointed them unto Christ, saying thus unto them, Behold, yonder is the Lamb of God which taketh away the sins of the world: even so, as great and as godly a virtue as the lively faith is, yet it putteth us from itself, and remitteth, or appointeth, us unto Christ, for to have only by him remission of our sins or justification. So that our faith in Christ, as it were, saith unto us thus: It is not I that take away your sins, but it is Christ only; and to him only I send you for that purpose, forsaking  therein all your good virtues,[16] words, thoughts, and works, and only putting your trust in Christ.","Myr shen, yn Noo Ean Bashtey cre-erbee cha crauee as oddys eh er ve, ny-yeih ayns y cooish shoh jeh leih peccaghyn, hug eh yn pobble voish hene, as hug eh sarey daue dy yeeaghyn gys Creest, loayrt myr shoh roo: “Cur-my-ner Eayn Yee ta goaill ersooyl peccah y theihll:” (Ean i. 29): myr shen, ga dy vel credjue bioal grayse cha ooasle as cha crauee; ny-yeih t’eh coyrt shin ersooyll voish hene, as coyrt shin gys Creest, dy chosney leih nyn beccaghyn liorishyn ny-lomarcan. Myr shen dy vel nyn gredjue ayns Creest loayrt rooin myr dy beagh eh er yn aght shoh: Cha nee mish ta goaill ersooyll nyn beccaghyn, agh Creest ny-lomarcan: as huggeysyn ny-lomarcan ta mee coyrt shiu son yn oyr shen; coyrt seose ’sy chooish shoh ooilley nyn ghoan, smooinaghtyn, as obbraghyn mie; as coyrt nyn slane marrant er Creest.",,[16] good virtues] omitted in the translation,12
John i.,,,,
THE THIRD PART OF THE SERMON OF SALVATION.,Yn Trass Ayrn jeh’n Charmane mychione Saualtys.,,,13
"It hath been manifestly declared unto you, that no man can fulfil the Law of God; and therefore by the Law all men are condemned: whereupon it followeth necessarily, that some other things should be required for our salvation than the Law; and that, is a true and lively faith in Christ, bringing forth good works, and a life according to God’s commandments.","T’eh er ve dy baghtal er ny hoilshaghey diu, nagh vod dooinney erbee leigh Yee y cooilleeney, as shen-y-fa liorish y leigh ta ooilley sheelnaue er nyn gheyrey; as veih shoh te cheet dy negin da red ennagh elley v’er ny hirrey son y taualtys ain na’n leigh, as ta shen credjue firrinagh as bioal ayns Creest, gymmyrkey magh obbraghyn mie, as bea cordail rish saraghyn Yee.","T’eh er ve dy baghtal er ny hoilshaghey diu, nagh vad dooinney erbee leigh Yee y cooilleeney, as shen-y-fa liorish y leigh ta ooilley sheelnaue er nyn gheyrey; as veih shoh te cheet dy negin da red ennagh elley v’er ny hirrey son y taualtys ain na’n leigh, as ta shen credjue firrinagh as bioal ayns Creest, gymmyrkey magh obbraghyn mie, as bea cordail rish saraghyn Yee.",,13
"And also you heard the ancient authors’ minds of this saying, Faith in Christ only justifieth man, so plainly declared, that you see, that the very true meaning of this proposition, or saying, We be justified by faith in Christ only, according to the meaning of the old ancient authors, is this:","As ta shiu myrgeddin er chlashtyn smooinaghtyn ny shenn Screeudeyryn mychione y raa shah, ta credjue ayns Creest ny-lomarcan seyrey dooinney, cha baghtal focklit magh, dy vel shiu fakin dy vel bree firrinagh yn raa shoh, ta shin er nyn seyrey liorish credjue ayns Creest ny-lomarcan cordail rish shen ny ta ny Fir-ynsee ayns ny shenn earishyn er hoilshaghey.","As ta shiu myrgeddin er chlashtyn smooinaghtyn ny shenn Screudeyryn mychione y raa shah, ta credjue ayns Creest ny-lomarcan seyrey dooinney, cha baghtal focklit magh, dy vel shiu fakin dy vel bree firrinagh yn raa shoh, ta shin er nyn seyrey liorish credjue ayns Creest ny-lomarcan cordail rish shen ny ta ny Fir-ynsee ayns ny shenn earishyn er hoilshaghey.",,13
"We put our faith in Christ, that we be justified by him only; that we be justified by God’s free mercy, and the merits of our Saviour Christ only; and by no virtue or good work of our own, that is in us, or that we can be able to have, or to do, for to deserve the same; ","Ta shin coyrt nyn dreishteil ayns Creest dy vod mayd v’er nyn seyrey liorishyn ny-lomarcan, dy vod mayd v’er nyn seyrey liorish myghin feoilt Yee, as cha nee liorish toilchinys ny obbyr vie j’in hene, ny nhee erbee dy vod mayd geddyn ny jannoo dy hoilloo yn chooid cheddin. ",,,13
Christ himself only being the cause meritorious thereof.,Myr ta Creest hene ny-lomarcan er cosney eh liorish e hoilchinys.,,,13
"Here you perceive many words to be used, to avoid contention in words, with them that delight to brawl about words; and also to shew the true meaning, to avoid evil taking and misunderstanding: and yet peradventure all will not serve with them that be contentious; but contenders will ever forge matter of contention, even when they have none occasion thereto.","Ta shiu fakin ymmyd jeant ayns shoh jeh ymmodee goan dy haghney streeu mysh focklyn roosyn ta goaill taitnys ayns lheid y streeu; as myrgeddin dy hoilshaghey bree firrinagh yn ynsagh, nagh bee eh er ny goaill marran; as foast foddee eh[17] taghyrt, nagh jean ooilley coyrt cooilleeneyaigney daue- syn ta anveagh, agh nee nyn lheid dy kinjagh geddyn magh oyr son streeu tra nagh vel oyr erbee.","Ta shiu fakin ymmyd jeant ayns shoh jeh ymmodee goan dy haghney streu mysh focklyn roosyn ta goaill taitnys ayns lheid y streu; as myrgeddin dy hoilshaghey bree firrinagh yn ynsagh, nagh bee eh er ny goaill marran; as foast foddee y taghyrt, nagh jean ooilley coyrt cooilleeneyaigney daue- syn ta anveagh, agh nee nyn lheid dy kinjagh geddyn magh oyr son streu tra nagh vel oyr erbee.",,13
"Notwithstanding, such be the less to be passed upon, so that the rest may profit, which will be more desirous to know the truth, than, when it is plain enough, to contend about it, and, with contentious and captious cavillation, to obscure and darken it. ","Ny-yeih ta ny sloo dy hastey dy v’er ny choyrt da nyn lheid, dy vod yn vooinjer elley vondeish y gheddyn, ta ny s’aggindee dy hoiggal yn irriney, na dy streeu mychione yn irriney tra te dy baghtal er ny hoilshaghey, as lesh goan anveagh dy hilgey scadoo harrish.","Ny-yeih ta ny sloo dy hastey dy v’er ny choyrt da nyn lheid, dy vod yn vooinjer elley vondeish y gheddyn, ta ny s’aggindee dy hoiggal yn irriney, na dy streu mychione yn irriney tra te dy baghtal er ny hoilshaghey, as lesh goan anveagh dy hilgey scadoo harrish.",,14
"Truth it is, that our own works do not justify us, to speak properly of our justification: that is to say, our works do not merit or deserve remission of our sins, and make us, of unjust, just before God: but God of his mere[18] mercy, through the only merits and deservings of his Son Jesus Christ, doth justify us.","Shickyr te nagh vel nyn obbraghyn hene seyrey shin, dy loayrt dy cooie er y cooish shoh, ta shen dy ghra, cha vel nyn obbraghyn toilloo leih nyn beccaghyn, as jannoo shinin ynrick ayns shilley Yee, va roie neu-ynrick; agh ta Jee jeh e vyghin hene trooid toilchinys e Vac Yeesey Creest seyrey shin.",,[18] mere] 1810 own,14
"Nevertheless, because faith doth directly send us to Christ for remission of our sins; and that, by faith given us of God, we embrace the promise of God’s mercy, and of the remission of our sins —which thing none other of our virtues or works properly doth— therefore Scripture useth to say, that faith without works doth justify.","Ny-yeih er-yn-oyr dy vel credjue coyrt shin jeeragh gys Creest son leih nyn beccaghyn; as dy nee liorish credjue er ny choyrt dooin veih Jee ta shin goaill greme er ghialdyn myghin Yee, as er leih nyn beccaghyn, shen nagh vod veg jeh nyn ghraysyn ny nyn obbraghyn elley y coooilleeney; shen-y- fa ta’n Scriptyr cliaghtey dy ghra, dy vel credjue fegooish obbraghyn seyrey.",,,14
"And, forasmuch as it is all one sentence in effect to say, Faith without works, and only faith, doth justify us; therefore the old ancient Fathers of the Church, from time to time, have uttered our justification with this speech;","As er-yn-oyr dy vel eh cheet gys yn un red dy ghra, ta credjue fegooish obbraghyn, as ta credjue ny-lomarcan seyrey shin, shen-y-fa ta ny shenn Fir-ynsee yn Agglish veih traa dy traa er loayrt myr shoh er y chooish:",,,14
"Only faith justifieth us: meaning no other thing than St. Paul meant, when he said, Faith without works justifieth us. ","Ta credjue ny-lomarcan seyrey, gyn cheet er nhee erbee arragh agh shen ny ta Noo Paul cheet er tra t’eh gra, Ta credjue fegooish obbraghyn seyrey.","Ta credjue ny-lomarcan seyrey, gyn cheet er nhee erbee arragh agh shen n ta Noo Paul cheet er tra t’eh gra, Ta credjue fegooish obbraghyn seyrey.",,15
"And, because all this is brought to pass through the only merits and deservings of our Saviour Christ, and not through our merits, or through the merit of any virtue that we have within us, or of any work that cometh from us; therefore, in that respect of merit and deserving, we forsake, as it were, altogether again faith, works, and all other virtues.","As er-yn-oyr dy vel ooilley shoh cheet gy kione trooid toilchinys nyn Saualtagh Creest ny-lomarcan, as cha nee trooid nyn doilchinys hene, ny trooid foays erbee t’aynin hene, ny obbyr erbee ta shin cooilleeney, shen-y-fa mychione toilchinys cha vel shin coyrt veg y varrant er credjue, obbraghyn, ny nhee erbee mie ta shin jannoo; ",,,15
"For our own imperfection is so great, through the corruption of original sin, that all is imperfect that is within us, faith, charity, hope, dread, thoughts, words, and works; and therefore not apt to merit and deserve any part of our justification for us. ","son ta nyn neu-feeuid wheesh trooid broid nyn ghooghys, dy vel dy chooilley nhee t’aynin annoon as fardailagh, credjue, graih, treishteil, aggle, smooniaghtyn, goan, as obbraghyn as shen-y-fa cha vel ad cooie dy heyrey shin ayns ayrn erbee. ","son ta nyn neu-feuid wheesh trooid broid nyn ghooghys, dy vel dy chooilley nhee t’aynin annoon as fardailagh, credjue, graih, treishteil, aggle, smooniaghtyn, goan, as obbraghyn as shen-y-fa cha vel ad cooie dy heyrey shin ayns ayrn erbee. ",,15
"And this form of speaking use we, in the humbling of ourselves to God, and to give all the glory to our Saviour Christ, who is best worthy to have it.","As myr shoh ta shin loayrt ayns ginjillaghey shin hene kiongoyrt rish Jee, as dy choyrt ooilley yn ghloyr gys nyn Saualtagh Creest ta smoo feeu dy gheddyn eh.","As myr shoh ta shin loayrt ayns ginjallaghey shin hene kiongoyrt rish Jee, as dy choyrt ooilley yn ghloyr gys nyn Saualtagh Creest ta smoo feue dy gheddyn eh.",,15
"Here you have heard the office of God in our justification, and how we receive it of him freely— by his mercy— without our deserts — through true and lively faith. ","Ayns shoh ta shiu er chlashtyn oik Yee ayns seyrey shin, as kys ta shin gheddyn, yn gioot shoh veih’n laue echey dy nastee, liorish e vyghin, fegooish tooilloo eh, trooid credjue firrinagh as bioal.",,,15
Now you shall hear the office and duty of a Christian man unto God; what we ought on our part to render unto God again for his great mercy and goodness. ,Nish nee shiu clashtyn oik as currym yn Chreestee gys Jee; c’red lhisagh shin er yn ayrn ainyn y choyrt da Jee son e vyghin as e vieys yindyssagh.,,,15
"They that preach faith only justifieth, do not teach carnal liberty, or that we should do no good works.","Cha vel adsyn ta preacheil dy vel credjue ny-lomarcan seyrey gynsaghey reamys neu-lowal, ny nagh vel shin kianlt dy yannoo obbraghyn mie.","Cha vel adsyn ta preacheil dy vel credjue ny-lomarcan seyrey gynsaghey reamys neu-lowal, ny nagh vel shin kianet dy yannoo obbraghyn mie.",,15
"Our office is, not to pass the time of this present life unfruitfully and idly, after that we are baptized or justified; not caring how few good works we do, to the glory of God, and profit of our neighbours: much less it is our office, after that we be once made Christ’s members, to live contrary to the same; making ourselves members of the devil, walking after his enticements, and after the suggestions of the world and the flesh; whereby we know that we do serve the world and the devil, and not God.","Cha nee yn currym ain eh dy ceau earish y vea shoh dy neu-vessoil as dy lhiastey lurg dooin v’er nyn mashtey ny er nyn seyrey, gyn geill y choyrt cre’n earroo fardailagh dy obbraghyn mie ta shin jannoo gys gloyr Yee as vondeish nyn naboo; foddey sloo t’eh nyn gurrym lurg dooin ve jeant oltyn Chreest dy ymmyrkey shin hene ayns aght neu-cooie, jannoo shin hene oltyn y drogh-spyrryd, gimmeeaght lurg e violaghyn, as lurg coyrlyn y theihll, as yn eill, liorish ta fyss ain dy vel shin shirveish y theihll as y drogh-spyrryd as cha nee Jee.",,,15
"The devils have faith, but not the true faith.","Ta credjue ec ny drogh-spyrrydyn, agh cha nee credjue firrinagh.","Ta credjue ec ny dragh-spyrrydyn, agh cha nee credjue firrinagh.",,16
"For that faith, which bringeth forth, without repentance, either evil works, or no good works, is not a right, pure and lively faith; but a dead, devilish, counterfeit, and feigned faith, as St. Paul and St. James call it.","Son y credjue shen ta fegooish arrys gymmyrkey magh eddyr drogh obbraghyn, ny gyn veg dy obbraghyn mie, cha nee credjue cairagh, glen, as bioal eh; agh credjue marroo as foalsey, myr ta Noo Paul as Noo Jamys genmys eh.",,,16
"For even the devils know and believe that Christ was born of a Virgin; that he fasted forty days and forty nights, without meat and drink; that he wrought all kinds of miracles, declaring himself very God.",Son ta eer ny drogh-spyrrydyn toiggal as credjal dy row Creest ruggit jeh Moidyn; dy ren eh trostey daeed laa as daeed oie; dy ren eh gobbraghey dy chooilley cheint dy virril soilshaghey eh-hene dy ve Jee firrinagh:,,,16
"They believe also, that Christ for our sakes suffered a most painful death, to redeem us from everlasting death; and that he rose again from death the third day: they believe that he ascended into heaven, and that he sitteth on the right hand of the Father, and that at the last end of this world shall come again and judge both the quick and the dead.","t’ad credjal myrgeddin dy ren Creest er y ghraih ainyn baase sharroo y hurranse dy chionnaghey shin veih baase dy bragh farraghtyn, as dy dirree eh veih ny merriu yn trass laa; t’ad credjal dy jagh eh seose gys niau, as dy vel eh ny hoie ec laue-yesh e Ayr, as ec jerrey yn theihll dy jig eh reesht dy vriwnys ny bioee as ny merriu.",,,16
"These articles of our faith the devils believe; and so they believe all things that be written in the New and Old Testament to be true: and yet for all this faith they be but devils remaining still in their damnable estate, lacking the very true Christian faith. ","Ny banglanyn shoh jeh nyn gredjue ta ny drogh-spyrrydyn credjal; as myr shoh t’ad credjal ooilley ny reddyn ta scruit ayns y chenn Chonaant, as y Conaant Noa dy ve firrinagh; as ny-yeih son ooilley yn chredjue shoh t’ad ynrican drogh-spyrrydyn, tannaghtyn foast ayns y stayd cailt oc, laccal yn credjue firrinagh Creestee.",,,16
What is the true and justifying faith.,Cred t’an credjue firrinagh ta seyrey.,,,16
"For the right and true Christian faith is, not only to believe that Holy Scripture, and all the foresaid articles of our faith, are true; but also to have a sure trust and confidence in God’s merciful promises, to be saved from everlasting damnation by Christ: whereof doth follow a loving heart to obey his commandments. ","Son ta’n credjue cairagh as firrinagh, cha nee ynrican dy chredjal dy vel yn Scriptyr Casherick, as ooilley ny banglanyn roïe enmyssit jeh nyn gredjue firrinagh: agh myrgeddin dy hreishteil dy shickyr ayns ghialdynyn myghinagh Yee, dy v’er nyn sauail veih coayl-anmey dy bragh farraghtyn liorish Creest, veih ta cheet cree ennoil dy choyrt biallys gys e haraghyn. ",,,16
"And this true Christian faith neither any devil hath; nor yet any man, which in the outward profession of his mouth, and in his outward receiving of the Sacraments, in coming to the church, and in all other outward appearances, seemeth to be a Christian man, and yet in his living and deeds sheweth the contrary.","As yn credjue Creestee firrinagh shoh cha vel ec drogh-spyrryd erbee ny foast ec dooinney erbee t’ayns e goaillrish foshlit, as ayns goaill ayrn cheu-mooie jeh ny Sacramentyn, ayns taaghey yn cheeill, as ayns dy chooilley caslys cheu-mooie jeeaghyn dy ve ny Chreestee, as foast ayns e ymmyrkey as e yannoo goll noi yn chredjue.","As yn credjue Creestee firrinagh shoh cha vel ec drogh-spyrryd erbee ny foast ec dooinney erbee t’ayns e goaillrish foshlit, as ayns goaill ayrn cheu-mooie jeh ny Sacramentyn, ayns taghey yn cheill, as ayns dy chooilley caslys cheu-mooie jeeaghyn dy ve ny Chreestee, as foast ayns e ymmyrkey as e yannoo goll noi yn chredjue.",,17
They that continue in evil living have not true faith.,Cha vel credjue bioal ocsyn ta tannaghtyn ayns drogh-bea,Cha vel credjue bioal ocsyn ta tannaghtyn ayns dragh-bea,,17
"For how can a man have this true faith, this sure trust and confidence in God, that by the merits of Christ his sins be forgiven, and he reconciled to the favour of God, and to be partaker of the kingdom of heaven by Christ, when he liveth ungodlily, and denieth Christ in his deeds?","Son kys oddys yn credjue firrinagh shoh v’ec dooinney, yn treishteil shickyr shoh ayns Jee dy vel e pheccaghyn er nyn leih da liorish toilchinys Chreest, as eh-hene goit stiagh ayns foayr rish Jee, as dy ghoaill ayrn ayns reeriaght niau liorish Creest, choud’s t’eh baghey dy mee-chrauee, as gobbal Creest ayns e obbraghyn?","Son kys oddys yn credjue firrinagh shoh v’ec dooinney, yn treishteil shickyr shoh ayns Jee dy vel e pheccaghyn er nyn leih da liorish toilchinys Chreest, as eh-hene goit stiagh ayns foayr rish Jee, as dy ghoaill ayrn ayns reeriaght niau liorish Creest, choud’s t’eh baghey dy mee-chrauee, as gobbal Creest ayns e obbraghyn",,17
Surely no such ungodly man can have this faith and trust in God.,Dy firrinagh cha vod y credjue as y treishteil shoh ayns Jee v’ec lheid y dooinney mee-chrauee.,,,17
"For, as they know Christ to be the only Saviour of the world, so they know also that wicked men shall not enjoy the kingdom of God.","Son myr ta fys echey dy nee Creest yn ynrican Saualtagh y theihll,[19] myr shen ta fys echey myrgeddin nagh jean ny mee-chrauee soylley y goaill jeh reeriaght Yee.",,[19] yn ynrican Saualtagh y theihll] l. ynrican Saualtagh yn theihll ?,17
"They know that God hateth unrighteousness; that he will destroy all those that speak untruly; Psalm v. that those that have done good works —which cannot be done without a lively faith in Christ— shall come forth into the resurrection of life, and those that have done evil shall come unto the resurrection of judgment.","Ta fys echey dy vel Jee coyrt dwoaie da neu-ynrickys, dy jean eh adsyn y stroie ta loayrt breagyn; (Ps. v. 6.); dy jig adsyn ta jannoo obbraghyn mie, nagh vod ve jeant fegooish credjue bioal ayns Creest gys irree-seose reesht y vea, as dy jig adsyn t’er n’yannoo dy olk gys irree-seose-reesht y coayl-anmey.",,,17
"Very well they know also, that to them that be contentious, and to them that will not be obedient unto the truth, but will obey unrighteousness, shall come indignation, wrath and affliction, &c. ","S’mie ta fys echey myrgeddin dy jig jymmoose, corree, as seaghyn orroosyn ta anveagh, as nagh der biallys da’n irriney.","S’mie ta fys echey myrgeddin dy jig jymmoose, corree, as seaghyn orroosyn ta anveagh, as nagh der biallys d'an irriney.",,18
"Therefore to conclude, considering the infinite benefits of God, shewed and given unto us mercifully without our deserts;— who hath not only created us of nothing, and from a piece of vile clay, of his infinite goodness, hath exalted us, as touching our soul, unto his own similitude and likeness; but also, whereas we were condemned to hell and death everlasting, hath given his own natural Son, being God eternal, immortal, and equal unto himself in power and glory, to be incarnated, and to take our mortal nature upon him, with the infirmities of the same; and in the same nature to suffer most shameful and painful death for our offences, to the intent to justify us, and to restore us to life everlasting; so making us also his dear children, brethren unto his only Son our Saviour Christ, and inheritors for ever with him of his eternal kingdom of heaven:— ","Shen-y-fa dy chur jerrey er y chooish: tra ta shin smooinaghtyn er ny vondeishyn erskyn-earroo ta Jee er hoilshaghey dy myghinagh fegooish nyn doilchinys hene, ta cha nee ynrican er croo shin ass veg, as jeh ooir fardailagh er hroggal shin ayns e vieys erskyn-insh gys e chaslys hene ayns nyn anmeenyn: agh myrgeddin myr va shin er nyn gheyrey gys niurin as baase dy bragh farraghtyn t’eh er choyrt e Vac ynrican, Jee dy bragh beayn, as eshyn ta corrym rish hene ayns pooar as gloyr dy ghoaill er yn eill as y dooghys ain marish ny annoonidyn oc; as ayns y dooghys cheddin dy hurranse baase sharroo as neayreydagh son nyn loghtyn, dy vod eh seyrey shin as shin y coamrey lesh y vea dy bragh farraghtyn; myr shoh myrgeddin jannoo shin e chloan ennoil, braaraghyn gys e Vac ynrican nyn Saualtagh Creest, as eiraghyn son dy bragh marishyn jeh e reeriaght dy bragh farraghtyn ayns niau.",,,18
