Manx,English,Diplomatic,Notes
"     Va paart jeu goaill çhymmey jeh, as seaghnyt son e voir. Paart elley va garraghtee er yn aght yindyssagh v’eh er jeet er boayrd, agh va ny shiaulteyryn feer fargagh. V’ad goll dy cheau yn lhiannoo harrish boayrd ayns yn awin. Ec y jerrey, haink mainshter yn lhong as chur eh lesh yn lhiannoo gys yn derrey çheu as loayr eh rish ayns farg, gra “Insh dou lhiannoo, cre’n balley ny boayl çheeragh t’ou er jeet veih?”","     Some of them took pity on him and were sorry for his mother, some others were laughing at the amzing way he came aboard, but the sailors were very angry. They were going to throw the child overboard into the river. In the end the master of the ship came he took the child to one side and spoke to him angrily, saying “Tell me child, what village or country place have you come from?”","Va paart jiu ghoaill chymmey jeh, as seaghnyt son y voir. Paart elley va gherraghtee er yn aght yindysagh ve er jeet er boayrd, agh va ny shiaulteeryn feer fargagh v’ad gholl dy cheau yn lhannoo harrish boayrd ayns yn awin ec y jerrey, haink Mainshter yn lhong as chur e lesh yn lhannoo gys yn derrey cheau as loay e rish ayns farg, gra ynsh dow lhannoo cre’n balley ny boayl cheeragh tow er jeet veih.",
"     “Cha vel mee voish balley erbee,” dooyrt Augustus. ","     “I’m not from any village,” said Augustus.","Cha vel mee voish balley erbee, doyrt Augustus.",
"     “Ta shen yindyssagh!” dooyrt yn shiolteyr, “Shegin dhyt er ve cummal ayns boayl ennagh!”","     “That’s amazing!” said the sailor, “You must have been living somewhere!”","Ta shen yindyssagh, doyrt y shiolteer shegin dhyt er ve commal ayns boayl ennagh.",
"     “Ta’n thie ain,” dooyrt y lhiannoo, “ayns yn cheyll, cha nel eh foddey voish yn valley.”","     “In our house,” said the boy, “in the forest. It isn’t far from the town.”","Ta’n thie ain doyrt y lhannoo ayns yn cheyll, cha nel e foddey voish yn Valley, ",
"     “Feer vie,” dooyrt yn mainshter, “agh cre’n ennyn t’er yn valley?”","     “Very well,” said the master, “but what is the name of the town?”","feer vie doyrt yn Mainshter, agh cre’n ennyn ter yn balley.",
"     “Ah,” dooyrt Augustus, “ta’n balley enmyssit ‘yn balley’. Cha row my voir gyllagh eh red erbee elley. T’eh bwoalley munlaa ayns yn valley, dy chionnagh paart dy arran.”","     “Ah,” said Augustus, the town is called ‘the town’. My mother disin’t call it anything else. It strikes midday in the town, to buy some bread.”","Ah doyrt Augustus, ta’n balley enmysit yn balley. Cha row my voir gillagh e red erbee elley. te bwooilley mainlaa ayns yn valley dy chionniagh paart dy arran,",
     “Agh cre’n ennym ta er dty Ayr as dty voir ?” dooyrt yn mainshter.,     “But what are the name of your parents?” said the master.,"agh cre’n ennym ta er dy Ayr as dy voir doyrt yn Mainshter,",
"     “Ta my Ayr marroo,” dooyrt Augustus, “as ta’d dy mennick gyllagh my voir ‘Theodora yn ven eeasteyr voght’.","     “My father is dead,” said Augustus, “and they often call my mother Theodora the poor fisherman’s wife.","ta my Ayr marroo doyrt Augustus, as ta’d dy mennick gillagh my voir Theodora yn ven yeester voght,",
,,,
"     Eisht ta’n ennyn bashtee eck Theodora,” dooyrt y Mainshter, agh cre ta’n sliennoo eck. ","     “Then, her christian name is Theodora,” said the master, “but what is her surname?”","Esht ta’n ennyn bashtee ec Theodora, doyrt y Mainshter, agh cre ta’n slenue ec.",
"     “Cha vel ennym erbee elley eck agh Theodora,” dooyrt y lhiannoo, “as t’ee dy mennick gra nagh lhisagh shin cur ennym elley da sleih, son dy vel shen far-ennym.”","     “She has no other name than Theodora,” said the child, “and she often says that we shouldn’t give other names to people, because that’s a nickname.”","Cha vel ennym erbee elley ec agh Theodora, doyrt y lhannoo, as tee dy mennick gra nagh lhyssagh shin cur ennym elley da’n sleih, so dy vel shen farennym, ",
     Honnick yn Mainshter eisht dy row eh ayns fardail dy streeu dy gheddyn toiggal erbee voish yn lhiannoo nagh row fys echey c’red va’n sliennoo echey hene. Ren yn Mainshter gaase jiarg lesh eulys gra “Bare lhiam dy beagh yn chooag er choyrt lesh oo boayl erbee elley agh er boayrd yn lhong shoh!”,"     The master saw then that it was useless to try to find any comprehension from the child, that he didn't know what his own surname was. The master grew red with rage saying “I’d rather the cuckoo had taken you anywhere else but on board this ship!” ","honnick yn Mainshter esht dy row e ayns fardaill dy striew dy gheddyn toiggal erbee voish yn lhannoo nagh row fyss ec e cre’d va’n slennue ec e hene.Ren yn Mainshter gaase jiarg lesh eulys gra bare lhiam dy bagh yn coo-ag er churt lesh oo boaul erbee elley agh er boayrd yn lhong shoh, ",
"     Va ny jeir er lieeney sooillyn yn lhiannoo boght “My ren yn chooag cur lesh mee gys shoh, cha ren mee rieau fakin ee, agh ta mee er chlashtyn ee ayns yn niarragh.”","     The tears were filling the eyes of the poor child; “If the cuckoo brought me here, I never saw her, but I’ve heard her in the Spring.”","va ny jeir er lhienney sooillyn yn lhannoo bogh mor ren yn cooag cur lesh mee gys shoh, cha ren mee rieu fakin ee,agh ta mee er clashtyn ee ayns yn nhiarragh",
"     Ren ad ooilley garraghtee er yn ansoor shen, agh va ny shiolteyryn ayns doillidys mooar son v’ad ec y traa shen er ayrn jeh’n Danube nagh row cummaltee erbee ayn, agh ooilley ny cheyll raad va’d feer foddey veih cummalyn sleih, as cha row balley erbee jeeaghyn dy ve er-gerrey daue. Lurg tammylt dy hraa, tra va’n ghrian mysh goll sheese, honnick ad toor-keeill foddey sheese er broogh yn awin. Va’n Mainshter kiarit dy ghoaill yn lhiannoo gys shen dy voddagh eh voish ve currit thie gys y Voir. ","     They all laughed at that answer, but the sailors were in great difficulty because they were then at a part of the Danube where there weren’t any inhabitants, but all a forest where they were very far from the dwellings of people, and no settlement seemed to be near to them. After a bit of time, when the sun was going down, they saw a church tower far down on the river bank. The master was minded to take take the child there so that he could from there be sent home to his mother.",", ren ad ooilley gherraghtee er yn ansooar shen, agh va ny shoteeryn ayns dholleeys mooar son va’s ec y tra shen er arn jeh’n Danube nagh row commaltee erbee ayn agh ooilley ny gheyll,raad va’d feer foddey veih commalyn sleigh, as cha row balley erbee jeaghyn dy ve ergerrey daue. Lurg tammylt dy chra, Tra va’n ghrain mysh gholl sheesh, honnick ad troor keeil foddey sheese er broogh yn awin. Va’n Mainshter kaaryt dy ghoaill yn lhannoo gys shen dy voddagh e voish ve curryt thie gys y Voir.",
"     Agh va dooinney seyr er boayrd; ayr yn inneen veg Antonia. Ren eh shassoo noi’n Vainshter. V’eh marçhan feer verçhagh, va echey e-rboayrd kishtaghyn lane airh as argid, marish ymmodee cooidyn costal elley. Va eshyn, myr yn chooid elley jeh’n çheshaght, çhea voish yn chaggey as nyn noidyn, son va Germany ec y traa shen caggey ayns caghlaaghyn boayl. “Ta mee yeearree lesh ooilley my chree,” dooyrt yn dooinney seyr, Monsieur Wahl va’d gyllagh da, “dy beagh yn guilley beg ec yn thie ec e voir seaghnit reesht, agh cha vel shen red foddee mayd jannoo. Ta nyn noidyn çheet er nyn doshiaght as tayrn er-gerrey gys broogh yn awin,  dy lhiggey shagey son oor ny jees, foddee ad ve orrin as foddee mayd coayl ooilley nyn gooid. Ayns ennym Yee, gow shiu er nyn doshiaght!” ","     However, there was a gentleman on board; the father of the little girl Anotonia. He opposed the master. He was a very wealthy merchant, he had chests on board full of gold and silver, with many other expensive things. He, like the rest of the crew, was fleeing from the war and their enemies, because Germany was, at that time, fighting in many places. “I desire with all my heart,” said the gentleman, Monsieur Val they called him, “that the little boy could be back at his saddened mother’s house, but that isn’t something we can do. Our enemies are advancing and drawing close to the bank of the river, to hang around for an our or two, they will be able to be upon us and we might lose all our goods. In God’s name, get going!” ","Agh va dooinney seyr er boayrd, Ayr yn inneen veg Antonia ren eh sassoo noi yn Mainshter. Ve merchan feer verchagh, va ec e erboayrd kishtaghyn lane airh as argid, marish ymmydee cooidyn costal elley, va eshyn mor yn cooid elley jeh’n cheshagh, cheay voish yn chaggey as nyn noidyn, son va germany ec y tra shen chaggey ayns caghlaaghyn boayll Ta mee yerree lesh ooilley my chree, doyrt yn dooinney seyr, Monsieur Wahl va’d gillagh da. Dy bagh yn gilley beg ec yn thie ec y Voirseaghnyt reesht, Agh cha vel shen red foddee mayd jannoo. Ta nyn noidyn cheet er nyn doshaght as tarn ergerrey gys broogh yn awin dy ligger shagey son oor ny jees, foddee ad ve orrym as foddee mayd coayl ooilley nyn ghooid. Ayns ennym Yee gow shiu er nyn doshagh,",
"     Va Monsieur Wahll fer imneagh son dy row wheesh dy verchys echey er boayrd yn lhong. Ghow eh ayns laue dy chur er ny shiolteyryn dy gholl er nyn doshiaght fud ny hoie dy voddagh ad goaill soylley jeh soilshey yn neayst, agh ren ad gobbal er yn oyr nagh row eh yn chliaghtey oc dy hiaulley syn oie. Agh ren Monsieur Wahll ghialdyn da’n Vainshter as ny shiolteyryn kuse dy argid as ren ad lhiggey lesh as goaill er yn raaid. ","     Monsieur Val was very worried because he had so much wealth on board the ship. He decided to make the sailors go on through the night so that they could enjoy the light of the moon, but they refused because it wasn’t their custom to sail at night. But Monsieur Val promised the master and the sailors a bit of money and they complied and went on went on their way.","va Monsieur Wahll fer imneagh son dy row wheesh dy verchys ec e er boayrdyn lhong, ghow e ayns laue dy cur er ny shiolteeryn dy gholl er ny doshaght fud ny hie dy voddagh ad ghoaill solley jeh soiljey yn neayse. Agh ren ad ghobbal er yn oyr nagh row e yn chlaghtey oc dy chiauley syn oie. Agh ren Monsieur Wahll ghoaldyn da’n Mainshter as ny shioolteeryn kuse dy argid as ren ad lhiggey lesh as ghoaill er yn raaid. ",
"     Tra ren yn ghrian girree v’ad er gerrey da ballley beg er broogh yn awin as ren yn mainshter yeearree er yn sleih boght va cummal ayn dy ghoaill yn lhiannoo, vrie eh ad dy yeeaghyn son e voir, as dy choyrt yn lhiannoo huic reesht, dy beagh ad jannoo thurn mie as giastylys vooar. Agh dooyrt ny cummaltee nagh row fys oc quoi lesh va’n lhannoo, foddee eh ve neu-phossible dy gheddyn magh quoi gys dy choyrt eh, as eisht veagh ain hene dy hroggal eh as dy ghoaill kiarail jeh, as myr ta ny traaghyn nish ta dy liooar ain dy ymmyrkey nyn drimshey hene fegooish goaill seaghyn sleih elley. ","      When the sun rose they were close to a small town on the river bank and the master begged the poor people who lived in it to take the child. He asked them to look for his mother, and to bring the child back to her, that they would be doing a good turn, and a great charitable thing. But the inhabitants said that they didn’t know the child belonged to, it might be impossible to find out who to take him to, and then we would have to raise him and take care of him, and, as it is in present times it is enough for us to bear our own sadness, without taking other peoples’ sorrows.","Tra ren yn ghrain girree. Va’d er gerrey da ballley beg er broogh yn awin. As ren yn Mainshter yeerree er yn sleih boght va cummal ayn dy ghoaill yn lhannoo vreig e ad dy yeaghyn son y voir, as dy churt yn lhannoo hick reesht, dy bagh ad jannoo thurn mie as gastless vooar. Agh doyrt ny commaltee nagh row fyss oc quoi lesh va’n lhannoo foddee e ve nyfosible dy ghedayn magh quoi gys dy churt e, as esht vagh ain hene dy hroggal e as dy goaill kaarraill jeh. As mor ta ny traagyn nish ta dy lioor ain dy ymmyrey nyn drymshey hene fegoish ghoaill seaghyn sleih elley. ",
"     Ayns tra gerrid ny lurg shen ren ad fakin balley er çheu elley yn awin nagh row foddey veih yn vroogh as v’eh jeeaghyn dy ve mooar as berçhagh. Va’n Mainshter kiarit dy gholl er thalloo gys yn Briw ny yn Saggyrt, as dy vreagey fer jeu dy ghoaill yn lhiannoo ayns nyn giarail. Ren e gordrail yn lhong dy ve stappit as ve mysh gholl er thalloo tra ren Monsieur Wahll gra “Clasht-jee. Vel shiu clashtyn sheean ny gunnaghyn mooarey? Ta ny noidyn er-gerrey dooin. Cha nhegin dooin cumrail ny lhiggey shaghey. Ghow shiu er nyn doshiaght lesh yn lhong!” ","     A short while after that they saw a town on the other side of the river that wasn’t very far from the riverbank and it seemed to be large and wealthy. The master was minded to go ashore to the judge or the priest, and to persuade (coax) one of them to take the child into their care. He ordered the ship to be stopped and he was about to go ashore, when Monsieur Val said ‘Harken! Do you hear the sound of artillery? The enemies are close to us. We must not delay or hang around. Get going with the ship.” ","Ayns tra gerryd ny lurg shen ren ad fakin balley er cheau elley yn awin nagh row foddey veigh yn broogh as ve jeaghyn dy ve mooar as berchagh. va’n Mainshter keayrt dy gholl er thalloo gys yn Briw ne yn Saggyrt, as dy vreagey fer jiu dy ghoaull yn lhannoo ayns ny gaaraill. Ren e gordraill yn lhong dy ve stappyt As ve mygholl er thalloo. Tra ren Monsieur Wahll gra chlash jee. Vell shiu clashtyn sheean ny gunnaghyn mooarey. Ta ny noidyn ergerrey doin. cha neigin doin cumraaill ny lhigey shaghey. ghow shiu er nyn doshaght lesh yn lhong. ",
"     Va’n Mainshter ayns aggle dy beagh yn lhiannoo faagit er hene. Ec y jerrey ren eh gobbal dy gholl er e hoshiaght. Ayns tra gerrid va streeu eddyr Monsieur as yn mainshter, va’d aarloo dy huittym magh agh haink ben vie Monsieur Wahll er-gerrey as dooyrt ee rish e sheshey ayns sonnish, lesh ooilley yn yiastlys as mieys va ayns e pooar; “Lhig dooin freayl yn lhiannoo aalin shin hene. Bee mayd jannoo thurn mie, as bee yn tuittym magh ec kione.” Ren Monsieur Wahl soiaeghry jeh er ny va’n ven vie er gra rish, as çheleeragh dooyrt eh lesh coraa ard “Neem’s goaill kiarail jeh’n lhiannoo, as jannoo magh ooilley ny femeyn echey ayns yn traa ry-heet. Va’n mainshter jeant magh lesh shoh, as ren ooilley ny va er-boayrd moylley gys ny bodjalyn giastylys  Vonsieur Wahll. ","     The master was afraid that the child would be left with him. In the end he refused to move forward. In a short time there was a row between the monsieur and the master, they were ready to fall out, but the Monsieur Val’s good wife approached and she said to her husband in a whisper, with all the charity and goodness that was in her power, “Let’s keep the beautiful child ourselves. We will be doing a good turn, and the dispute will be over.” Monsieur Val approved of what his wife had said to him, and straight away he said in a loud voice; “I will take care of the child, and fufill all his needs in the future. The master was satisfied with this and all who were on board praised to the clouds the charity of Monsieur Val.","Va’n Mainshter ayns aggle dy bagh yn lhannoo faagyt er hene, ec y jerrey ren e gobbal dy gholl er y hosaght ayns tra gerryd va striew eddyr Monsieur as yn Mainshter, va’d aarloo dy huittym magh agh haink ben vie Monsieur Wahll ergerrey as doyrt ee rish y sheshey ayns sonnish. Lesh ooilley yn astlys as miey va ayns y pooar. Lhig doin freeayl yn lhannoo aalin shin hene, be mayd jannoo thurn mie. As be yn tuittym magh ec kione. Ren Monsieur Wahl smee yearey er ny va’n ven vie er gra rish. As cheleeragh doyrt E lesh corraa ard Neems ghoaill kaarrail jeh’n lhannoo, as jannoo magh ooilley ny femeyn ec e ayns yn tra ry heet. Va’n Mainshter jeant magh lesh shoh. As ren ooilley ny va erboayrd molley gys ny bodjalyn gastylys. Monsieur Wahll. ",
"     Fegooish cumrail sodjey, ren yn lhong roshtyn Vienna. Ren Monsieur Wahl kionnagh thie mooar feer aalin, as soiagh seose ayns dellal myr v’eh cliaghtey. Ren eh cur ynsagh ard da yn inneen veg Antonia, as ren eh cur da Augustus myrgeddin, as ren yn ynsagh ren e voir coyrt da cooney lesh, as ren eh goaill dy thappee yn ynsagh va currit da yn lhiannoo beg. Ga dy row eh fegooish lane tushtey ren e gynsagh cha tappee gys v’eh yindys da e vainshteyrn. Marish shen, v’eh cha feagh as imlee, as graihagh marish fraggyrtagh as crauee, gys ghow ben vie Monsieur Wahl toshiaght dy ve cha graihagh er as dy beagh eh er ve yn lhiannoo eck hene. Ren yn coyrle va e Voir er coyrt da ayns aggle Yee, v’ee er lienney e chree lesh, goaill fraueyn dowin as gaase ny stroshey laa lurg laa. ","     Without further delay, the ship reached Vienna. Monsieur Val bought a big beautiful house, and set up in business as he used to. He gave a high education to the little girl Anotonia and he he gave to Ausgusts too, and the education the mother his mother gave him helped him, and he quickly took the education that was given to the little child Although he didn’t have much knowledge he learned so fast as to be a wonder to his masters. Moreover, he was so quiet, humble and loving, as well as ready to give answers and religious, that Monsieur Val’s good wife began to love him as much as if he had been her own child. The advice his mother had given him in fear of God, she had filled his heart with it, took deep roots and grew stronger day by day. ","Fegoish cumraill sodjey, ren yn lhong roshtyn Vienna. Ren Monsieur Wahl kionnagh thie mooar feer aalin. As soiagh seose ayns dellal mor ve chlaghtey. Ren e cur ynsagh ard da yn inneen veg Antonia As ren e cur da Augustus morgeddyn, as ren yn ynsagh ren y Voir curt da cooiney lesh, as ren e ghoaill dy thappee yn ynsagh va curryt daa yn lhannoo beg gha dy row e fegoish lane tushtey. ren e gynsagh cha thappee gys ve yindys da y vainshteyrn. Marish shen, ve cha feagh as imlee, as graihagh marish fraggyrtagh as crauee, gys ghow ben vie Monsieur Wahl toshaght dy ve cha graihagh er as dy bagh er er ve yn lhannoo ec hene. ren yn coyrle va y Voir er curt da ayns aggle Yee, vee er lienney y chree lesh, ghoaill fraueyn dowin as gaase ny stroshey laa lurg laa. ",
"     Honnick Monsieur Wahl lesh taitnys dy row Augustus ginsaghey ooilley ny reddyn va bentyn rish dellal marçhanys as ayns tra gerrid ren eh goaill Augustus marish hene ayns yn thie coontee. As ren Augustus dy leah goaill ayrn ayns ooilley yn dellal, as roish v’eh feed blein dy eash v’eh son jannoo ooilley da Monsieur Wahl. Ren eh sheeney magh e yellalyn veih laa gys laa. Ghow eh er dy yannoo magh yn çheshaght chaggee choud as va’n caggey cummal rish, agh ga nagh row e jannoo agh vondeish lowal, ren eh çhaglym red erskyn thowse dy airh. Ren e ghoaill baght jeh Augustus cre wheesh as ve ayns e lhiastynys son ooilley yn obbyr ve er yannoo da. ","     Monsieur Val saw with pleasure that Augusts was learning all the things that were concered with merchantile business and in a short while he took Augustus with him in the counting house, and Augusts soon engaged in all the business, and before he was twenty years of age he could do everything for Monsieur Val. He expanded his dealings day by day. He decided to supply to the army whilst the war continued, but although he was only making a lawful profit, he collected an immeasreable amount of gold. He observed of Augustus how much he was in debt to him for all the work he had done for him. ","Honnick Monsieur Wahl lesh taitnys dy row Augustus ginsaghey ooilley ny reddyn va bentyn rish dellal marchanys as ayns tra gerryd ren e ghoaill Augustus marish hene ayns yn thie coointee. As ren Augustus dy leay ghoaill arn ayns ooilley yn dellal, as rosh  ve feed blein ve feed blein dy eash ve son jannoo ooilley da Monsieur Wahl. ren e sheeney magh y yellalyn veih laa gys laa. Ghow e er dy yannoo magh yn cheshagh chaggee choud as va’n chaggey cummal rish, agh gha nagh row e jannoo agh vondeish lowal, ren e chaglym red erskin thouse dy airh. Ren e ghoaill bagh jeh Augustus cre wheesh as ve ayns y lhastynys son ooilley yn obbyr ve er yannoo da.  ",
,,,
"     Tra shoh va Antonia er n’aase seose ben seyr aeg feer aalin as mie glen ayns callin as annym. Ren Monsieur Wahl gennaghtyn dy row eh yn cair echey dy yannoo cooilleeney da Augustus son e labbragh as e chruinnagh as e ghellalyn as ooilley v’er er yannoo da, as ren eh cur Antonia da Augustus son e ven heshey. ","     In the meantime, Antonia had grown up a beautiful young lady and well pure in body and soul. Monsieur Val felt that is was his right to reward Audustus for his labour, and his collecting, and his dealings and all he had done for him, and he gave Antonia to Augustus to be his wife. ",Tra shoh va Antonia er naase seose ben seyr aig feer aalin as mieglen ayns challyn as annym. Ren Monsieur Wahl gennaghtyn dy row e yn chayre ee dy yannoo culleeney da Augustus son y labbragh as y chrunagh as y gellalyn as ooilley ver er yannoo da As ren e cur Antonia da Augustus son y ven heshey.,
,,,
"     Lurg da’n chaggey ve harrish. Va’n Emperor yeerree dy yannoo culleeney. da Monsieur Wahl as y vac son ooilley ny va’d er yannoo dy yannoo magh femeyn yn çheshaght chaggee. As chur eh keid daue dy ghoaill orroo hene yn onnor jeh çhiarnyn Walheim. Cha row ayr as moir Augustus liorish doltanys foddey son goaill soylley jeh nyn stayd ooasle; hooar ad baase ayns tra gerrid ny lurg shen, agh v’ad paartail ayns shee liorish fakin dy row Antonia feer vaynrey.","     After the war was over, the Emperor was wanting to reward Monsieur Val and his son for all they had done to supply the needs of the army, and he gave them permission to take upon themselves the honour of the Lords of Walheim. Augustus’ parents through adoption weren’t able to enjoy their noble state for long; they died shortly after that, but they were passing away in peace, by seeing that Antonia was very happy. ",Lurg da’n chaggey ve harrish. Va’n Emperor yeerree dy yannoo culleeney. da Monsieur Wahl as y vac son ooilley ny va’d er yannoo dy yannoo magh femeyn yn cheshagh chaggee. As chur e keed daue dy gholiee orroo hene yn onnor jeh chiarnyn Walheim. Cha row Ayr as Moir Augustus liorish doltanys. foddey son ghoaill solley jeh nyn stayd ooasle hooar ad baase ayns tra gerryd ny lurg shen agh va’d pardaill ayns shee liorish fakin dy row Antonia feer vaynrey ,
"     Tra va Augustus er chur seose ooilley e ghellalyn, v’eh kiarit dy chionnagh da hene ayns Bavaria, ny Swabia, unnane jeh ny cashtalyn mooarey va’n chaggey er vaagail fegooish cummaltee as va nish dy ve creckit son keesh resoonagh. Va ymmodee er ny yeeaghyn da, as lurg da er ghoaill jurnaa, dy akin ad ooilley, ren eh kionnagh çhiarnys Neurkirch va, son e vooadys as aalid yn çheer, yn boayl bynney lesh.","     When Augustus had given up all his dealings, he was intending to buy, in Bavaria, or Swabia, one of the great castles that the war had left without inhabitants and was now to be sold for a reasonable fee. Many were shown to him, and after he had taken a journey to see them all, he bought the domain of Neukirk, which was, for its size and beauty of the land, the place he loved best. ","Tra va Augustus er chur seose ooilley y gellalyn. Ve kaaryt dy chionniagh da hene ayns Bavaria, ny swabia unnane jeh ny Chashtalyn mooarey va’n chaggey er vaigaill fegoish cummaltee as va nish dy ve creckyt, son keesh resoonagh. Va ymmydee er ny yeaghyn da. A lurg da er ghoaill jurnaa, dy akin ad ooilley, ren e kionnagh Chiarnys Neurkirch. Va son y wooids as aalid yn cheer, yn boail benney lesh",
,,,
"     Ren eh çheleeragh geddyn yn cashtal aarloo dy chummal ayn, as eisht ren eh goll dy gheddyn e ven, as e chloan, dy yannoo eh nyn ynnyd-vaghee. Tra ren Antonia roshtyn yn çheer noa, marish e sheshey, as tra ren ee fakin yn cragh va’n caggey er yannoo, vee er ny lieeney lesh trimshey as çhymmey. Va earroo mooar jeh ny thien, lhieggit gys yn thalloo, ny reeastane. “Aless! Sleih boghtey!” dooyrt ee lesh jeir ayns e sooilyn, “Shegin dooin çheet gys yn chooney eu.”","     He immediately got the castle ready to live in, and then he went to get his wife, and his children, to make it their residence. When Antonia reached the new land, with her husband, and when she saw the devastaion the war had made, she was filled with sadness, and pity. There was a great number of houses knocked down flat, a desolation, “Oh no! Poor people!” she said with tears in her eyes “We must come to your help!” ","Ren e cheleeragh gheddyn yn chashtal aarloo dy commal ayn, As esht re e gholl dy gheddyn y ven, as y chloan, dy yannoo e nyn ennyd veaghee. Tra ren Antonia rostyn yn cheer noa, marish y sheshey, as tra ren ee fakin yn eragh, va’n chaggey er yannoo, vee er ny lieeney lesh trimshey, as chymmey va earroo mooar jeh ny thien, lheggyt gys yn thall ny reestane Aless’ sleih boghtey, doyrt ee lesh jeir ayns e sooilyn, shegin doin cheet, gys yn cooiney ey. ",
"       Ren Augustus goaill boggey dy row yn ven echey lesh yn un ennaghtyn rish hene son ny boghtyn, as ren eh siyr dy yannoo magh femeyn yn sleih boght, meevaynrey. Ren eh cur fuygh daue. as argid dy hroggal thieyn, marish rassyn as cabbyl kionnit echey da’n sleih va ayns feme jeu. Ayns traa gerrid ren yn dooinney ooasle giastylagh fakin ymmydee thieyn noa er yn stayd mooar hallooin echey, as ny magheryn berçhagh ayns stayd vie. Cha voddagh yn sleih boghtey geddyn goan jesh dy liooar dy chur booise da, son dy row eh er ve cha erreeishagh daue. ","     Augustus rejoiced that his wife felt the same way as himself, for the poor, and he hurried to supply the needs of the poor unhappy people. He gave them wood, and money to build houses, as well as seeds and horses bought by him for the people who needed them. In a short while the charitable nobleman saw many new houses on his great estate of land, and the flourishing fields in good condition. The poor people couldn’t find nice enough words to thank him, because he had been so compassionate to them.","Ren Augustus ghoaill boggey, dy row yn ven ec e lesh yn un ennaghtyn rish hene, son ny boghtyn, as ren e siyr dy yannoo magh femeyn yn sleih boght, myvanrey. Ren e cur fuygh daue. as argid dy chroggal lhien, marish rassynen as cabbyl kionnyt ec e da’n sleih va ayns feme jiu. Ayns tra gerryd ren yn dooinney ooisle gastilagh fakin ymmydee thien noa er yn stayd mooar hallooyn ec e. As ny maghyren berchagh ayns stayd vie Cha voddagh yn sleih boghtey gheddyn ghoan jesh dy looir dy chur booise da, son dy row er ve cha eerreeshagh daue ",
,,,
"     As fey-yerrey haink ad ooilley ayns un sheshaght gys yn cashtal echey, dy hyndaa booise da Monsieur de Wahlheim as e ven ooasle. Agh dooyrt Augustus roo; “Ta Jee er hroggal mee seose voish guilley beg boght myr va mee dy ve dooinney berçhagh as pooaral, as er vannaghey mee ayns ooilley my laboraght, as veigin feer neu-wooisal my nagh jinnin cur da sleih elley ta ayns feme. Nane jeh ny bannaghtyn ta mee goaill soylley jeu; ta mee goaill boggey dy vel mee son jannoo red ennagh son yn vaynrys eu, son cha nel taitnys smoo na dy yannoo nyn sheshaghtyn cretoor maynrey.","     And at last they all came in one procession to his castle, to return thanks to Monsieur de Wahleim and his noble wife. But Augustus said to them; “God has raised me up from a poor small boy as I was, to be a rich and powerful man, and blessed me in all my labours, and I would be very ungrateful were I not to give to others who are in need. One of the blessings I am enjoying;  I rejoice that I can do something for your happiness, for there is no greater pleasure than to make our fellow creatures happy. ","As feayerrey haink ad ooilley ayns un sheshagh gys yn cashtal ec e, dy hyndaa cooise da Monsieur de Wahlheim as y ven ooaisle Agh doyrt Augustus roo. Ta Jee er chroggal mee seose voish gilley beg boght mor va mee dy ve dhoonney, berchagh, as pooaral, as er vannaghey mee ayns ooilley my lbbyragh. As vee’n feer nuwooisdyl mor nagh jeanyyn cur da sleih elley, ta ayns feme Ann jeh ny bannaghtyn, ta mee ghoaill solley jiu. Ta mee ghoaill boggey, dy vel mee son jannoo red ennagh son yn vaynrys eu, son cha nel taitnys smoo ny dy yannoo nyn sheshaghtyn cretoor maynrey.",
,,,
Yn Lhiannoo Caillit er ny Gheddyn Reesht.,The Lost Child Found Again.,Yn lhannoo callyt er ny gheddyn reesht,
"     Choud as va Augustus de Wahlheim, myr ta shin er vakin, gaase berçhagh as Çhiarn pooaral, Va e voir Theodora voght er gholl trooid ymmodee seaghyn as v’ee er leeideil bea dy creoighysyn ga dy row ee er chummal seose, ayns dy chooilley hraa, liorish y treisht ayns mieys Yee. Ayns traa gerrid lurg jee ve er choayl yn Augustus beg eck ayns yn cheyll haink yn caggey gys yn ayrn shen jeh’n Danube, raad v’ee commal, as va’n boayl goit liorish joarreeyn. ","     Whilst Augustus de Walheim was, as we have seen, becoming a rich and a powerful Lord, his poor mother Theodora had gone through many sorrows and she had led a life of hardships, although she had held up, at all times, by her trust in the goodness of God. In a short while after she had lost her little Augustus in the forest the war came to that part of the Danube, where she lived, and the place was taken by foreigners.","Choud as va Augusts de Wahlhim mor ta shin er vakin gaase berchagh as Chiarn pooral, Va y Voir Theodora voght er gholl trooid ymmydee seaghyn as vee er leeiffeeil bea dy croigysyn gha dy row ee er cummal seose, ayns dy chooilley chra liorish y treisht ayns mieys Yee. Ayns tra gerryd lurg jee ve er cooyl yn Augustus beg ec, ayns yn cheyll. Haink yn caggey gys yn arn shen jeh’n Danube, raad vee commal, as va’n boayl goit Loairysh joarreeyn. ",
