Speaker,Manx,English,SubStart,SubEnd,Notes
NM,"Oh cha nel oo, cha nel oo baghey, baghey ny lomarcan nish, vel oo?","Oh you aren't, you aren't living, living alone now, are you?",730.5,734,
DF,"Oh cha nel, cha nel, agh ...","Oh no, no, but ...",733.6,735,
NM,"Agh well eisht, c'red t'ou, c'red t'ou coontey jeh?","Ah well then, what do, do you think of it?",735,737,
DF,"Cha bee yn jishig aym err, bio son dy bragh edyr, as cha nel mee laccal dy ...","My father won't be err, alive forever at all, and I don't want to ...",737,741.4,
NM,"Ah well, fod oo geddyn ben eisht ...","Ah well, you can get a women then.",741.4,743,
DF,She.,Yes.,743,744,
NM,Huh.,Huh.,743.5,745,
DF,"Tra bee eshyn, ersooyl.","When he's, gone.",744,747,
NM,"My bee, my bee, my bee argid dy liooar ayd, yiow, yiow oo peiagh ennagh son dy jeeaghyn mygeayrt oo.","If you, if you, if you have enough money, you will get, get someone to look after you.",746,752,
DF,She.,Yes.,752,753,
WR,Oh my ta argid ayd kiart dy liooar bee oo geddyn three ny kiare ny queig jeu!,Oh if you have money right enough you will get three or four or five of them!,752,756,
NM,Bee oo kiart dy liooar!,You'll be alright!,753.2,755,
NM,She. [laughs]. Yiow oo palchey mraane my ta argid ayd.,Yes. [laughs]. You will get plenty of women if you have money.,756,760,
DF,"Shen yn aght ta'n seihll, nagh vel eh?","That's the way of the world, isn't it?",760,762.4,
NM,"A- a- as, cha nod oo, fod oo geddyn ad fegooish ve poost.","A- a- and, you can't, you can get them without being married.",761.5,767.5,
WR,"T'ad laccal, t'ad laccal rour dy argid, yn mraane.","They want, they want too much money, women.",767,771,
NM,"Oh ta, t'ad laccal, t'ad joogh son yn argid.","Oh yes, they want, they are greedy for money.",770,773,
WR,"Oh tra t'ou goll geiyrt er yn mraane, ta shen, red olk.","Oh when you go chasing women, that is, a bad thing.",772,776,
DF,"[?]Ta, ta.","Yes, yes.",773,777,
NM,"T'ad br-, t'ad joogh son yn argid.","They are, they are greedy for money.",776,779,
WC,Ta (unclear),Yes (unclear),778,780,
NM,"Ta, dy jarroo.","Yes, indeed.",778.5,780,
DF,[?]Walter ...,Walter ...,780,781,
NM,"T'ad cha joogh son yn argid as t'ou uss son y, son y Gailck.","They are as greedy for money as you are for, for Manx.",780.5,784,
WC,[laughs],[laughs],784,786,
DF,She. Ta.,Yes. Yes.,784,785,
NM,Ta.,Yes.,784.5,786,
DF,"Oh ta mish erm, jollyssagh son ny neesht, t'ou toiggal ...","Oh I erm, am greedy for both, you understand ...",785,788.5,
NM,C'red?,What?,788.5,789.5,
DF,... yn Gailck as ny mraane neesht!,... Manx and women too!,788.5,790.5,
NM,Vel?,Are you?,790.4,791,
DF,Ta.,Yes.,790.9,792,
NM,"Ren oo, ren oo cur geill da'n red ren, ren, ren mee cur ayns yn phabyr dhyt?","Did you, did you take notice of the thing that, put, put in the paper for you?",792,795.6,
DF,"Oh ren, ren, ren. Yn skeeal ...","Oh yes, yes, yes. The story ...",795,798.2,
NM,"Ren oo cur geill da, ren oo?","You noticed it, did you?",797,798.6,
DF,Ren. T'eh ayns yn ... T'eh ec y thie.,Yes. It's in the ... It's at home.,798.2,800.7,
NM,T'eh ec y thie?,It's at home?,800.2,801.7,
DF,Ta. Cha nel peiagh erbee ayns shen [?]ta [?]abyl toiggal eh.,Yes. No one there who's able to understand it.,801,805,
NM,Vel ad lhaih eh?,Are they reading it?,804,805,
DF,"Cha nel, cha nel.","No, no.",805.5,807,
WC,"S'mie, s'mie shen.","That, that's good.",807,809,
NM,"[laughs] Well, t'eh mie, t'eh mie ...","[laughs] Well, it's good, it's good ...",808,810.3,
WC,[laughs],[laughs],810,811,
DF,"T'eh mie, hmm.","It's good, hmm.",811,813,
NM,"Ta, ta, t'eh mie my, mannagh, mannagh vel ...","Yes, yes, it's good if, if not, if it is not ...",813,816,
DF,"Ta shen skeeal mie neesht, ta mee er clashtyn eh roie.","That's a good story too, I have heard it before.",814.2,817,
NM,"Oh, vel oo?","Oh, have you?",817,818.5,
DF,Ta.,Yes.,818,819,
WC,"C'red va'n skeeal shen, Ned?","What was that story, Ned?",818.7,820.2,
NM,"Oh [?]fod eh, [?]fod eh shoh ginsh dhyt.","Oh he, this one here can tell you.",820,823,
DF,Oh cha nod mish ginsh edyr.,Oh I can't tell at all.,822.5,825,
NM,Cha jean eh jannoo dy cur eh ayns shoh!,It won't do to put it on this!,824.6,826.4,
DF,Cha jean.,It won't.,826,827,
WC,Cha jean?,It won't?,826.5,827.5,
NM,"[laughs] She. Cha jean, cha jean.","[laughs] Yes. It won't, no.",827,830,
WC,Ah.,Ah.,829.7,831,
NM,"Huh. She, nee eh, nee eh, nee eh, err, cur shilley jeh eh jeed, ayd, dhyt.","Huh. Yes, he will, he will, he will, err, give you a look at it.",830.8,837,
DF,Oh ta eshyn er clashtyn eh neesht. ,Oh he has heard it too.,836.6,839,
WC,"Oh, oh, vel?","Oh, oh, has he?",836.5,840,
DF,T'eh mychione dooinney aeg va sooree doodee. Ta.,It's about a young man who was courting a lass.,839.3,844,
WC,"Oh ta, ta cooinaghtyn aym's er yn skeeal shen nish.",I remember that story now.,839.3,846,
NM,"Va ram jeh ny reddyn shen ec dty, ec dty, dty yishig vooar.",Your grandfather had lots of those things.,845.5,850,
DF,Row?,Did he?,849.3,850.5,
NM,Oh va.,Oh yes.,850.2,851,
DF,Ram skeealyn echey?,He had lots of stories?,850.5,851.5,
NM,"Va, ram skeealyn jeh, jeh reddyn myr shen.","Yes, lots of stories of, of things like that.",851.7,854.5,
WR,Aye?,Aye?,853,854,
DF,"Row? Ayns Gailck? Ny, ny, dyn?","Did he? In Manx? Or, or not?",854,856.2,
WC,Row?,Did he?,854,855.5,
NM,"Oh ayns Gailck, ayns Gailck.","Oh in Manx, in Manx.",856,857.5,
DF,"Ayns Gailck, row?","In Manx, were they?",856.8,858,
NM,"Oh va, va.","Oh yes, yes.",857.4,858.8,
DF,Row?,Were they?,858.1,858.9,
NM,Oh va.,Oh yes.,858.5,860,
DF,Mmm.,Mmm.,859.7,861,
NM,"Oh cha jinnagh eh gra veg ayns- ayns-, ayns Baarle, ny sh-, ny reddyn shen edyr.",Oh yes. Oh he wouldn't say anything in English (about) those things so he wouldn't.,860,865,
DF,"Mmm, mmm, cha row fys aym dy row eh myr shen edyr.","Mmm, mmm, I didn't know that he was like that at all.",863,867.5,
NM,C'red?,What?,867.3,868.2,
DF,"Cha row fys aym dy row skeealyn echey, ayns Gailck.","I didn't know that he had stories, in Manx.",868,871.2,
NM,"Oh va my ta, oh t'ad, t'ad ooilley jarroodit aym's my ta.","Oh yes so he did, oh I've, I have forgotten them all though.",869.8,875.2,
DF,Vel ad?,Have you?,874.9,875.5,
NM,Ta.,Yes.,875,876,
WC,Va ram Gailck goll tra v'ou aeg neesht. Cha nel ...,There was lots of Manx going when you were young too. There isn't ...,876,878.7,
NM,"Oh va, va, va ram, ram, Gailck dy liooar goll, tra va mish aeg.","Oh yes, yes, there was lots, lots, plenty of Manx going when I was young.",878,883.5,
WC,Row?,Was there?,883.5,884.4,
NM,"Va, va.","Yes, yes.",884,885.3,
WR,"Row oo lieau [sic], row oo rieau loayrt monney rish err, Harry Kelly, ayns, Creneash? Tra v'ou aeg?","Were you ever, were you ever speaking much to err, Harry Kelly, in, Cregneash? When you were young?",885.5,891,
NM,"Va, va. Oh well, va fys aym's er Harry Kelly ...","Yes, yes. Oh well, I knew Harry Kelly ...",890.4,895,
DF,"Va enn ayd er Harry, row?","You knew Harry Kelly, did you?",895,897,
NM,"Voish y traa va mee, va cooinaghtyn aym!","From the time I was, I remember!",895,898,
WC,"Hmm, dy jarroo.","Hmm, really.",898,899.2,
NM,Ta.,Yes.,899,900.5,
WR,Cha ren mee rieau fakin eh.,I never saw him.,899.7,901.1,
NM,Cha ren?,You didn't?,901,902,
WR,Cha ren. ,No.,901.5,902.7,
NM,Aaah!,Aaah!,902,903,
WC,Ny mish edyr.,Nor me either.,902.2,904,
DF,Row eh dooinney doaieagh?,Was he a respectable man?,903.5,905,
NM,"Oh err, aha, well cha s'aym's c'red dy gra rish.","Oh err, aha, well I don't know what to call him.",905,909,
DF,"Ta mee er clashtyn dy, dy, nagh row eh son ...","I have heard that, that, that he wasn't for ...",908.3,911.2,
NM,"V'eh, v'eh, v'eh, v'eh feer s- ...","He was, he was, he was, he was very n-...",911,913,
DF,V'eh groamagh.,He was gloomy/gruff.,913,915,
NM,... skeetagh.,... nosey/sneaky.,913,915.5,
WC,Row?,Was he?,914.7,915.6,
DF,Row?,Was he?,915.4,916.6,
WR,Row?,Was he?,916,917.3,
NM,Vel fys ayd cre ta shen?,Do you know what that is?,915.5,917,
WR,She.,Yes.,916.8,918,
NM,"Oh va, va, v'eh feer skeetagh.","Oh yes, yes, he was very nosey/sneaky.",918,920,
WC,V'eh cam?,He was crooked?,919.7,921,
WR,Goll mygeayrt ...,Going around ...,920.3,922,
NM,"Cha n-, cha row eh, oh v'eh cam neesht, va, va.","He w-, he wasn't, oh he was crooked too, yes, yes.",921,925,
WR,Mmm.,Mmm.,924.5,926,
DF,"Cam as corran, row eh? ","Crooked as a sickle, was he?",925.4,927,
NM,"Well, cha row eh cam as corran, ooilley cooidjagh, agh, agh v'eh cam ayns, ayns, ayns ...","Well, he wasn't crooked as a sickle, altogether, but, but he was crooked in, in, in ...",927,933.2,
DF,Ram reddyn.,Many things.,933,934,
NM,Ram reddyn.,Many things.,934,935,
DF,Va.,Yes.,934.5,935.4,
WR,"Corragh, myr t'ad gra er y Twoaie.","Fickle, as they say on the North.",935.2,937,
NM,She.,Yes.,937,938,
DF,She.,Yes.,937.4,339,
NM,Ta.,Yes.,938.1,339,
WR,"Hmm, hmm.","Hmm, hmm.",938.5,940.1,
DF,"Ta'n thie echey freillt dy mie, neesht, nagh vel eh?","His house is kept well, too, isn't it?",940,942.5,
NM,Ta.,Yes.,942,943.3,
DF,Ec yn thie hashtee.,By the museum.,942.4,944,
NM,She?,Yes?,944,945,
DF,Oh ta.,Oh yes.,944.5,946,
NM,Ta.,Yes.,946,947,
DF,T'eh jeeaghyn dy mie neesht.,It looks well too.,946.5,948,
WR,Row ...,Was ...,947.5,948.1,
NM,"Oh, ta.","Oh, yes.",948,949.4,
WR,Row Harry Kelly rieau poost?,Was Harry Kelly ever married?,948,950,
NM,"Cha row rieau, cha row.","He wasn't ever, no.",950,952,
WR,Row eh er ve baghey ny lomarcan foddey?,Had he been living alone long?,952,956,
NM,Va.,Yes.,956,958,
WR,Ayns y thie shen?,In that house?,956,958.4,
NM,"Va, v'eh baghey ny lomarcan voish ren yn- yn- yn vummig echey geddyn baase.","Yes, he was living alone from when his, his, his mother died.",957.6,962,
WR,"Oh, dy jarroo?","Oh, indeed?",962,964,
NM,"My- v'eh, v'eh ny lomarcan son, mysh daeed blein, ansh erbee.","So he was, he was alone for, about forty years, anyway.",962.5,970.3,
WR,Daeed!,Forty!,969,970,
WC,Row?,Was he?,969.7,971,
WR,Shen tammylt foddey.,That's a long while.,970.2,972,
NM,"Va. Agh v'eh foarst geddyn ben son dy jeeaghyn mygeayrt y mysh, roish ren eh, roish hooar eh baase eh hene.","He was. But he had to find a woman to look after him, before he, before he died himself.",972,981.4,
DF,Ren? As quoi ...,Did he? And who ...,981,984,
NM,Va ny mraane cheet stiagh as v'ad niee yn eddin echey as jannoo dy chooilley red da.,The women would come in and wash his face and do everything for him.,983,987.5,
WR,Niee yn eddin echey as cur yn ...,Wash his face and put the ...,987,989.3,
NM,She. Cha noddagh eh jannoo shen da- da- da hene.,"Yes. He couldn't do that for, for, for himself.",988.4,992,
WR,"Hmm. Row eh ching feer foddey, Ned?","Hmm. Was he ill very long, Ned?",991,995,
NM,"Ah. Cha nod. As v'eh, v'eh ... c'red?","Ah. He can't. And he was, was ... what?",992,995.8,
WR,Row eh ching feer foddey?,Was he ill very long?,995,997,
NM,"Well, cha row, cha nel fys aym, va mish, cha row mish ec y thie yn traa shen, cha row, cha row eh feer foddey.","Well, no, I don't know, I was, I wasn't at home at that time, it wasn't, it wasn't very long.",997,1002.6,
WR,Hmm.,Hmm.,1002,1003,
NM,Cha row.,No.,1003,1004.4,
WC,Mmm.,Mmm.,1005,1006,
WR,Nagh row shuyr ny braar echey?,Didn't he have a sister or brother?,1006,1008,
NM,As v'eh ... C'red?,And he was ... what?,1006,1009.3,
WR,Nagh row shuyr ny braar echey?,Didn't he have a sister or brother?,1009,1010.7,
NM,"Va, va un shuyr as daa, as daa vraar echey as ...","Yes, he had one sister and two, and two brothers and ...",1010,1014.5,
WR,Ah dy jarroo?,Ah really?,1014,1015.1,
NM,"As, as err, well, well, ta'n, va'n daa vraar marroo roish Harry as, as, ta'n, ta'n shuyr echey bio foast.","And, and err, well, well, the, both brothers were dead before Harry and, and, the, his sister is still alive.",1015,1025,
WR,"Oh vel ee? [?]Dy leah, vel ee chammah [?]","Oh is she? Soon, is she as well ...",1025,1028.2,
NM,"Ta, as t'ee bunnys keead blein nish.","Yes, and she is nearly a hundred years (old) now.",1025.6,1029,
DF,Vel ee?,Is she?,1029,1030,
NM,"Ta, t'ee, t'ee ayns America.","Yes, she's, she's in America.",1029.4,1032,
DF,Oh dy jarroo. Hmm.,Oh really. Hmm.,1032,1034,
NM,Ta. Hie ee voish Purt le Moirrey ayns shoh tra v'ee kiare feed as jeih. Son dy goll dys America.,Yes. She went from Port St. Mary here when she was ninety. To go to America.,1032.7,1045,
WC,Ren?,Did she?,1032.7,1045.6,
DF,Dys yn Thalloo Noa.,To the New Land. (New World),1044.5,1046,
NM,"As ren ee, as ren ee goll ny lomarcan neesht.","And she, she went on her own too.",1046,1048.1,
WC,Ren?,Did she?,1048,1048.8,
NM,Ren.,Yes.,1048.4,1049.5,
NM,"Ren ee goll ny lomarcan voish shoh gys Southampton, son dy geddyn yn baatey mooar.","She went on her own from here to Southampton, to get the big boat.",1049,1055,
WC,Mmm.,Mmm.,1055,1056,
DF,As ren ee geddyn poost ayns shen?,And she got married there?,1055,1057.2,
NM,"Oh va, va, cha ren ee geddyn p-, va sh-, va doodee eck, baghey ayns America.","Oh yes, yes, she didn't get m-, she had, had a lass, living in America.",1057,1063,
DF,Oh?,Oh?,1063,1064,
WR,[?] (unclear),(unclear),1063.4,1065,
NM,"Oh v'ee, v'ee poost, as v'ee baghey ayns Liverpool son tammylt liauyr.","Oh she was, she was married, and she was living in Liverpool for a long while.",1064,1069,
DF,Hmm.,Hmm.,1069,1070,
NM,"Va, va, as, as va'n, va'n j-, va'n dooinney eck marroo, oh cha s'aym's, keead, mysh, mysh feed bleeantyn err, ansh erbee.","Yes, yes, and, and the, her f-, her husband was dead, oh I don't know, a hundred, about, about twenty years, err, anyway.",1070,1082.2,
WC,Hmm?,Hmm?,1082,1083,
NM,Ta.,Yes.,1083,1084,
WC,Hmm.,Hmm.,1084,1086,
NM,"Ta, va.","Yes, yes.",1086,1088,
DF,Shen yn aght.,That's the way.,1088,1089.7,
NM,C'red?,What?,1089.5,1090.6,
DF,Shen yn aght.,That's the way.,1089.8,1091,
NM,"Shen yn aght, shen yn aght, she.","That's the way, that's the way, yes.",1089.8,1092,
WC,Shen yn aght ta'n seihll shoh.,That's the way of this world.,1092,1094,
NM,Ta'n traa cheet dooin ooilley.,The time comes to us all.,1094,1099,
WC,Ta.,Yes.,1098,1098.7,
DF,Ta.,Yes.,1098.7,1100,
NM,Ta.,Yes.,1099.5,1101,
WC,Mmm.,Mmm.,1099.5,1101,
NM,Ren oo rieau clashtyn jeh Neddy Hom Ruy va baghey ayns Cregneash?,Did you ever hear of Neddy Hom Ruy who was living in Cregneash?,1103,1106.6,
DF,"Oh ren, ren mee clashtyn ...","Oh yes, I heard ...",1106.7,1109,
NM,"Yn shenn dooinney Neddy Hom Ruy, ...","The old man Neddy Hom Ruy, ...",1108.2,1110.2,
DF,Neddy Hom Ruy? Cha nel.,Neddy Hom Ruy? No.,1109.7,1112,
NM,... cha nee Ned Beg Hom Ruy edyr.,... not Ned Beg Hom Ruy at all.,1110,1112,
DF,Neddy Hom Ruy.,Neddy Hom Ruy.,1111.6,1112.8,
NM,Neddy Hom Ruy.,Neddy Hom Ruy.,1112,1114,
DF,"Ta mee er clashtyn my, my warree gra red ennagh my-e-kione.","I have heard my, my grandmother saying something about her (him).",1113.5,1117,
NM,She. V'eh dooinney doaieagh agglagh.,Yes. He was an awfully respectable man.,1116.4,1120.6,
WC,Row eh?,Was he?,1120,1121,
DF,Vel eh?,Is he?,1120,1121,
NM,"V'eh, v'eh, v'eh, v'eh ...","He was, he was, he was, he was ...",1120.8,1122.5,
DF,V'eh bardoonagh?,He was a poet?,1122,1123.6,
NM,"V'eh, v'eh, v'eh, v'eh, v'eh feer fond er, er, er ... bine dy yough.","He was, he was, he was, he was, he was very fond of, of ... a drop of drink.",1123.2,1129.3,
WC,Row?,Was he?,1129,1130,
NM,"Va. As veagh eh gra, tra v'eh f-, tra v'eh scooyrit, ""my yinnin cuirr ny lieenyn ayns Poyll Veeill, yinnin geddyn scaddan."" Vel fys ayd c'raad ta Poyll Veeill?","Yes. And he would say, when he was, when he was drunk, ""If I were to cast the nets in Poyll Veeill, I would get herring."" Do you know where Poyll Veeill is?",1129.7,1144.5,Poyll Veeill spelling in Broderick Placenames. But NM Veeill no slende L. i.e. Poyll Veeyl.
WR,"Poyll Veeill? Vel shen ennym jeh magher, ny red ennagh?",Poyll Veeill? Is that a name of a field or something?,1144,1147,
NM,"Cha nee, cha nee. Boayl va, va'n, va'n, va'n, va shin cliaghtey shiaulley ny baatyn veg ayn.","No, no. A place that was, that, that, that, that we used to sail the little boats in.",1146.5,1156.5,
WR,Oh dy jarroo? Dubbey? Ta?,Oh really? A pool? Yes?,1156.3,1159.2,
DF,Dubbey?,A pool?,1158,1159,
NM,"She, she.","Yes, yes.",1158,1160,
WR,"[laughs] Yinnagh eh geddyn scaddan ass, ny dubbyn shen!","[laughs] He would get herring out of, those pools!",1160,1164,
NM,"[laughs] Shen veagh eh gra tra v'eh sheese ayns shoh, ayns, ayns ny thieyn oast.","[laughs] That's what he would say when he was down here, in, in the pubs.",1164,1169,
DF,As c'raad va'n thie-oast eisht?,And where was the pub then?,1169,1171,
NM,Ayns Purt le Moirrey here. Oh ...,In Port St. Mary here. Oh ...,1171,1172.4,
DF,Mm hmm. C'red v'ad genmys eh?,Mm hmm. What were they calling it?,1172,1175,
NM,C'red?,What?,1174.6,1175.4,
DF,C'red v'ad genmys eh? Yn thie-oast.,What were they calling it? The pub.,1175.2,1178,
NM,"Well, cha s'aym's eh, oh, yn- yn- yn- Yn Bayview Hotel. Yn Baie Roayrt [sic = reayrt?]","Well, I don't know it, oh, the, the, the, the Bayview Hotel. The Springtide of the Bay. [sic = the View of the Bay]",1178,1184,
DF,Baie Roayrt?,The Springtide of the Bay?,1184,1185.3,
NM,Ta.,Yes.,1185,1186,
DF,Ta.,Yes.,1185.4,1186,
WC,Hmm.,Hmm.,1186,1187,
DF,"As row shiu, monney, err, eeastagh son bollanyn as calligyn? As reddyn ...","And were you, much, err, fishing for rockfish and pollocks? And things ...",1187,1194,
NM,"Cha row, cha row, cha row, cha row traa aym's son dy yannoo ...","No, no, no, I didn't have time to do ...",1192.5,1196.3,
DF,Ayns ny creggyn?,In the rocks?,1195,1196.3,
NM,"Cha row, cha row, cha row, cha row. [?]cha row mee hene[?]","No, no, no, no, I wasn't myself.",1196,1201,
WC,Row ad geddyn monney argid ayns Nerin son yn eeast?,Would they get much money in Ireland for the fish?,1199.7,1203,
NM,"Oh, cha row, v'eh, v'eh, cha row monney goll tra vish [sic], tra ren mish cur eh seose.","Oh, no, it was, it was, there wasn't much going when, when I was putting it up.",1203,1209.6,
WC,Nagh row?,Wasn't there?,1209.4,1210,
NM,"Cha row, cha row.","No, no.",1210,1212,
WC,"Hmm. Quoid v'ad geddyn son son, son yn vreck as ny ...?","Hmm. How much would they get for for, for the mackerel and the ...?",1210,1215,
NM,"Well, ny keayrtyn cha row ad geddyn s'coan red erbee.","Well, sometimes they wouldn't get hardly anything.",1214.6,1220,
WC,Nagh row?,They wouldn't?,1219.2,1220.4,
NM,Cha row.,No.,1220.2,1221,
WR,S'coan red erbee.,Hardly anything.,1221,1222.3,
NM,"My yinnagh ad, my, my, my yinnagh ad geddyn yn breck err ec y, ec y chied jeh'n jeh'n season ...","If they'd, if, if, if they'd get the mackerel err at the, at the first (=start) of the season ...",1221,1229.6,
WC,Ta?,Yes?,1229.5,1230.4,
NM,... jeh'n ashoon [sic].,... of the nation [sic].,1230,1232,
WC,Jeh'n imbagh.,Of the season.,1230,1232,
NM,"Yinnagh ad geddyn ram son oc, as, agh, tra va'n traa goll er, va'n, va'n argid tuittym.","They would get a lot for them, and, but, when the time was going on, the, the money would fall.",1231.7,1239.5,
WR,Hmm. Rour eeast ayn eisht.,Hmm. Too many fish then.,1239,1241.2,
WC,As ...,And ...,1239,1241,
NM,"She, rour, rour eeast v'ayn.","Yes, there were too many, too many fish.",1240.5,1243,
WC,"Quoi va, quoi va kionnaghey ny vreck?","Who would, who would buy the mackerel?",1242.4,1245,
NM,"Oh va ny deiney voish, voish, voish Sostyn cheet son dy chionnagh ad.","Oh the men from, from England would come to buy them.",1245,1249.5,
WC,Row?,Would they?,1249.3,1250,
DF,[?]V'ad.,They would.,1249.6,1250,
NM,"Va, as v'ad, v'ad, v'ad, v'ad, v'ad err, v'ad cur lesh gys Sostyn son dy, son dy creck ad neesht.","Yes, and they'd, they'd, they'd, they'd, they'd err, they'd bring it to England to, to sell them too.",1250,1257.2,
WC,"Ta mee er clashtyn va mraane ayns Nerin as v'ad, v'ad son creck, son kionnaghey ram eeast jeh ny baatyn neesht.","I have heard that there were women in Ireland and they'd, they were able to sell, to buy lots of fish from the boats too.",1257,1265,
NM,Ayns Nerin?,In Ireland?,1265,1266.5,
WC,Ayns Nerin.,In Ireland.,1266,1267.3,
NM,"Oh va, va. Oh v'ad, v'ad, v'ad err, v'ad goll er y cheer lesh ny. lesh y, lesh y eeast as creck ad.","Oh yes, yes. Oh they'd, they'd, they'd err, they'd go ashore with the, with the, with the fish and sell them.",1266,1274.3,
WC,Ny mraane?,The women?,1273.5,1275,
NM,"Ny mraane she, oh she.","The women yes, oh yes.",1274.5,1277,
WC,"Mmm. Oh v'ad err, mraane creoi, nagh row ad?","Mmm. Oh they were err, hard women, weren't they?",1277,1282.3,
NM,[laughs] Nagh row!,[laughs] Weren't they!,1282,1283.5,
DF,"Ta skeeal ayd mychione fer jeu, nagh vel?","You have a story about one of them, don't you?",1283,1286,
NM,Quoi?,Who?,1285.4,1286.5,
DF,Ta skeeal ayd mychione fer jeu.,You have a story about one of them.,1286,1288.4,
WC,Ren shiu geddyn roud argid son y eeast.,You got too much money for the fish.,1288,1291,
NM,Oh err.,Oh err.,1289.3,1290.7,
DF,"Rour dy argid son y, ny breck.","Too much money for the, for the mackerel.'",1290.6,1293.4,
NM,[laughs] She.,[laughs] Yes.,1293.2,1294,
WC,Insh dou yn skeeal shen reesht.,Tell me that story again.,1293.7,1296.2,
NM,C'red?,What?,1295.3,1296.5,
WC,Insh dou yn skeeal shen reesht.,Tell me that story again.,1296.2,1298,
NM,"Oh agh t'eh doillee, t'eh doillee dy, ...","Oh but it's difficult, it's difficult to, ...",1297.6,1300,
DF,"Cha nel, eh dy (unclear) ...","It's not, (unclear) ...",1299.5,1301.5,
NM,... cooinaghtyn eh.,... to remember it.,1300,1302,
DF,She?,Yes?,1301.5,1302.2,
WC,[?]Ren?,Did you?,1302,1303,
DF,Nagh ren?,Didn't you?,1303,1304,
WC,"Ren shiu geddyn jeih skillin ny smoo son, ny vreck.","You got ten shillings more for, the mackerel.",1304,1308.7,
NM,"Ren. Ren- ren- ren shee, ren ee garral shin jeih skillin, ec y, ec y, ec y chied as, ...","Yes. She, she, she, she offered us ten shillings, at the, at the, at first and, ...",1306.2,1316,
WC,She?,Yes?,1315,1316,
DF,She.,Yes.,1315.6,1317,
NM,"... as tra ren ee, ren ee geeck eh, or geeck son ad, ...","... and when she, when she paid it, pay for them, ...",1316,1320.2,
WC,She.,Yes.,1320.1,1321,
NM,"... ren ee cur, daa err, jeih skillin rour.","... she gave, two err, ten shillings too much.",1320.6,1324,
DF,Ren?,Did she?,1324,1325,
WC,Ren?,Did she?,1324,1325.6,
NM,She.,Yes.,1325,1326,
DF,As eisht hie shiuish ersooyl!,And then you went away!,1325.2,1327,
WC,C'red dooyrt ee eisht?,What did she say then?,1326,1328,
NM,Eisht ren shin goll as ren shin faagail ee.,Then we went and we left her.,1326.5,1330,
DF,"As eisht, ren, ren, eisht ren shiu ch- cheet back.","And then, you, you, then you c- came back.",1329.6,1332.5,
NM,"Ren mee, ren shin cheet yn, yn, yn, yn nah vlein.","I, we came the, the, the, the next year.",1332.4,1336,
WC,Ren?,Did you?,1336,1337,
NM,"Blein roish shen, as err, ...","A year before that, and err ...",1336.7,1339.7,
DF,As v'ee fuirriaghtyn er dty hon.,And she was waiting for you.,1339,1341,
NM,"She, va, dy jarroo oh v'ee, v'ee, v-, v'ee, ren ee, ren ee err, ren ee cur enn orrym ...","Yes, she was, indeed oh she was, she was, she was, she recognised, err, she recognised me ...",1341,1347.2,
WC,Ren?,Did she?,1347,1348,
NM,... cha leah as ren ee fakin mee.,... as soon as she saw me.,1348,1350,
WC,C'red dooyrt ee?,What did she say?,1350,1352,
NM,"[laughs] Dooyrt ee err, ""N- err, vel, vel, vel monney eeast eu?"" as dooyrt mish nagh row. As dooyrt ee yinnagh, noddagh shee geddyn ad, ""Oh,"" dooyrt mish err, ""Oh ta shin goll dy creck ad shin hene."" As va mee briaght jeh fer va, va stiurey, ""C'raad ta shin goll?"", va mish cur er nagh row mee rieau ayns y boayl shen roie! ","[laughs] She said err, ""Err do, do, do you have much fish?"" and I said that I didn't. And she said she would, could she get the, ""Oh,"" I said err, ""Oh we are going to sell them ourselves."" And I was asking one of them who was, who was steering, ""Where are we going?"" I was pretending that I hadn't ever been in that place before!.",1351.3,1373.8,
WC,[laughs],[laughs],1373,1375,
NM,"As ta shen ee jeeaghyn orrym as dooyrt ee ... Oh cha s'aym's dy jean eh jannoo, jannoo dy, dy, dy gra eh ny dyn.","And there she is looking on me and she said ... Oh I don't know if it will do, do to, to say it or not.",1375,1384.2,
DF,[?]Oh she spotch ...[?] (whispering unclear),Oh it's a joke ... (whispering unclear),1384,1387,
NM,Eh? [laughs],Eh? [laughs],1385,1387,
DF,Gra [sic] eh!,Say it!,1385.5,1387,
WC,[?]Cha jean eh gra[?],He won't say.,1385.6,1387.3,
DF,"C'red, c'red dooyrt ee eisht? C'red dooyrt ee?","What, what did she say then? What did she say?",1387,1392,
NM,"""T'ou uss bloody liar"" dooyrt ee!","""You're a bloody liar"" she said!",1392,1395,
WC,[laughs] Ren?,[laughs] Did she?,1394.5,1398,
WR,C'red?,What?,1394.5,1395.6,
NM,[laughs],[laughs],1396.3,1397.5,
WR,Breagerey fuiltagh.,A bloody liar.,1397,1398.6,
DF,"V'ee corree, row ee?","She was angry, was she?",1397.7,1399,
NM,"Va, ""T'ou uss bloody liar!"" dooyrt ee.","Yes, ""You're a bloody liar!"" she said.",1399,1402,
WC,Ta.,Yes.,1401.5,1402.4,
DF,Dy jarroo!,Indeed!,1402,1403.4,
NM,"As t'ou er, t'ou- t'ou- t'ou er, t'ou er gaase err, feer ... feer err, ...","And you have, you, you, you have, you have grown err, very ... very err ...",1402.4,1407,
WC,Faasaag?,A beard?,1407,1409,
NM,"Faasaag agh, neayr's nurree.","A beard but, since last year.",1409,1412,
WC,[laughs] Hmm.,[laughs] Hmm.,1412,1414.5,
NM,[laughs] Ta.,[laughs] Yes.,1414,1415,
