Speaker,Manx,English,SubStart,SubEnd,Notes
JK,Huh?,Huh?,1299.4,1300.2,
DF,"Va margey ayn, nagh row? Ayns, ayns ny laghyn shen?","There was a market, wasn't there? In, in those days?",1300.2,1302.9,
JK,Margey?,A market?,1302.9,1303.5,
DF,Margey.,A market.,1303.5,1304.3,
JK,Margey?,A market?,1304.3,1305,
DF,She.,Yes.,1305,1306,
JK,"Oh, va margaghyn ayns dy chooilley skeerey.","Oh, there were markets in every parish.",1306,1309,
DF,Dy chooilley skeerey.,Every parish.,1309,1309.8,
JK,Va.,Yes.,1309.8,1310.4,
DF,Row? As row shiuish mygeayrt monney?,Were there? And were you about much?,1310.4,1314,
JK,Va fer ayns Jurby v'ad gra ben seyr. Va'n ennym echey.,There was one in Jurby they were calling 'ben seyr' (Lady).  Was its name.,1314,1323,
WR,C'red ta'n ennym shen?,What is that name?,1323,1324.3,
JK,Ben seyr.,Ben seyr' (Lady),1324.3,1325.4,
DF,Ben seyr.,Ben seyr' (Lady),1325.4,1326.5,
WR,"She, ta mee er clashtyn jeh'n margey shen.","Yes, I have heard of that market.",1326.5,1330.1,
JK,"Lady's Fair, Ladies Fair day'.","Lady's Fair, Lady's Fair day'.",1328.6,1331,
WR,"Lady's Fair', she. As va fer elley ayns Skylley Creest.","Lady's Fair', yes. And there was another one in Kirk Christ.",1331,1337,
JK,Oh va ram ayns Skylley Creest ...,Oh there were lots in Kirk Christ ...,1337,1339,
WR,Oh she?,Oh yes?,1339,1339.6,
JK,"... er y chladdagh, v'ad gollrish kiare ny queig ayns y sourey, er y chladdagh.","... on the 'claddagh' (river meadow land), there were like four or five in the summer, on the 'claddagh'.",1339.6,1348.5,
WR,"As va fer er y claddagh, va ennym er, err, c'red va'n ennym er?","And there was one on the 'claddagh', its name was, err, what was its name?",1348.5,1354,
WC,Margey ny berrishyn?,The Berry Market?,1354,1355.6,
JK,"Oh va shen, nane neesht.","Oh that was, one too.",1355.6,1360,
WR,Va shen ayns mee Boaldyn.,That was in May.,1360,1362,
JK,Huh?,Huh?,1362,1364,
WR,"Va shen ayns m..., ayns mee Boaldyn nagh row? Margey ny Berrishyn?",That was in May wasn't it? The Berry Market?,1364,1368.6,
JK,V'eh...?,It was ...?,1368.6,1370,
WR,Ayns Boaldyn.,In May.,1370,1371.5,
JK,Boaldyn?,May?,1371.5,1372.4,
WR,She.,Yes.,1372.3,1373,
JK,Cha's aym c'red ta shen.,I don't know what that is.,1378,1380,
WR,As va margey yn trinaid ayn.,And there was the Trinity Market.,1384,1387,
JK,Margey trinaid?,Trinity Market?,1387,1388.4,
WR,She.,Yes.,1388,1388.9,
JK,"Va, va shen er y chladdagh neesht.","Yes, that was on the 'claddagh' too.",1388.9,1391.4,
WR,Row?,Was it?,1391.4,1392.3,
JK,Va.,Yes.,1392,1393,
WR,Hmm.,Hmm.,1393,1394,
DF,As row ad creck monney?,And were they selling much?,1396,1398,
JK,"Oh v'ad creck dy chooilley sorch dy reddyn ayns y laghyn shen, son cha row boayl erbee dy creck as ec yn margey.","Oh they were selling every sort of things in those days, for there wasn't anywhere to sell but at the market.",1398,1406,
DF,Ec yn margey row?,At the market was it?,1406,1408,
JK,V'ad ooilley creck ec y margey.,They were all selling at the market.,1408,1410,
DF,V'ad creck jough as ollagh as ...,They were selling drink and cattle and ...,1410,1412.5,
JK,Oh ta mee er fakin feed boaylyn son dy creck jough ayn.,Oh I have seen twenty places to sell drink in.,1412.5,1421.4,
DF,Creck jough ayn.,Selling drink in.,1421,1422,
JK,Ta.,Yes.,1422,1423,
DF,Thieyn beg.,Little houses.,1423,1425,
JK,"As, as creck dy chooilley sorch dy red millish ghooinney.  As va shenn ven goll dys y margey ayns y traa aym's, as v'ee cur cappan dy hey, as eeast, as, dys yn sleih son skillin.  V'ou geddyn red gollrish daa punt dy eeast.","And, and selling every sort of sweet thing man. And an old woman was going to the market in my time, and she was giving a cup of tea, and fish, and to the people for a shilling. You were getting something like two pounds of fish. ",1425,1455.5,
WR,Daa phunt dy eeast.,Two pounds of fish.,1455.5,1457,
JK,Ny smoo na v'ou abyl dy gee ghooinney.,More than you were able to eat man.,1456,1458,
WC,Dy jarroo ghooinney?,Indeed man?,1458,1458.8,
DF,Dy jarroo ghooinney?,Indeed man?,1458.8,1460,
WR,Cre'n sorch dy eeast v'ee cur dhyt?,What sort of fish was she giving you?,1461,1463,
JK,"Shenn, shenn ven v'ad gra Jinnee Simon da.","An old, old woman they were calling Jinnee Simon.",1462.3,1467,
WC,As c'raad v'ee baghey ayn?,And were was she living?,1467,1469,
JK,"Oh v'eh, v'ee baghey er y glion vooar.","Oh he was, she was living on the big glen (Sulby Glen).",1469,1472,
WC,Dy jarroo! Va shapp eck?,Indeed! She had a shop?,1472,1474.8,
JK,V'ee freayll shapp ayn.,She was keeping a shop there.,1474.8,1476.5,
WC,Ooo?,Ooo?,1476.5,1477.5,
JK,V'ee freayll yn stoo v'ee creck fo'n lhiabbee.,She was keeping the stuff she was selling under the bed.,1477.5,1480.7,
WC,Dy jarroo ghooinney?,Indeed man?,1480.7,1481.5,
JK,Va.,Yes.,1481.6,1482.4,
DF,As row monney thieyn-oast mygeayrt? Ec y traa shen?,And were there many inns about? At that time?,1486.4,1490,
JK,"Well, va'n thie, va'n mwyllin beg ooilley bunnys geddyn marroo ass, as, tra va mee paitchey.","Well, the house was, the little mill was all nearly getting dead gone, and, when I was a child.",1490,1497,
DF,Vel ad?,Are they?,1497,1498,
JK,"But va'd ginsh dom yn shenn sleih, ta mee er fakin y thieyn ...","But they were telling me the old people, I have seen the houses ...",1498,1503,
WR,Ta.,Yes.,1503,1504,
JK,... v'ad creck ayn.,... they were selling in.,1504,1505.5,
DF,V'ad ooilley thie thooit nagh row ad?,They were all thatched houses were they?,1505.5,1507.6,
JK,"Oh va ram jeh ad thie thooit, cha row ad ooilley thie thooit edyr, paart jin.","Oh lots of them were thatched houses, they weren't all thatched houses at all, some of us.",1507.6,1515,
DF,Paart jeu.,Some of them.,1515,1516,
WC,"Row sh..., row shiu rieau ayns Doolish monney? Ghooinney?","Were you, were you ever in Douglas much? Man?",1516,1519.3,
JK,"Cha row mee goll dys Moolish, Doolish feer monney.",I wasn't going to Douglas very much.,1519.3,1522.2,
DF,Insh dou yn skeeal mychione yn traa hie shiuish ...,Tell me the story about the time you went ...,1522.2,1525.3,
JK,Huh?,Huh?,1524.3,1524.9,
DF,"Insh dou yn skeeal mychione yn traa hie shiuish as dty jishig dy akin Doolish, son yn chied traa.","Tell me the story about the time you and your dad went to see Douglas, for the first time.",1524.9,1531.6,
JK,"Oh, goll dy Doolish?","Oh, going to Douglas?",1531.6,1534.4,
DF,"Goll dy Ghoolish, harrish ny sleityn.","Going to Douglas, over the hills.",1534.4,1537,
JK,"She oh well, va'n jishig gra dys yn shuyr as mee hene, v'eh goll dy cur shilley jeh yn ?soilsheeyn son ain?, son cha row shin toiggal monney jeh'n seihll ayns y laghyn shen, feallee aeg edyr. As ren shin goll harrish Sniaull, va shin er mullagh Sniaull ayns y voghree tra bunnys va'n grian girree.","Yes oh well, the dad was saying to the sister and myself, he was going to let us have a look at the ?lights?, for we weren't understanding much of the world in those days, young folks at all. And we went over Snaefell, we were on the summit of Snaefell in the morning nearly when the sun was rising.",1537,1568,
WR,Row?,Were you?,1568,1570,
JK,"As ren shin soie ayns shen son tammylt mooar, as va shin fakin ooilley yn boaylyn va'n jishig aym ginsh dooin c'red boayl v'ad, v'ad Nerin, as, Olbynee, as Bretin as, yn Vretnagh as yn, thalloo Sostnagh, as v'eh shilley braew mie ayns yn laa tra va'n, tra va'n grian girree.  As va shen harrish ren shin goll son Doolish.","And we sat there for a long while, and we were seeing all the places my dad was telling us what place they were, they were Ireland, and, Scotland, and Wales and, and Wales and, England, and it was a fine good sight in the day when, when the sun was rising. And that was over we went for Douglas.",1572,1616,
WR,As cre'n traa ren oo roshtyn gys Doolish?,And what time did you reach Douglas?,1616,1619.5,
JK,"Oh va shin Doolish, va shin roshtyn Doolish ta mee shein lieh oor lurg nuy.","Oh we were Douglas, we were reaching Douglas I suppose half past nine.",1619.5,1627,
WR,Oh va shen laa foddey.,Oh that was a long day.,1627,1629,
JK,"Eisht va shin goll mygeayrt Doolish son tammylt, ren yn jishig goll dys thie Gelling dy geddyn yiarn lheït son dy jannoo mwyllinyn.","Then we were going around Douglas for a while, the dad went to Gelling House to get iron melted to make mills.",1629,1644,Gelling's Ironworks
,She.,Yes.,1644.5,1646,
JK,"As ?reap iron / grep hayrn? . As eisht ren shin goll mygeayrt son tammylt, cha row, cha row monney thieyn ayns Doolish ayns ny laghyn shen.","And a ?reap iron / manure fork?. And then we went around for a while, there weren't many, many houses in Douglas in those days.",1646,1657,
DF,Cha row.,No.,1657,1657.7,
JK,"Cha row, monney.",There weren't many.,1657.7,1659,
WC,"And, as ren yn jishig ginsh dhyt ooilley ny ennym er ny cheeryn, cheeraghyn ayns, ayns Gailck?","And, and the dad told you all the name (sic.) on the countries, countries in, in Manx?",1659,1666,
JK,Va. Oh va.,Yes. Oh yes.,1666,1671,
WR,"As, kys ren oo cheet back dys Rhumsaa?","And, how did you come back to Ramsey?",1671,1674,
JK,"As eisht ren shin goll mygeayrt ayns Doolish son oor ny jees as ren shin goaill yn raad dys Laksey. Cha row promenade ayn ayns yn laghyn shen, cha veg as raad son y cairt son dy goll er mullagh yn traie. Eisht ren shin goll stiagh dys Laksey, va shin ec y Queeyl Mooar, ayns y boayl, er ... yn boayl niagh, niagh, as eisht ren shin, va shin goll dy goll thie.  As, ren mish geddyn...","And then we went around Douglas for an hour or two and then we took the road to Laxey. There wasn't a promenade in those days, nothing but a road for the cart to go on the top of the beach. Then we went into Laxey, we were at the Big Wheel, in the place, on ... the washing place, washing, and then we did, we were going to go home. And, I got ...",1674.5,1729,
WR,Skee?,Tired?,1730,1731.5,
JK,"... skee. As va jishig geddyn foarst dy goll as geddyn markiaght son mee ayns barroose Robin Crellin. As va shen red gollrish kishtey, v'ou er smooinaghtyn bee, soie ayn.","... tired. And dad got had to go and get a ride for me in Robin Crellin's bus. And that was something like a box, you had thought to be, sitting in.",1730,1753,
WR,"She, va shen yn coach.","Yes, that was the coach.",1753,1755,
JK,Va'n shenn sleih gra barroosh.,The old people were saying 'barroosh'.,1755,1757,
DF,"Barroosh v'ad gra, nagh row.","Barroose' they were saying, were they not?",1757,1758.5,
JK,Barroosh v'ad gra son eh.,Barroosh' they were saying for it.,1757.8,1759.7,
DF,Oh dy jarroo ghooinney!,Oh indeed man!,1759.7,1760.7,
JK,She.,Yes.,1760.3,1761.3,
DF,Hmm. Cha nel yn lheid ayn nish.,Hmm. The like doesn't exist now.,1761.3,1766,
JK,As va shen ooilley yn red va roie voish Doolish dys Rhumsaa.,And that was the only thing that was running from Douglas to Ramsey.,1766,1773,
DF,Shen ooilley.,That's all.,1773,1774.5,
JK,"Va Bobbin, Bobbin as yn three cabbil echey. As fammanyn mooar liauyrey sheese dys y thalloo.","Bobbin, Bobbin and his three horses. And big long tails down to the ground.",1773.3,1783,
WC,Dy jarroo.,Indeed.,1782.5,1783.7,
JK,Cha's aym c'red va shen son edyr.,I don't know what that was for at all.,1783.5,1787,
WC,Oh bee ram Gailck goll ayns ny laghyn shen ghooinney!,Oh there will be lots of Manx going in those days man!,1787,1790.8,
JK,Ooilley Gailck bunnys.,All Manx nearly.,1790.7,1792.6,
DF,Ooilley Gailck row eh?,All Manx was it?,1792.6,1793.5,
JK,"Va, as v'eh cur er y deiney stroshey as feallee va abyl dy shooyl mie, my v'ou cheet dys yn bayr boayl v'eh goll noi, v'eh cur er ad shooyl dys y mullagh, as eisht v'ad goll er tra v'ad geddyn dys y mullagh as soie as y cassyn er cheumooie, er y mullagh echey. Cha row veg ayn as, va yiarn mygeayrt yn mullagh son dy cummal.","Yes, and he was making the strongest men and folks that were able to walk well, if you were coming to the road where it was steep, he was making them walk to the top, and then they were getting on when they were getting to the top and sit with feet outside, on the top of it. There was nothing but, iron around the top to hold.",1793.6,1830,
WC,Oh v'ad deiney creoi ayns ny laghyn shen ghooinney!,Oh they were hard men in those days man!,1834.5,1837.6,
JK,Oh shegin dy bee dooinney keoi.,Oh you had to be a wild man.,1837.1,1840.5,
WC,Shooyl ooilley.,All walking.,1840.5,1841.5,
JK,"Yn traa ren ad geddyn dys, bunnys dys Rhumsaa, er mullagh Slieau Lewaigue, v'ad ooilley currit ayns y, barroosh as v'ad goll sheese Slieau Lewaigue ayns trot vuc, dys y ?thoin?, dys yn traa ren ad geddyn dys Rhumsaa.","The time they got to, nearl to Ramsey, on the summit of Lewaigue Mountain, they were all put in, the coach and they were going down Lewaigue Mountain in a 'pig trot', to the bottom, until the time they got to Ramsey.",1841.4,1863,
WC,Dy jarroo!,Indeed!,1863,1864,
JK,"She as lurg shen, as va'n cairt as yn cabbyl as nane jeh'n shuyryn aym ayns Rhumsaa dy cur markiaght thie dooin. ","Yes and after that, and the cart and horse and one of my sisters in Ramsey to give us a ride home.",1864,1874.4,
WR,As ta shen yn laa ec jerrey.,And that's the day at an end.,1874.4,1876.1,
JK,As shen va'n laa harrish. She.,And that was the day over. Yes.,1876.1,1880.7,
WC,Oh v'eh ...,Oh it was ...,1880.7,1882,
