Speaker,Manx,English,SubStart,SubEnd,Notes
JK,"V'ad, daa vollad va'd bunnys ooilley, va peiagh ec, ec, ec cheu jeh'n, jeh'n trogh v'ad bwoalley ayn.","They were, two mallets they were nearly all, there was a person at, at, at the side of the trough they were threshing in.",1276.7,1286.2,
WR,"Hmm. As ta mee er clashtyn dy row mwyllin ayn son jannoo yn obbyr shen,",Hmm. And I have heard that there was a mill to do that work.,1286.2,1290.6,
JK,"Oh well, t'ad, v'ad jannoo lesh, well lesh err fer giarrey, oh va as, va bwoalley, va fer bwoalley ayns Jurby ayns, ayns croit, ayns err ...","Oh well, they are, they were doing with, well with err a fellow curting, oh there was and, there was threshing, there was a fellow threshing in Jurby in, in a croft, in err ...",1290.3,1310,
,,,,,
WR,"As c'red va ennym y dooinney shoh ec Summerhill? Yn dooinney shoh ec Summerhill, c'red va'n ennym echey?","And what was the name of this man at Summerhill? This man at Summerhill, what was his name?",1311.5,1320,
JK,Thomson.,Thomson.,1319.9,1320.7,
WR,Thomson?,Thomson?,1320.5,1321.5,
JK,Ta.,Yes.,1321.4,1322,
WR,Oh dy jarroo. Hmm.,Oh indeed. Hmm.,1322,1324,
JK,"Va, va, va mwyllin gobbyr lesh ushtey.",There was a mill working with water.,1324,1331,
WR,Oh mwyllin ushtey v'ayn?,Oh a water mill?,1331,1332.5,
JK,"Ta. As va ooilley yn sleih laccal, v'ad, v'eh cur kied dys ooilley yn sleih dy cheet dy bwoalley ayn.","Yes. And all the people wanted, they'd, he would give all the people permission to come and thresh there.",1332.5,1343.4,
WR,"Hmm, hmm. Row ad cheet veih foddey voish Skyll Andreays as Jurby? ","Hmm, hmm. Would they come from far away, from Andreas and Jurby?",1343.5,1348.5,
JK,Oh well v'ad cheet mygeayrt Jurby ooilley.,Oh well they'd all come from Jurby.,1348,1350.5,
WR,"Hmm, hmm.","Hmm, hmm.",1350.5,1352,
JK,Va ram conney gaase ayns Jurby ayns ny laghyn shen ghooinney.,There was lots of gorse growing in Jurby in those days man.,1352,1355.7,
WR,Ram conney.,Lots of gorse.,1355.7,1356.5,
JK,Va.,Yes.,1356.5,1357.1,
WR,"Hmm, hmm.","Hmm, hmm.",1357.1,1358.1,
JK,"Well, boayl eirinagh va keead acyr ayn, veagh freayll shey ny shiaght acyr son dy giarrey son dy lostey ...","Well, a hundred acre farm, would keep six or seven acres to cut for burning.",1358.1,1371,
WR,Row?,Were they?,1371,1372,
JK,... ayns y thie.,... in the home.,1372,1373.6,
WR,"Hmm. As v'ad, v'ad coyrt rhenniagh fo'n, fo'n ollagh.","And they'd, they'd put ferns under the, under the cattle.",1373.6,1378.3,
JK,Huh?,Huh?,1378.3,1378.8,
WR,"V'ad coyrt rhenniagh fo'n ollagh, cha row ad jannoo ymmyd jeh coonlagh.","They'd put ferns under the cattle, they wouldn't use straw.",1378.8,1383.1,
JK,Oh cha row monney coonlagh goll fo ad edyr.,Oh there wasn't much straw going under them at all.,1382,1387,
WR,Ooilley rhenniagh as stoo myr shen.,All ferns and stuff like that.,1387,1388.8,
JK,"Ta, skeabey dy chooilley laa.","Yes, sweeping every day.",1388.8,1393.2,
WR,Skeabey dy chooilley laa?,Sweeping every day?,1393.2,1394.5,
JK,Va.,Yes.,1394.4,1395,
WR,"Hmm, hmm, hmm. Nod oo ginsh dooin yn aght va'n chenn sleih troggal ny thieyn oc?","Hmm, hmm, hmm. Can you tell us how the old people would build their houses?",1395,1405,
JK,Troggal ny thieyn?,Build the houses?,1405,1406.6,
WR,"She, c'red v'ad jannoo ny boallaghyn jeh? Cray?","Yes, what were they making the walls out of? Clay?",1406.6,1411,
JK,Yn voallyn?,The walls?,1410.8,1411.8,
WR,She.,Yes.,1411.8,1412.8,
JK,"Oh v'ad jannoo, paart jeh'd v'ad jannoo, soddyn v'ad goaill mygeayrt yn thie, as cur ad er y vullagh er y cheilley. As eisht v'ad cur darragyn curree er y vullagh. ","Oh they'd make, some of them would make, sods they'd take around the house, and put them on top of each other. And then they'd put bog oak beams on the top.",1412.8,1429.4,
WR,Darragyn coonee? Curree?,Helping oaks? Bog oaks?,1429.4,1432.4,
JK,"She, darragyn curree.","Yes, bog oaks.",1430,1432.8,
WR,Darragyn voish yn Curragh?,Oaks from the Curragh?,1433,1433.9,
JK,Voish yn Curree aye voish yn Curraghyn.,From the Curragh aye from the Curraghs.,1433.9,1435.9,
WR,"She, hmm.","Yes, hmm.",1435.9,1437,
JK,V'ad cur shen er y vullagh mennick.,They'd put that on the roof often.,1437,1440.5,
WR,Dy mennick?,Often?,1440.5,1441.2,
JK,"Son va ram jeh ad goaill ram fuygh ayns y, ayns y dubbaghyn, ec yn traa shen.","For lots of them would take lots of wood in the, in the pools, at that time.",1441.2,1449.7,
WR,"Va, va.","Yes, yes.",1449.7,1450.7,
JK,Va'n paart jeh yn dubbaghyn lhome-lane darragyn.,Some of the pools were full up with bog oak.,1450.7,1455.4,
WR,Lhome-lane jeh?,Full up of it?,1455.4,1456.4,
JK,Va.,Yes.,1456.4,1457.6,
DF,Hmm.,Hmm.,1457,1458,
JK,As v'ad ...,And they were ...,1458,1459,
WR,As row eh fuygh mie?,And was it good wood?,1458,1460,
JK,Huh?,Huh?,1460,1460.7,
WR,Row eh fuygh mie?,Was it good wood?,1460.8,1462,
JK,"Oh v'eh fuygh mie, va.","Oh it was good wood, yes.",1462,1463.8,
WR,Hmm. Mie son troggal as mie son loshtey [sic].,Hmm. Good for building and good for burning.,1463.8,1466.8,
JK,"Va, err, tra v'eh chirrym v'eh mie son dy lostey.","Yes, err, when it was dry it was good for burning.",1466.8,1471.5,
WR,"She. Hmm. Va daa sorch dy darragyn ayn, nagh row?","Yes. Hmm. There were two types of bog oak/wood, weren't there?",1471.5,1475,
JK,Va.,Yes.,1475.2,1477,
WR,Hmm.,Hmm.,1477,1477.5,
JK,"Va err, va 'oak' err ...","There was, oak err ...",1477.5,1481,
WR,Darrag.,Oak.,1481,1482,
JK,Darrag as ...,Oak and ...,1482,1483.4,
WR,"As juys, fir.","And fir, fir.",1483.4,1484.8,
JK,Juys va. Va'n daa sorch shen ayn.,Fir yes. There were those two types.,1484.8,1489.5,
WR,Hmm. As c'red va'n stoo share?,Hmm. Good for building and good for burning.,1489.5,1492,
JK,Oh yn suys [sic].,Oh the fir.,1492,1495,
WR,Yn juys?,The fir?,1495,1496,
JK,She.,Yes.,1496,1496.6,
WR,She? Hmm.,Yes? Hmm.,1496.6,1497.8,
JK,The fir.,The fir.,1497.8,1499,
WR,Hmm. Vel shen ny share son loshtey [sic]?,Hmm. Is that better for burning?,1499,1501.2,
JK,"Oh va, oh goll-rish kainle, v'eh shen.","Oh yes, oh like a candle, that was.",1501.2,1505.2,
WR,"Goll-rish cainle, nagh ...","Like a candle, wasn't ...",1505.2,1506.2,
JK,"She, tra v'eh chirrym.","Yes, when it was dry.",1506.2,1507.6,
DF,Huh hmm.,Huh hmm.,1507.3,1508.2,
WR,Ram lossan jeh.,A lot of flame from it.,1508.2,1509.5,
JK,"As va'n, v'ad jannoo thieyn dy, dy, cray.","And the, they'd make houses of, of clay.",1509.5,1521,
WR,"Cray? She, v'ad ...","Clay? Yes, they'd ...",1521,1523.6,
JK,"V'ad goll dys, dys dubbey ayns y vagher, as goaill yn marl ass, as cur eh ayns y grian as jannoo eh chirrym, as eisht tra v'ad goll dy gobbyr v'ad ceau ushtey er as va shen ...","They'd go to the pool in the field, and take the marl out, and put it in the sun and make it dry, and then when they'd go to work they'd throw water on it and that was ...",1523.8,1543,
WR,Jannoo eh bog.,Making it soft.,1543,1544,
JK,"... jannoo eh bog ghooinney, as jannoo eh ooilley ayns peeshyn. V'eh ...","... making it soft man, and making it all in pieces. It was ...",1544,1548.8,
WR,Jannoo breekyn jeh?,Making bricks of it?,1548.8,1550,
JK,V'ad abyl gobbyr er shen ...,They were able to work on that ...,1550,1551.8,
DF,Hmm.,Hmm.,1551.8,1552.2,
JK,"... geiyrt er shen, lesh yn kiebbey.","... following that, with the spade.",1552.2,1555.2,
DF,Hmm.,Hmm.,1555.2,1555.7,
WR,As ny keayrtyn v'ad cur coonlagh ayns y cray.,And sometimes they'd put straw in the clay.,1555.7,1558.4,
JK,Huh?,Huh?,1558.4,1558.9,
WR,"Ny keayrtyn v'ad cur coonlagh ayns y cray, dy kiangley eh ry cheilley. V'ad cur coonlagh ayns y cray.","Sometimes they'd put straw in the hay, to bind it together. They'd put straw in the clay.",1558.9,1566.5,
JK,Coonlagh?,Straw?,1566.5,1567.2,
WR,She. Ta mee er n'akin shen.,Yes. I have seen that.,1567.2,1569,
JK,"Oh v'ad, v'ad cur coonlagh fud yn, yn marl.","Oh they were, they'd put straw mingled with the, the marl.",1569,1573.5,
WR,Fud yn marl.,Mingled with the marl.,1573.5,1574.3,
JK,Va.,Yes.,1574.3,1574.7,
WR,"She, she.","Yes, yes.",1574.7,1575.6,
JK,"Paart jeh ad v'ad giarrey ad, as paart elley v'ad cur ad harrish yn voall as giarrey yn red va harrish jeh.","Some of them they'd cut them, and others they'd put them over the wall and cur the thing that was over off.",1575.6,1585,
WR,She.,Yes.,1585,1586,
DF,Hmm.,Hmm.,1586,1587,
JK,"Oh va, v'ad cur coonlagh fud eh.","Oh yes, they'd put straw mingled with it.",1587,1589.9,
DF,Hmm.,Hmm.,1589.9,1590.4,
WR,"As my v'ad bunnys ec y traie, v'ad chaglym claghyn, veih'n ...","And if they were nearly at the beach, they would gather stones, from the ...",1590.4,1595,
JK,Huh?,Huh?,1595,1596,
WR,"My v'ad troggal yn thie, as as cha row ad feer foddey veih'n traie v'ad chaglym claghyn veih'n traie as troggal lesh adsyn.","If they were buiding a house, and and they were not very far from the beach they would gather stones from the beach and build with them.",1596,1605.2,
JK,"Oh, oh va v'ad, v'ad goaill, teiy yn claghyn ooilley son dy jannoo yn thie.","Oh, oh yes they would, they'd take, pick the stones all to make the house.",1605.4,1613,
DF,"Hmm, hmm, hmm.","Hmm, hmm, hmm.",1613,1616,
JK,As eisht v'ad cur marl fud ad.,And then they'd put marl mingled with them.,1616,1619.8,
WR,"Cur marl ful [sic] ad, fud ad, she, hmm, dy kiangley ad.","Put marl mingled with them, yes, hmm, to ?bind? them.",1619.8,1624,
DF,Hmm.,Hmm.,1624,1627,
JK,"As v'ad thoo harrish yn, yn darragyn as cur sugganeyn er ad as kiangley ad dys peggyn ayns y voall.","And they would thatch over the, the bog oak beams and put straw ropes on them and bind them to pegs in the wall.",1627,1639,
DF,Hmm.,Hmm.,1639,1639.5,
WR,As va'n thie jeant.,And the house was finished.,1639.7,1640.7,
JK,"As va'n thie jeant, va.","And the house was finished, yes.",1640.7,1642.8,
DF,Hmm.,Hmm.,1642.3,1643,
WR,Cha row shen costal monney noadyr.,That wouldn't cost much at all.,1643.5,1645.5,
JK,"Cha row ghooinney, v'ad ...","No man, they were ...",1645.5,1646.5,
DF,Hmm.,Hmm.,1646.5,1647,
JK,"... v'ad abyl jannoo thie, v'ad jannoo, va paart jeh ad jannoo thie son sleih voght ayns yn oie.","... they were able to make a house, they'd make, some of them would make a house for poor people in the night.",1647,1655.2,
WR,Ayns yn oie?,In the night?,1655.2,1656,
JK,Va.,Yes.,1656,1658,
WR,Shegin da ram jeu er ve gobbyr.,There must have been a lot of them working.,1658,1660,
JK,"She. Huh? Jannoo ad ayns, jeh'n sods.","Yes. Huh? Making them in, out of the sods.",1658.4,1662.2,
DF,"Hmm, hmm.","Hmm, hmm.",1662,1664.3,
JK,Goll-rish va'n cabbal magh ayns shoh jeant.,Like the chapel out here was made.,1664.4,1666.5,
DF,Hmm.,Hmm.,1666.5,1667,
JK,Va'n cabbal ooilley sods.,The chapel was all sods.,1667,1669.7,
DF,Hmm.,Hmm.,1669.7,1670.2,
WR,As row ad cur uinnagyn ayns ny boallaghyn? ,And would they put windows in the walls?,1670.2,1672.7,
DF,Huh?,Huh?,1672.7,1673.3,
WR,"Row ad cur uinnagyn ayns ny boalaghyn, row uinnagyn erbee ayn? Windows?",Would they put windows in the walls. were there any windows? Windows?,1673.3,1681.4,
JK,Oh va uinnagyn ayns ad ooilley.,Oh there were windows on them all.,1681.4,1683.8,
DF,Hmm.,Hmm.,1683.8,1684.3,
JK,"Va, fel ... feallee beg.","There were, little ones.",1684.3,1686,
WR,Feallee beg.,Little ones.,1686,1687,
JK,Ta.,Yes.,1687.1,1688,
DF,Hmm.,Hmm.,1688,1688.5,
JK,Cha row uinnagyn erbee mooar er ad edyr.,They weren't any big windows on them at all.,1688.5,1691.2,
WR,"Oh cha row, ",Oh no.,1691.2,1692,
DF,Hmm.,Hmm.,1692,1693,
WR,Fee ... feer veg ooilley.,Very small all of them.,1693.3,1694.8,
JK,"Ta. Err, cass, ny, daa cass ayns lhiurid.","Yes. A foot, or, two feet in length.",1694.8,1699.1,
DF,Hmm.,Hmm.,1699,1699.5,
WR,As ayns lheanid?,And in width?,1699.5,1701,
DF,"Hmm, hmm.","Hmm, hmm.",1701,1701.9,
JK,Red jus son yn grian dy shonney stiagh.,Just a thing for the sun to shine in.,1701.9,1705,
WR,Ta. Cha row ad cur magh monney soilshey.,Yes. They didn't give out much light.,1705,1708.2,
JK,"Cha row soilshey, cha row ad laccal monney soilshey ayns yn laghyn shen.","There wasn't light, they didn't want much light in those days.",1707.1,1712,
WR,Cha leah's va'n oie ayn v'ad goll dy lhie.,As soon as it was night they would go to bed.,1712,1714.2,
JK,"Oh va. Cha row veg soilshey ec ad ghooinney as yn shuin, as yn finneig jeh, goit jeh as roit trooid smarrey vuc, va shen ooilley yn soilshey.","Oh yes. They didn't have any light man, but the rush, and the pod, taken off it run through with pig fat, that was all the light.",1714.2,1729.5,
WR,"Oh, va shen soilshey moal.","Oh, that was poor light.",1729.5,1731.5,
DF,"Hmm, hmm.","Hmm, hmm.",1732,1734,
JK,"As v'ad, v'ad reih, v'ad, v'ad goaill yn, yn, ayns yn err, v'ad goaill yn crackan jeh'n shuin as jannoo yn lagaanyn [sic] son yn keyrrey. ","And, they'd, they'd choose, they'd, they'd take the, the, in the err, they'd take the skin off the rush and make the lankets for the sheep.",1734,1752,
DF,Hmm.,Hmm.,1752,1753,
WR,"Jannoo langeidyn, jeh?","Make lankets, of it?",1753,1754.4,
JK,"Lagaanyn [sic], lageidyn [sic], lagaanyn [sic].","Lankets, lankets, lankets.",1754.4,1757,
DF,Hmm.,Hmm.,1757,1757.8,
JK,Lankets.,Lankets.,1757.8,1758.5,
WR,"She. Uh hum, hmm.","Yes, Uh hum, hmm.",1758.5,1760.5,
WC,Ta.,Yes.,1759,1760,
?,[Coughs],[Coughs],1760.5,1763,
DF,"Hmm, hmm.","Hmm, hmm.",1762,1767,
JK,"As oh v'ad jannoo thieyn son sleih voght ayns yn oie va, as, veagh ad goll dy beagh ..., baghey ayn ayns gaa ny three dy laghyn.","And oh they'd make houses for poor people in the night they were, and they would go to live in it in two or three days.",1767,1780,
WR,Ayns ghaa ny three dy laghyn?,In two or three days?,1780,1781.3,
JK,Va.,Yes.,1781.3,1781.9,
DF,Hmm.,Hmm.,1781.8,1782.7,
WR,"Oh cha row ad, cha row ad, cha row ad feer foddey troggal thie eisht.","Oh they weren't, they weren't, they weren't very long building a house then.",1782.1,1786.5,
WC,"Ooilley, ooilley, uh ...","All, all, uh ...",1783,1785,
JK,"Cha row, v'ad ooilley chagloo [sic] voish mygeayrt, ghooinney, yn deiney, feallee aeg as va, fer cheet as bluckan suggane er y dreeym, as fer elley cheet as red dy choonlagh son thoo as, v'ad ooilley cur lesh red ennagh son fer va geddyn poosit. ","No, they would all gather from around, man, the men, young folks and a fellow would come with a ball of straw rope on his back, and another fellow came with some straw for thatch and, they'd all bring something for someone who was getting married.",1786.5,1808.8,
DF,Hmm.,Hmm.,1808.8,1809.8,
JK,"Shen y fa v'ad, v'eh jannoo yn thie son.",That's what they were making the house for.,1809.8,1812,
WR,"Oh v'ad naboonyn, naboonyn mie.",Oh they were good neighbours.,1812,1814,
JK,Va.,Yes.,1814,1815,
DF,"Hmm, hmm, hmm.","Hmm, hmm, hmm.",1815,1820,
WR,"Oh t'eh goaill, t'eh goaill foddey ny s'liurey nish na shen dy hroggal thie.","Oh it takes, it takes much longer now than that to build a house.",1821.5,1826,
JK,"Oh ta, t'eh goaill tammylt nish.","Oh yes, it takes a while now.",1826,1827.7,
WR,"Oh, tammylt, tammylt liauyr.","Oh, a while, a long while.",1827.7,1828.7,
JK,"Va keeadyn thie sod er y, er y ...","There were hundreds of sod houses in the, in the ...",1828.7,1835,
WR,Er y twoaie?,In the north?,1835,1835.8,
JK,Er y twoaie.,In the north.,1835.8,1836.8,
WR,Row?,Were there?,1836.8,1837.8,
JK,Va. Keeadyn jeh ad.,Yes. Hundreds of them.,1837.8,1839.8,
WR,"Oh ho. T'ad goan, goan dy liooar nish.","Oh. They are rare, pretty rare now.",1839.8,1842.1,
JK,"T'ad ooilley marroo nish my ta, t'ad ooilley marroo.","They are all dead now so they are, they are all dead.",1842.1,1845,
WC,Hum.,Hum.,1844,1844.5,
WR,Marrooit ass.,Dead and gone.,1845,1846,
JK,"Thieyn [?]voaid as yn thieyn sod, [coughs] t'ad ooilley ersooyl.","[?]turf houses and sod houses, they are all gone.",1846,1851.5,
DF,[?]Sea houses.,[?]Sea houses,1846,1847,
WC,Ta.,Yes.,1851.5,1852.5,
WR,Ta ny thieyn thooit hene bunnys ooilley ersooyl.,The thatched houses themselves are nearly all gone.,1853.2,1855.5,
JK,"Ta, bunnys ooilley.","Yes, nearly all.",1855.5,1858,
