English,Manx,Notes
"Goll as Gaccan, the weekly eclectic cultural show co-hosted by Phil Gawne and Simon Clarke, provides an entertaining mix of Manx language, culture and heritage content. The programme is aimed at a mainstream audience giving people an introduction to Manx Gaelic and hopefully encouraging them to learn more.","Ta Goll as Gaccan co-oastit liorish Phil Gawne as Simon Clarke as she claare cultooroil eclectagh t’ayn dagh shiaghtin ta cur magh mestey taitnyssagh dy chooishyn mychione y Ghaelg, cultoor as eiraght. Ta’n claare kiaddit dy chur da’n chooid vooar dy eaishteyderyn cadjin paart dy ’ys mychione y Ghaelg as dy ghreinnaghey ad, te jerkit, dy ynsaghey tooilley.",
"Kiaull as Cooish remains the only radio show delivered entirely in Manx, supporting both beginners and more fluent speakers by providing an opportunity to hear the language spoken in an informal and unrehearsed form outside of the classroom or conversational group.","She Kiaull as Cooish ta foast yn ynrican claare er y radio ta livreit dy bollagh ayns Gaelg, as eh cur cooney da toshiaghteyryn chammah’s loayrtee smoo flaaoil liorish cur daue caa cheumooie jeh’n çhamyr vrastyl ny possan coloayrtys dy chlashtyn y ghlare goll er loayrt er aght neuformoil as gyn cliaghtey rolaue.",
"Claare ny Gael and Shiaght Laa are also made available as podcasts, with an extensive online archive of past editions of each programme. Manx content of most of these programmes is also compiled in a weekly podcast, Abbyr Shen Reesht, available on Manx Radio’s website and also through tunein, Apple, Google and Spotify. Listeners can subscribe to download podcasts to their mobile. Other previously recorded material, such as ‘Abbyr Shen’ and ‘The American Inheritance’, has also been made available through the Manx Radio ‘hub’.","Ta Claare ny Gael as Shiaght Laa ry-gheddyn neesht myr podcastyn, as ta tashtey-recortys mooar er-linney dy chooid currit magh sy traa chaie son dagh claare. Ta’n chooid smoo jeh ny cooishyn Gaelgagh ayns ny claareyn shoh currit dy-cheilley ayns podcast shiaghtinoil, Abbyr Shen Reesht, ta ry-gheddyn er ynnyd-eggey Radio Vannin as trooid tunein, Apple, Google as Spotify. Foddee eaishteyderyn fo-screeu dy laadey neose podcastyn dys y chellvane shooylagh oc. Ta cooid elley va recortyssit sy traa chaie, lheid as ‘Abbyr Shen’ as ‘Yn Eiraght Americaanagh’, ry-gheddyn neesht er ‘mol’ Radio Vannin.",
"News items in Manx continue to be recorded and posted with a full transcript on Manx Radio’s website. Payment for these items is made on an occasional basis by Culture Vannin. Apart from those items appearing on the website at any one time, there is access to an extensive archive of past items.","Ta meeryn dy naight ayns Gaelg foast goll er recortyssey as postal marish slane mac-screeu er ynnyd-eggey Radio Vannin. Ta eeck jeant son ny meeryn shoh nish as reesht liorish Culture Vannin. Chammah’s ny meeryn noa ta ry-akin er yn ynnyd-eggey gagh laa, ta tashtey-recortys mooar dy henn veeryn dy naight ry-gheddyn neesht.",
"While programmes such as Claare ny Gael, Goll as Gaccan, Kiaull as Cooish, Shiaght Laa and Traa dy Liooar do not receive direct support from the Committee, the Committee is very supportive of these programmes and indeed supportive of any broadcaster who chooses to produce Manx Gaelic content and programming. The last year has seen a number of projects supported, with a particular emphasis on encouraging new participants to contribute to the production of material available for broadcast. The Committee has developed a library of loan equipment to facilitate greater community involvement and will continue to promote this.","Ga nagh vel claareyn goll rish Claare ny Gael, Goll as Gaccan, Kiaull as Cooish, Shiaght Laa as Traa dy Liooar geddyn cooney argidoil dy jeeragh veih’n Ving, ta’n Ving slane arryltagh dy chur cooney erbee elley oddys ee da ny claareyn shoh as, dy jarroo, da scaalheaneyder erbee vees reih dy yannoo cooid son claareyn Gaelgagh. Sy vlein chaie hooar kuse dy haleeyn cooney, y chooid smoo jeu va reiht dy ghreinnaghey ayrnee noa dy yannoo as dy chur cooid oddys ve scaalheanit. Ta’n Ving er chroo chaglym dy ghreieyn oddys ve eeasit liorish possanyn as sleih mastey yn theay dy chur daue caa smoo dy ghoaill ayrn ayns scaalheaney Gaelgagh as nee yn Ving gobbragh ny smoo dy chur y skeim shoh er y hoshiaght.",
Members of the Committee were pleased to support Isle of Man Government’s response to the visit of the Council of Europe’s Committee of Experts in February 2024.,Va olteynyn y Ving feer wooiagh dy chur nyn cordail da freggyrt hug Reiltys Vannin gys turrys Bing Tushtee Coonceil yn Oarpey ayns Toshiaght Arree 2024.,
RBV awarded to Adrian Corkill,RBV er ny chur da Adrian Corkill,
The Reih Bleeaney Vanannan cultural award for 2024 was awarded to Adrian Corkill for over three decades’ work on the maritime history of the Isle of Man.,Va’n aundyr cultooroil Reih Bleeaney Vanannan son 2024 currit da Adrian Corkill son ny smoo na 30 bleeaney dy obbyr er shennaghys marrey Ellan Vannin.,
"The Isle of Man knows it is a maritime nation, with all but one parish touching the coastline. Manx sailors and navigators have been prized for their skills for generations, and many ships and crews have been lost over the centuries with tragic consequences for the Island’s community.","Ta Ellan Vannin mie er enn myr ashoon ny marrey, as slyst ny marrey ec dy chooilley skeerey eck er-lhimmey jeh nane. Son sheelogheyn va mooar er ny hoiaghey jeh schleiyn shiaulteyryn Vannin, as va ymmodee lhongyn as skimmeeyn caillt car ny keeadyn-blein chaie lesh eiyrtyssyn agglagh son pobble yn Ellan.",
"Although most of the shipwrecks documented no longer have a physical trace on the seabed, the lives of over 3,000 people known to have been lost around the Isle of Man are not forgotten thanks to the diligent research of Adrian Corkill.","Ga nagh vel feanish erbee er-mayrn arragh er grunt ny marrey jeh’n chooid smoo dy lhongyn-brisht va recortyssit, cha nel bioys ny shlee na 3,000 dy leih ta fys ain dy row caillt mygeayrt Ellan Vannin jarroodit edyr booise da ronsaghey jeidjagh Adrian Corkill.",
Adrian’s work has effectively brought the stories of shipwrecks in Manx waters to the surface for everyone to discover.,Ta obbyr Adrian er aght fondagh er chur lesh skeealyn ny lhongyn-brisht ayns ushtaghyn Vannin dys yn eaghtyr reesht raad oddys dy chooilley pheiagh ad y gheddyn magh.,
"He learnt to SCUBA dive so that he could investigate the many sites around the Isle of Man, which led to the pioneering work of creating a database which includes information on ships that had been wrecked, and also those lost but without an identified wreck site.","Dynsee eh dy yannoo thummey-SCUBA dy voddagh eh ronsaghey ny ymmodee ynnydyn mygeayrt Mannin, as geiyrt er shoh she eshyn ren croo son y chied cheayrt stoyr-fysseree ta goaill stiagh fys mychione lhongyn va brisht, as myrgeddin adsyn va caillt agh nagh vel ynnyd lhong-vrisht enmyssit oc.",
"Over 2,000 historic shipwrecks are recorded in the database, with references and bibliography for each vessel.","Ta ny shlee na 2,000 lhongyn-brisht recortyssit ayns yn stoyr-fysseree, chammah as imraaghyn as rolley-lioar son dagh lhong.",
"His research has involved newspapers, port records, crew and shipping registers, insurance and court records, Admiralty archives and burial registers.","Ta’n ronsaghey echey er n’ghoaill stiagh pabyryn-naight, recortyssyn purtey, rollaghyn dy skimmeeyn as lhongyn, recortyssyn urryssaght as quaiyllagh, shenn recortyssyn yn Ard-marraght as rollaghyn oanluckee.",
The crew lists within the database are an invaluable source of information for family history researchers.,Ta ny rollaghyn skimmee ayns y stoyr-fysseree ny farrane erskyn leagh dy fysseree son ronseyderyn er shennaghys lught-thie.,
"The shipwrecks documented date from a Viking longship fleet lost off Peel in AD 1228, ships involved in the slave trade in the 1700s and 1800s, and the ship thought responsible for introducing longtails to the Calf of Man in 1781.","Ta’n stoyr-fysseree echey goaill stiagh ny chied lhongyn brisht ta recortyssit, flod dy lhongyn liauyr ny Loghlynnee va caillt mooie jeh Purt ny Hinshey ayns AD 1228, lhongyn elley va goaill ayrn ayns y dellal sleab ayns ny 1700yn as 1800yn, chammah’s y lhong ta sleih smooinaghtyn ren cur lesh roddanyn gys y Cholloo ayns 1781.",
"It extends to the herring fleet disaster off Douglas in 1787, and the loss of HMS Racehorse, which prompted the creation of the RNLI.","Ta’n stoyr-fysseree goaill stiagh neesht cragh y flod dy vaatyn skeddan mooie jeh Doolish ayns 1787, as coayl HMS Racehorse, ren greinnaghey sleih dy chur er bun yn RNLI.",
"Adrian’s research has all been on a voluntary basis and in his spare time. He is generous in sharing his research with others, through his publications, and to answer questions from anyone interested. In 2003, he published ‘Shipwrecks of the Isle of Man’ which looks at 85 wreck sites accessible to divers.","Ta Adrian er n’yannoo ooilley yn ronsaghey echey dy arryltagh as ayns y traa seyr echey hene. T’eh dy feoiltagh rheynn y ronsaghey echey marish sleih elley, trooid y chooid-hoilshit echey, as liorish cur freggyrt da feyshtyn voish peiagh erbee as sym oc er y chooish. Ayns 2003 hug eh magh y lioar ‘Lhongyn Brisht Ellan Vannin’ ta jeeaghyn er 85 ynnydyn lhongyn brisht ta foshlit da thummeyderyn.",
"Most significantly, in 2022, Adrian offered to transfer his research freely to the national collections cared for by Manx National Heritage, to be incorporated into the Isle of Man Historic Environment Record (IOMHER) database.","Ny sodjey na shen, ayns 2022, ren Adrian chebbal dy livrey harrish dy nastee y ronsaghey echey gys ny chaglymyn ashoonagh ta fo kiarail Eiraght Ashoonagh Vannin, dy ve jeant ny ayrn jeh stoyr-fysseree Recortys Shenn Chymmyltaght Ellan Vannin.",
Adrian’s research and dataset can now be accessed and searched by researchers worldwide at:,Foddee ronsaghey as sett-fysseree Adrian ve feddynit as ronsit liorish ronseyderyn feiy ny cruinney ec:,The web address is not present in the source text
"In the words of a nomination, “His enthusiasm for both the subject itself, and for encouraging and enabling people to discover the incredible variety of this aspect of the Island’s heritage, is both inspiring and infectious.”","Ayns focklyn un voylleyder, “Yn jeeanid echey son y chooish hene chammah as son greinnaghey as lhiggey da sleih geddyn magh y verchys yindyssagh jeh’n ayrn shoh jeh eiraght yn Ellan, ta shoh breeaghey ymmodee sleih elley dy ghoaill ayrn ayns lheid yn obbyr daue hene.”",
"Adrian Corkill’s research into the maritime history is one that tells so much of the story of the Isle of Man, and he hopes that this award raises the profile of this important subject.","Ta ronsaghey Adrian Corkill ayns shennaghys ny marrey jeh’n cheint shen ta ginsh dooin wheesh jeh skeeal Ellan Vannin, as t’eh treishteil dy jean yn aundyr shoh cur tastey smoo da’n chooish scanshoil shoh.",
It is most fitting that an award named after the sea god Manannan goes to someone who has spent so much time in the sea and working on the archives that it has inspired.,Te cooie dy liooar dy vel aundyr ta ennym y jee marrey Manannan er er ve currit da peiagh ennagh t’er cheau wheesh dy hraa ayns y cheayn as gobbraghey er ny shenn recortyssyn t’er ve breeaghit liorish.,
The fact that one of the shipwrecks documented led to the founding of the RNLI adds deep resonance to the 200th anniversary celebrations of the charity.,"Er y fa dy nee nane jeh ny lhongyn brisht sy stoyr-fysseree ren greinnaghey sleih dy chur er bun yn RNLI, ta shoh soilshaghey dooin scansh yn obbyr echey dy reayll ayns cooinaghtyn lheid ny drogh-haghyrtyn, er-lheh ayns y daa cheeadoo vlein jeh’n cheshaght-yiastyllagh shen.",
"The Reih Bleeaney Vanannan or Manannan’s Choice of the Year is the Isle of Man’s highest cultural honour, awarded by Culture Vannin, and decided by a selection panel which is made up of representatives from Yn Cheshaght Ghailckagh, Yn Chruinnaght, Manx National Heritage, IOM Arts Council and Culture Vannin itself.","She Reih Bleeaney Vanannan yn onnor cultooroil smoo ayns Mannin, onnor ta currit magh liorish Culture Vannin da peiagh ny possan ennagh reiht liorish bing er-lheh ta goaill stiagh ynnydee voish Yn Cheshaght Ghailckagh, Yn Chruinnaght, Eiraght Ashoonagh Vannin, Coonceil Ellynyn Ellan Vannin as Culture Vannin hene.",
"Adrian was presented with the medal at the ‘All at Sea’ exhibition at the House of Manannan, along with £500 prize money. He nominated Manx National Heritage for a further donation of £500 with the intention of supporting the database software that hosts the Maritime Section of Historic Environment Record.","Va’n medal stowit er Adrian ec y taishbynys ‘All at Sea’ ayns Thie Vanannan, chammah’s £500 dy argid-aundyr. Ren eh genmys Eiraght Ashoonagh Vannin myr fowder toyrtys sodjey jeh £500 lesh y chiarail dy bee eh ymmydit dy lhiasaghey cooid vog y stoyr-fysseree ta cummal Rheynn Varrey Recortys y Chenn Chymmyltaght.",
HOW TO CONNECT WITH US,Kys dy loayrt rooin,Back cover
"Culture Vannin is the trading name for the Manx Heritage Foundation, registered charity 333 in the Isle of Man","Ta Culture Vnnin ennym dellal Undinys Eiraght Vannin, sheshaght-yiastyllagh recortyssit 333 ayns Ellan Vannin.",
