Speaker,Manx,English,SubStart,SubEnd,Notes
JK,"Oh cha ren mee rieau fakin eh edyr, ta mee er fakin, ta mee er clashtyn eh geam ayns yn, ayns yn ...","Oh I didn't ever see him at all, I have seen, I have heard him calling in the, in the ...",1291.8,1299.8,
WC,Oh?,Oh?,1299.7,1300.5,
JK,... voggyn.,... bogs.,1300.5,1302.1,
WC,Mmm?,Mmm?,1302,1303,
JK,"Ayns dubbaghyn mooar, [coughs] as shuinyn gaase ayn as ...","In big pools, [coughs] with rushes growing in them and ...",1302.8,1309.6,
WC,Hmm?,Hmm?,1309,1310.5,
DF,Ayns ny Curraghyn?,In the Curraghs?,1309.5,1312.1,
JK,Ayns y Curraghyn.,In the Curraghs.,1312,1313.5,
DF,"She, she.","Yes, yes.",1313.2,1314.6,
TB,"V'ad goaill aggle, jeh'n, jeh'n Tarroo Ushtey.","They were scared of the, of the Water Bull.",1313.5,1317.5,
JK,"Oh va'n Tarroo Ushtey va feer mennick [?]gobbyr ayns feed, ayns keead blein voish nish.","Oh the Water Bull was very often [?]working twenty, a hundred years ago.",1317.5,1331.6,
WC,Ah.,Ah.,1330,1331,
JK,Va'n paitchyn rieau agglagh jeh yn Tarroo Ushtey.,The children were always afraid of the Water Bull.,1331,1336,
WC,Row?,Were they?,1335.5,1337.3,
JK,Oh va.,Oh yes.,1337,1338.5,
WC,Mmm.,Mmm.,1338,1339,
JK,"Tra va mee aeg cha row mee ventreil goll magh, dys, keek y dorrys v'ayn, ec yn oie.","When I was young I wasn't venturing out, to, a peek at the door it was, at night.",1339,1352,
WC,Mmm.,Mmm.,1352,1353,
JK,"Ta mee er clashtyn yn shenn sleih ginsh mygeayrt yn ferrishyn. Veagh ooilley yn shenn sleih chaglym together, cooidjagh ayns yn laghyn shen as v'ad ooilley tryal dy, quoi va abyl ginsh yn yarn ny share mygeayrt yn ferrishyn.","I have heard the old people tell about the fairies. All the old people would gather together, together in those days and they would all try to, who was able to tell the best yarn about the fairies.",1352,1381,
WC,Ahah.,Ahah.,1380.6,1381.8,
WR,As row ad ginsh mychione yn Buggane?,And were they telling about the Buggane?,1381.5,1386.6,
JK,"Oh va bugganeyn, v'ad fakin shen, goll er y bayryn as boaylyn.","Oh there were bugganes, they'd see that, going on the roads and places.",1386,1394,
WC,Mmm?,Mmm?,1394,1395,
JK,"Va un boayl ayns Skyll Andreays va dooinney goll, as cha row kione erbee er.","There was a place in Kirk Andreas a man was going, and he had no head.",1395,1402,
WR,Nagh row?,Did he not?,1402,1405,
WC,"Row reddyn ayn goll-rish yn moddee, moddee doo?","Were there things like dogs, black dogs?",1407,1412.4,
JK,Oh ayns Purt ny Hinshey?,Oh in Peel?,1412,1413.8,
WC,She.,Yes.,1412.6,1414.7,
JK,"Oh ayns y [?]phoyll? Cha ren mee rieau cla-, cha ren mee rieau fakin eh edyr, cha row mee monney ayns Purt ny Hinshey.","Oh in the [?]pool? I didn't ever hear-, I didn't ever see him it at all, I wasn't in Peel much.",1415,1424,
WC,"Cha row, cha row fer goll-rish, fer goll-rish shen ayns Balley Laghey ansh erbee.","There wasn't, there wasn't one like that in Ballaugh anyway.",1423.7,1430,
JK,Huh?,Huh?,1430,1431,
WC,Cha row fer goll-rish shen ayns Balley Laghey?,There wasn't one like that in Ballaugh?,1430.6,1434,
JK,Oh cha row agh deiney veg v'ayns Balley Laghey. ,Oh it was only little men (fairies) in Ballaugh.,1433.5,1437,
WC,Nagh row?,Were there not?,1436.4,1437.8,
JK,Ooilley deiney veg.,All little men.,1437.6,1440,
WC,"Ooilley deiney veg, row?","All little men, were they?",1440,1442.4,
JK,Va.,Yes.,1441.5,1442.5,
DF,Oh row?,Oh were there?,1442,1443.5,
WC,Hmm.,Hmm.,1442.6,1445,
DF,Ta ram reddyn quaagh my ta.,There are lots of strange things so there are.,1444,1447.5,
JK,Ta ram reddyn quaagh ayns y seihll.,There are lots of strange things in the world.,1447,1450,
WC,"Oh ta, ta dy jarroo.","Oh yes, yes indeed.",1450,1452.2,
DF,T'ad ayns shoh foast neesht.,They are here still too.,1451.2,1453.2,
JK,Vel ad?,Are they?,1453,1454,
DF,Oh.,Oh.,1453.5,1454.5,
JK,"Oh. Shen, well, ta, ta, ta ram jeh ad ta gaase shenn nish as ...","Oh. That's, well, yes, yes, a lot of them are growing old now and ...",1454.4,1459.1,
DF,Vel ad?,Are they?,1459.1,1460.3,
JK,... um marroo ta mee shein.,... um dead I suppose.,1459.5,1462,
DF,"Cha s'aym edyr, bee paart dy leih fakin reddyn quaagh foast.","I don't know at all, some people do see strange things still.",1462,1467,
JK,"Ta, bee, ta, paart jeh ad.","Yes, yes, yes, some of them.",1466,1468.7,
DF,Uh hum mmm.,Uh hum mmm.,1468.3,1471,
WR,V'ad ginsh dou ayns Skylley Breejey dy row ooilley ny ferrishyn ersooyl dys Nerin ayns tubbagyn.,They were telling me in Kirk Bride that all the fairies were off to Ireland in tubs.,1470.5,1479,
JK,Dy jarroo? Ayns tubbagyn?,Indeed? In tubs?,1478,1482,
WR,She ayns tubbagyn.,Yes in tubs.,1481.5,1483.7,
JK,"Ta, oh well ta'n ferrishyn, ferrishyn ayns Balley Laghey v'ad jannoo saaghyn beg jeh shuinyn.","Yes, oh well the fairies, fairies in Ballaugh they would make little boats of rushes.",1482.9,1491.4,
WR,As v'ad fe- ...,And they'd wea-,1485,1486.5,
WC,Row?,Would they?,1491.2,1492.9,
JK,Son dy goll thie.,To go home.,1492.4,1494.4,
WC,Row ad shiaulley feer foddey?,Were they sailing very far?,1494.2,1497.5,
JK,"V'ad err, v'ad cheet getlagh.","They were, err, they'd come flying.",1497,1501.5,
WC,Cheet getlagh.,Come flying.,1501.6,1503.7,
JK,"Son va fedjagyn ayns famman y cooat as fammanyn er y dreeym as fammanyn er y geaylin ec ad as, famman er y, famman yn breechyn as, as v'ad cur shen, cur yn fedjagyn ooilley ayns un boayl as va shen yn, yn shiaulley v'ad cur er y saagh dy goll thie.","Because there were feathers in the coat tail and tails on the back and tails on their shoulder, and a tail on the, on the breeches and, and they'd put that, put the feathers all in one place and that was the, the sail they'd put on the boat to go home.",1503,1529.5,
WC,Oh? Dy jarroo?,Oh? Indeed?,1529.2,1530.6,
JK,She. Oh va.,Yes. Oh it was.,1530.3,1533,
WC,V'ad coodit lesh clooie?,They were covered with downy feathers?,1532.7,1534.5,
JK,Va. ,Yes.,1534,1535.4,
WC,Hmm.,Hmm.,1536,1537.5,
JK,"Va'n thalhear, va'n fidder jannoo yn phlankyn jeh yn, jeh yn shuinyn as eisht va'n fidder, va'n thalhear cheet as giarrey ad, as v'ad jannoo yn saaghyn jeh ad.","The tailor, the weaver would make the planks from the, from the rushes and then the weaver, the tailor would come and cut them, and they'd make the boats out of them.",1537,1555.5,
WC,Row? Hmm.,Did they? Hmm.,1555.1,1559.9,
JK,Oh va shen cairagh dy liooar.,Oh that was right enough.,1559.9,1562.1,
WC,Mmm.,Mmm.,1562,1563,
JK,"Ta mee er ve loayrt da deiney va fakin ad jannoo ad as, as ooilley.","I have been speaking to men who'd see them make them, and all.",1563,1571,
WC,As quoi va'n dooinney shen?,And who was that man?,1570.5,1572.8,
JK,Huh?,Huh?,1572.3,1573.3,
WC,Quoi va'n dooinney shen?,And who was that man?,1572.9,1575,
JK,"Oh shenn dooinney, v'eh shenn dooinney, v'eh, shenn yn traa va mee phaitchey.","Oh an old man, he was an old man, he was, old when I was a child.",1575,1580,
WC,Vel?,Is he?,1580,1581.5,
WR,Row?,Was he?,1580,1581.5,
JK,Va.,Yes.,1581,1582.6,
DF,Hmm.,Hmm.,1582,1584,
WC,As v'ou gra dy bee margey elley cheet ec Balley Laghey dy gerrid.,And you were saying that another market will be coming at Ballaugh soon.,1583,1591.6,
JK,"Oh ta, son, son yn Ollick. My bee oo ...","Oh yes, for, for Christmas. If you will be ...",1591,1595.8,
WC,Son yn Ollick.,For Christmas.,1595,1596,
JK,"My bee oo bio son yn Ollick nee oo fakin eh geddyn yn sooillyn gless as, geddyn yn [?]thamman vuc as, cur [?]rubbyr harrish yn sooillyn ad harrish yn glessyn as nee oo fakin ad ooilley, gobbyr.","If you'll be alive for Christmas you'll see it getting the glass eyes and, getting the pig [???] and put [?]rubber over their eyes over the glasses and you will see them all, working.",1596,1615.5,
DF,Vel?,Is it?,1614.8,1615.6,
WC,Oh nee? Hmm.,Oh aye? Hmm.,1616,1618.2,
JK,Yn laa lurg yn laa Ollick.,The day after Christmas Day.,1619,1623,
WC,Yn laa lurg yn ...,The day after the ...,1622.5,1625.5,
DF,"Shenn laa yn Ollick, vel eh?","The Old Christmas Day, is it?",1622,1626,
JK,Huh?,Huh?,1626,1627,
DF,Shenn laa yn Ollick.,Old Christmas Day.,1626.5,1628,
JK,Shenn laa yn Ollick ,Old Christmas Day.,1627.7,1629.2,
WC,Ta.,Yes.,1628.4,1629.1,
WR,Nee?,Is it?,1628.9,1629.5,
JK,"She, shenn laa yn Ollick.","Yes, Old Christmas Day.",1629.3,1631.4,
DF,Hmm. Mmm.,Hmm. Mmm.,1630.6,1632.2,
WR,"Ta shenn laa yn Ollick, ren oo rieau goll magh ayns thie yn ollee dy akin yn ollagh gliooney?","Old Christmas Day is, did you ever go out in the cowhouse to see the cattle kneeling?",1631.5,1640,
JK,"Well ta mee er goll, ta, as dy jarroo ta red ennagh ayns eh, son t'ad jannoo feiyr.","Well I have gone, yes, and indeed there's something in it, for they make a noise.",1639.8,1652.4,
WC,T'ad jannoo feiyr.,They make noise.,1652,1653.7,
JK,Ta. ,Yes.,1653.3,1654.1,
WC,Vel oo er nakin ad gliooney?,Have you seen them kneeling?,1654.1,1658.4,
JK,"T'ad goll er y glioonyn as, as jannoo feiyr, as v'ou er smooinaghtyn va red ennagh ayns eh.","They go on the knees and, and make a noise, and you would thing that something was in it.",1658,1667,
WR,Hmm. Mm.,Hmm. Mm.,1666.5,1668,
WC,Red ennagh ayns eh.,Something in it.,1667,1670,
WR,Hmm.,Hmm.,1669,1670.4,
WC,T'eh kiart dy liooar.,It's correct enough.,1670,1671.8,
JK,"T'eh kiart, ta mee shein t'eh kiart dy liooar, shen.","It's correct, I suppose it's correct enough, that.",1671.5,1674.5,
WR,Ta.,Yes.,1674.3,1675.2,
WC,Row ooilley yn ollagh jannoo shen?,Were all the cattle doing that?,1675,1677,
JK,"Oh, yn feallee va harrish three blein.","Oh, the ones that were over three years.",1676.7,1681.6,
DF,Hmm.,Hmm.,1681,1682.5,
JK,"Shegin da ve harrish three blein, roish v'ad jannoo eh.","He has to be over three years, before they do it.",1682,1686.7,
DF,Hmm.,Hmm.,1685.2,1686,
WC,"Oh, shegin daue ve ny smoo na three blein.","Oh, they have to be more than three years.",1686.5,1689.5,
JK,She.,Yes.,1689.4,1690.3,
WC,As t'ad gra dy row ny shellanyn feiyral neesht.,And they say that the bees made noise too.,1693,1702,
JK,Shellanyn.,Bees.,1702,1703.2,
WC,Ta. ,Yes.,1702.7,1703.6,
JK,"Ta, v'ad gra shen.","Yes, they were saying that.",1703.5,1706,
DF,Hmm.,Hmm.,1705.3,1707,
WR,Ren oo rieau goll magh dy akin yn myrrh cheet ayns blaa?,Did you ever go out to see the myrrh come into bloom?,1706.2,1712,
JK,"Oh well, cha ren mee rieau goll magh edyr. Ren mee goll magh lesh nane aeg ny jees ayns, ayns y garey, dy fakin eh.","Oh well, I didn't ever go out at all. I went out with a young one or two in the, in the garden, to see it.",1711.6,1728,
DF,Hmm.,Hmm.,1727,1729,
JK,Cha row oo agh ayns shen nish.,You were there just now.,1728.7,1731,
WR,"Oh, ta shen kiart dy liooar neesht.","Oh, that's right enough too.",1731,1733.2,
JK,Shen kiart dy liooar.,That's right enough.,1732.9,1734.8,
WC,"Mmm, mmm. Ta feallee er y jiass er ve mooie myleeaney as honnick an [sic] as honnick ad ny duillagyn cheet, er y vyrrh.","Mmm, mmm. Folks in the south have been out this year and they saw the leaves coming, on the myrrh.",1734.6,1744.2,
JK,Dy jarroo?,Indeed?,1744,1745.3,
WR,Ren.,Yes.,1745,1746,
WC,Va shen ayns y pabyr-naight.,That was in the newspaper.,1745.8,1748,
JK,Ta. Oh ta shen cairagh dy liooar. [coughs],Yes. Oh that's right enough. [coughs],1747.5,1757,
WC,Hmm.,Hmm.,1756.5,1757.5,
JK,[coughs],[coughs],1757,1763,
DF,Oh ta ram reddyn quaagh ghooinney.,Oh there are lots of strange things man.,1763,1766,
WC,Ta.,Yes.,1766,1767.9,
JK,Ta ram reddyn quaagh.,There are lots of strange things.,1767.1,1769.8,
DF,"Row shiu rieau clashtyn err, red erbee mychione yn err, rehollys mooar yn cabbyl?","Were you ever hearing err, anything about the err, October Moon?",1769.6,1777,
JK,Hollys?,Light?,1776.7,1777.8,
DF,Rehollys mooar yn ouyr?,The Harvest Moon?,1777.6,1780,
JK,"Oh tollys mooar yn ouyr, cha ...","Oh the Harvest Moon, I ...",1779.8,1782.6,
DF,She.,Yes.,1782.2,1783.2,
JK,Sollys.,Light.,1782.9,1784.2,
DF,Sollys mooar yn ouyr.,The big light of the autumn (i.e. Harvest Moon.),1784,1785.2,
JK,Sollys.,Light.,1785,1786,
DF,Shen eh.,That's it.,1785.7,1787,
JK,She.,Yes.,1787,1788,
WC,"Row, ren shiu rieau clashtyn ...","Were, did you ever hear ...",1787.3,1791,
JK,Ta.,Yes.,1789.3,1790.3,
WC,... red erbee my-e-chione?,... anything about it?,1789.4,1791,
JK,"Ah well, ta mee clashtyn eh t'eh sollys mooar, ... shen ooilley ta mee er clashtyn mygeayrt eh.","Ah well, I hear it it's big light, ... that's all I have heard about it.",1790.8,1802.7,
WC,Hmm.,Hmm.,1802.4,1804,
DF,Hmm.,Hmm.,1802.4,1804,
,"As, ren shiu rieau clashtyn mychione yn sollys mooar cooyl cleigh?","And, did you ever hear about the November Moon?",1803,1811.7,
JK,"Ta, va shen nane lurg yn ...","Yes, that was one after the ...",1811.3,1817,
DF,"Lurg yn, yn rehollys yn ouyr? Ha?","After the, the Harvest Moon? Ha?",1817,1820.2,
JK,"She, yn hollys yn ...","Yes, the (moon)light of the ...",1820,1822,
DF,Lurg sollys yn ouyr.,After the light of the autumn. (I.e. Harvest Moon),1820.6,1823.3,
JK,"She, shen eh.","Yes, that's it.",1823,1824.5,
DF,She. ,Yes.,1824.5,1826,
WR,As eisht ta sollys mooar ny gabbil.,And then the October Moon.,1825.5,1829.2,
JK,Sollys mooar ny gabbyl?,The great light of the horses?,1828.6,1831.1,
WR,She.,Yes.,1830.7,1833,
DF,She.,Yes.,1830.7,1833,
JK,C'red va shen?,What was that?,1832,1834.6,
WR,"Ogh ta shen sollys elley. Cha s'aym cre'n traa jeh'n vlein ta err ta shen cheet rish, agh ta shen fer elley.","Oh that's another light. I'm not sure what time of year that err appears, but that's another one.",1834.1,1843.7,
JK,She. Oh cha ren mee rieau clashtyn shen [?]edyr.,Yes. Oh I didn't [?]ever hear that.,1843.4,1849.8,
WC,Mmm.,Mmm.,1849.7,1850.4,
JK,"Err, foddee t'eh jarroodit aym neesht.","Err, maybe I've forgotten it too.",1850,1857.5,
DF,V'ad gra dy row ram reddyn quaagh goll er ec y traa shen neesht.,They were saying that lots of strange things were going on at that time too.,1857,1862.2,
JK,"Oh, va, ram reddyn quaagh.","Oh, yes, lots of strange things.",1862,1864.2,
DF,"V'ad gra dy row cabbyl err, dy row ferrishyn markiaght er cabbil harrish yn aer as, as erm, harrish ny cleighyn, ny cleighyn.","They were saying that a horse was err, that fairies were riding over the air and, and erm, over the hedgebanks, the hedgebanks.",1864,1876.9,
JK,"V'eh, va, v'ad, ta mee er clashtyn shen neesht. ","He was, yes, they were, I have heard that too.",1876.4,1880.2,
WC,"T'ou uss er clashtyn shen, vel?","You've heard that, have you?",1880,1883,
JK,Ta. ,Yes.,1881.2,1883,
DF,"Ta, as t'eh, ta ooilley ny, ny, ny cabbil geddyn boirit as ooilley yn ollagh ayns yn thie-ollee t'ad geddyn boirit as t'ad laccal geddyn mooie ayns, ayns ny vagheryn.","Yes, and it its, all the, the, the horses get worried and all the cattle in the cowhouse they get worried and they want to get out in, in the fields.",1883,1897.6,
JK,"Oh shen yn, shen yn fa ta mee paa, ta.","Oh that's the, that's why I was thirsty, yes.",1897,1902,
DF,Ta.,Yes.,1902,1904,
WC,"As ta mee er clashtyn tra va'n shenn deiney goll dys yn eeastagh, v'ad cur far-enmyn er yn, ny, ny beishtyn. As v'ad gra fer yn, yn cleaysh liauyr son yn conning, as yn mwaagh. Ren shiu rieau clashtyn shen roïe?","And I have heard when the old men were going to the fishing, they'd give nicknames to the, the animals. And they'd say ""the fellow with the long ear"" for the rabbit, and the hare. Did you ever hear that before?",1905,1930,
DF,Yn scraberagh son yn kayt.,"""The scratcher"" for the cat.",1929.5,1933,
JK,Cre?,What?,1933,1934,
DF,"Tra va ny, tra va ny shenn eeasteyryn er y keayn, cha row ad lowit dy loayrt mychione err, err ...","When the, the old fishermen were on the sea, they were not allowed to talk about err, err ...",1933,1943.4,
WC,Ny beishtyn.,The animals.,1943,1944.02,
DF,... ny beishtyn.,... the animals.,1944,1946,
JK,"Ta mish kiart, t'ou uss kiart, ta mee er clashtyn ram mygeayrt shen.","I'm correct, you're correct, I have heard a lot about that.",1946,1951.6,
DF,She.,Yes.,1951.4,1952.5,
WC,Vel?,Have you?,1951.4,1952.5,
JK,Ta.,Yes.,1952.3,1953.5,
DF,Vel oo cooinnaghtyn red erbee my-e-chione?,Do you remember anything about it?,1953.4,1956.4,
JK,"Well cha row veg as, v'ad, va'n mainshter geddyn keoie jeh ad, my v'ad loayrt mygeayrt reddyn myr shen.","Well there was only, they were, the master would getting mad with them, if they were talking about things like that.",1956,1969.2,
WC,Hmm.,Hmm.,1969,1970,
WR,She.,Yes.,1969.5,1971,
JK,Cha row ad lowal eh.,They wouldn't allow it.,1971,1974,
WC,Tra v'ad er y keayn?,When they were at sea?,1976,1978,
JK,Er y keayn.,At sea.,1978,1979.7,
WC,She.,Yes.,1979.5,1980.1,
DF,Mmm.,Mmm.,1980.1,1981,
JK,[coughs],[coughs],1981,1982,
WC,Mmm.,Mmm.,1982,1983,
DF,"As cha row ad, cha row ad lowit err, feddan, jannoo feddan.","And they weren't, they weren't allowed err, a whistle, to do a whistle.",1983,1989,
JK,Cha row ad ...?,They weren't ...?,1991,1993,
WR,Cha row ad lowit jannoo feddan son va shen troggal yn geay.,They weren't allowed to whistle for that raised the wind.,1994,1997.6,
DF,Va shen troggal yn geay tra v'ad feddan.,That was raising the wind when they whistled.,1997.6,2001,
?,(unclear) as as toiggal ...,"(unclear) and and understand ,,,",2001.3,2002.5,
JK,"Oh va, va, va, va, va. Cha row ad ...","Oh yes, yes, yes, yes, yes. They weren't ...",2001,2005.5,
WR,"As tra, tra v'ad gee yn scaddan, cha row ad lowit chyndaa yn scaddan.","And when, when they'd eat the herring, they weren't allowed to turn over the herring.",2005.5,2010,
JK,"As gee eh, er yn un cheu jeh.",And eat it on the same side of it.,2011,2015,
DF,As ...,And ...,2012,2013,
WR,Ta.,Yes.,2015,2016,
DF,Ta.,Yes.,2015,2016,
DF,"Son, ta shen cowrey jeh'n baatey goll bun-ry-skyn,","Because, that's a sign of the boat going upsidedown.",2016,2020.3,
JK,She.,Yes.,2020,2021,
DF,T'ou toiggal.,You understand.,2020.2,2022,
JK,Bun-ry-skyn.,Upsidedown.,2021.4,2023.1,
WC,Ta.,Yes.,2022.5,2023.6,
WR,Ta.,Yes.,2023.4,2025,
DF,"Oh va ram reddyn, reddyn oc ghooinney.","Oh they had lots of things, things, man.",2024,2028,
JK,"Va, va ram reddyn quaagh ec ad.","Yes, they had lots of strange things.",2028,2031.2,
DF,Va.,Yes.,2031,2032,
JK,"Va shenn fer goll dys y eeastagh as cha row ad geddyn monney ayns shiaghtin as v'eh, va daa skillin currit da [coughs] shenn [?]Thom y [?]Vock v'ad gra. [coughs]","There was an old fellow going to the fishing and they weren't getting much in a week and he was, two shilling was given to him [coughs] old [?] Thom y [?]Vock they were saying. [coughs].",2032,2054,
DF,"As tra v'ad er y keayn v'ad, v'ad genmys yn ...","And when they were at sea they were, they'd call the ...",2055,2059,
JK,As ...,And ...,2057.5,2059,
DF,"... v'ad genmys yn eayst yn ""Benrein ny hoie"".","... they'd call the moon the ""Queen of the night"".",2059,2064,
JK,Ben?,Woman?,2065,2066,
DF,Benrein ny hoie.,Queen of the night.,2065.8,2067.8,
JK,Benrein ny hoie.,Queen of the night.,2067,2069.5,
DF,Ta. Tra v'ad er y keayn. Ny eeasteyryn.,Yes. When they were at sea. The fishermen.,2069,2075,
JK,"Well ta shin [?]gan dy geddyn daa skillin son dy geddyn, dy goll dys thie Charlie Chalse, ayns Skyll Andreays. As err, er y raad thie ren eh geddyn paa as ren eh goll stiagh ayns y thie-oast as giu yn, as ren eh giu skillin jeh. As, yn traa v'eh thie ren eh goll as giarrey paart dy reddyn ass y vayr vooar as cur ee ayns phabyr as kiangley ad as goll er dys Purt ny Hinshey as yn traa v'eh goll dys Purt ny Hinshey ren eh gusal yn skillin echey as ren eh cur yn reddyn shoh ayns y garey hene [belch] as ren ad ceau ad harrish yn [belch] yn dreeyminyn as ren ad geddyn scaddan dy liooar.","Well we are [???] to get two shilling to get, to go to Charlie Chalse's house, in Kirk Andreas. And err, on the way home he got thirsty and he went into an inn and drank the, he drank a shilling of it. And, when he was home he went to cut some things out of the main road and put it in paper and bind them and go on to Peel and when he was going to Peel he used his shilling and he put these things in his own garden [belch] and they threw them over the [belch] their backs and they got plenty of herring.",2076,2143.4,
WC,Ren?,Did they?,2143,2144,
JK,"As, err, cha row Charlie Chalse laccalit son v'eh, v'eh ""bitten"" dy ve giarrey ass y bayr vooar. As err ...","And, err, Charlie Chalse wasn't wanted because he was ""bitten"" (arrested?) to be cutting out of the main road. And err ...",2147,2161,
WC,Va shen cur lesh aigh vie dy liooar.,That brought plenty of good luck.,2159.5,2162,
JK,As ren eh cur lesh [?]rouyr mooar son ad.,And he brought a great amount for them.,2162,2167,
WC,Hmm. Hmm. Hmmm.,Hmm. Hmm. Hmmm.,2167,2174,
,,,,,
WC,Ren oo rieau fakin ny guillyn bane goll mygeayrt er yn Ollick?,Did you ever see the white boys going around at Christmas?,2180,2185.5,
JK,"Oh ta, she, oh ta, cha nel ad shen feer foddey, jeh'n raad foast.","Oh yes, yes, oh yes, those aren't very far from the road yet.",2185.3,2194.1,
WC,Nagh vel?,Aren't they?,2193.5,2195,
JK,Cha nel. [coughs],No. [coughs],2195,2197,
WC,Row oo goll maroo oo hene?,Were you going with them yourself?,2197,2199,
JK,Cha ren mee rieau goll mar-ad [sic] edyr.,I didn't ever go with them at all.,2199,2202.7,
WC,V'ad ...,They were ...,2202,2203,
JK,Va mee jannoo yn skynnaghyn son ad dy goll dys y caggey.,I was making the knives for them to go to battle.,2203,2207,
DF,Ren?,Did you?,2207,2208,
WC,Ren?,Did you?,2207,2208,
WR,Cre'n caggey va shen?,Which battle was that?,2208,2209.7,
JK,"Oh, caggey v'ad jannoo, goll mygeayrt.","Oh, a battle they'd do, going around.",2209,2213,
DF,Hmm.,Hmm.,2213,2215,
WR,Tra v'ad cloie?,When they were playing?,2214.5,2215.7,
JK,Tra v'ad cloie yn ...,When they were playing the ...,2215.5,2218,
DF,Mmm mmm.,Mmm mmm.,2218,2219.5,
WR,Yn fer-lhee ayn.,The doctor was in it.,2219,2220.8,
JK,"Va, va shey ny shiaght-jeig feallee aeg mygeayrt, as ren mee jannoo fer y peesh son ad ooilley.","Yes, six or seventeen young folks were about, and I made one each for them all.",2220.5,2229,
WR,"Cre v'ad jeant jeh, fuygh?","What were they made of, wood?",2229,2231,
JK,"Ta, as ...","Yes, and ...",2229.2,2230.5,
JK,"Oh err, ass yiarn.","Oh err, out of iron.",2231,2234,
WC,Ass yiarn neesht?,Out of iron too?,2233.5,2235,
?,[laughs],[laughs],2234.5,2237,
JK,"As yn traa va'n ... harrish, ren ad chaglym red goll-rish shey ny shiaght phunt.","And when the ... was over, they collected something like six or seven pound.",2237,2245.5,
WR,Shey ny shiaght punt?,Six or seven pound?,2245.5,2247,
JK,"As ren ad ooilley cheet, un oie as [?]pundeil dy spirit bane ec ad, as cur eh soie er y voayrd dom.","And they all came, one night with a [?]bottle of white spirit (whisky?), and they set it on the table for me.",2247,2263,pundeil/bundeil = boteil?
WR,"Slane, slane [?]pundeil!","A whole, a whole [?]bottle!",2263,2265,
DF,[laughs],[laughs],2263,2264,
JK,She as ta mee shein va shiaght jeh ad.,Yes and I suppose there were seven of them.,2265,2269.2,
DF,Hmm.,Hmm.,2265.8,2267,
DF,"Hmm, hmm.","Hmm, hmm.",2269,2272,
WC,As ren oo giu ooilley yn [?]pundeil?,And did you drink all the [?]bottle?,2272,2274,
JK,Oh ren mee cur [?]paart dys sleih va cheet dys y thie. Cha row mee rieau son giu monney mee hene.,Oh I gave [?]some to the people who were coming to the house. I was never for drinking much myself.,2274,2287,
DF,Hmm.,Hmm.,2280,2282,
WC,Cha ren?,You didn't'?,2287,2288,
WR,Cha row?,You weren't?,2287.3,2288,
JK,"Cha row mish. Va mee geddyn lesh feallee elley, ren mee goll trooid err, ren mee goll dys Rhumsaa as cha row mee goll stiagh, dys thie-oast, [?]un laa.","I wasn't. I was getting with other folks, I went through err, I went to Ramsey and I wasn't going in, to an inn (not) [?]one day.",2287.3,2303,
WC,Hmm. V'ou shooyl dys Rhumsaa row?,Hmm. You were walking to Ramsey were you?,2303,2307,
JK,"Shooyl dys Rhumsaa, va mee shooyl dys Rhumsaa as thie, v'eh shiaght meeilley, as va mee, va mee jannoo eh, yn traa va mish kiare feed blein dy eash, ayns lieh-laa.","Walking to Ramsey, I was walking to Ramsey and home, it was seven miles, and I was, I was doing it, when I was eighty years old, in half a day.",2307,2326,
WC,Dy jarroo ghooinney. Hmm.,Indeed man. Hmm.,2326,2330.7,
JK,Va.,Yes.,2330.4,2331.2,
WC,Va shen shooyl mie.,That was a good walk.,2331,2335,
JK,Cha nel ad shooyl nish ghooinney.,They don't walk now man.,2335,2337,
DF,Cha nel.,No.,2336.8,2338,
WC,Cha nel. T'ad ooilley laccal markiaght nish.,No. They all want a ride now.,2336.8,2340,
JK,"Agh, peiagh, va mee, ren eh cheet dy [?]bee [?]dty [?]vummig briaght nane jeh'n jishigyn son dy goll boayl erbee v'ad gra, cha nel y cabbyl yiarn ...","But, a person, I was, he became [?]your [?]mum asking one of the dads to go anywhere they were saying, the iron horse (i.e. train) isn't ...",2339,2351,
WR,Roie?,Running?,2352,2353,
JK,... v'ad ... son roie.,... they were ... for running.,2351,2355,
WR,"Huh, hmm.","Huh, hmm.",2354.5,2357,
JK,Cha jargym goll.,I can't go.,2357,2359,
WR,"Hmm, she.","Hmm, yes.",2358.5,2360,
DF,Hmm.,Hmm.,2360,2361.2,
WC,Cha jarg ad goll mannagh vel ad markiagh.,They can't go if they don't ride.,2361.2,2364,
JK,Cha jarg ad nish edyr.,They can't now at all.,2364,2365.5,
DF,Hmm.,Hmm.,2365.5,2367,
WR,Hmm.,Hmm.,2365.5,2367,
WC,Oh t'ad ooilley ro litcheragh nish ghooinney.,Oh they're all too lazy now man.,2367,2371.5,
JK,Well cha s'aym nee litcheragh ny c'red t'eh.,Well I don't know if it's lazy or what it is.,2371.5,2374.5,
WR,[laughs],[laughs],2374,2376,
DF,Hmm.,Hmm.,2376,2377,
WC,Oh t'eh jeeaghyn myr shen ansh erbee.,Oh it looks like that anyway.,2376.5,2378.6,
JK,As t'ad gobbyr t'ad son gobbyr foast ghooinney goll-rish v'ad ayns shenn laghyn.,And they work they can still work man like they were in the old days.,2377.6,2383.5,
WC,Vel?,Can they?,2383.5,2384.4,
WR,"Hmm, hmm.","Hmm, hmm.",2384.2,2385,
