Manx,English,Notes,,,
"Ta ny shenn tosheeyioarree livrey ny slattyn oc da’n Chiannoort, as ta’n chied vriw loo ny feallagh noa stiagh.","The six old coroners deliver their rods to the Governor, and the first Deemster swears the new coroners in. ",,,,
"Eisht ta dy chooilley hoshiagh-jioarey gliooney sheese roish yn Chiannoort, as goaill yn tlat echey veih laueyn yn Chiannoort.","Then every coroner kneels down before the Governor, and takes his rod (wand) from the hands of the Governor. ",,,,
Ta toshiagh jioarey Glenfaba lhaih ny slattyssyn ayns Gaelg.,The coroner of Glenfaba reads the laws in Manx.,,,,
CABDIL V,CHAPTER V,,,,
OOASHLEY-NY-GREINEY AS OOASHLEY YN-EAYST,SUN AND MOON WORSHIP,,,,
,,,,,
"VA Sauin ny Bel Sauin yn jee syrjey jeh ny Gaeljee. Haink ny Gaeljee voish Asia, as yn vun fockle “Sauin” haink veih “saue” as “an,” as v’ad dy ve toiggit “kiarkyl yn ghrian.” ","SAUIN or Baal Sauin was the chief god of the Gauls. The Gauls came from Asia, and the root of the word “Sauin” came from “saue” and “an,” and they are to be understood as “Circle of the Sun.” ",,,,
Cha row ad booiagh genmys yn ennym echey (Bel Sauin) as ren ad genmys ee yn ghrian. ,"They were not willing to name his name (Baal Sauin), and they called it the Sun. ",,,,
,,,,,
Va’n ennym echey myr yn annym echey.,His name was as his soul.,,,,
"V’ad smooinaghtyn dy row eh persoon, son dooyrt ad “t’ee girree,” as “t’ee goll dy lhie.”","They thought it was a person, for they said “she gets up”  and “she goes to bed.” *",,,,
,* The sun is feminine in Manx.,,,,
"Tra va ny baatyn “ec yn skeddan” er y Vaie Vooar, v’ad genmys yn voayl v’ee girree “Cronk yn Irree Laa.”","When the boats were “at the herrings”+  on the Big Bay, they called the place where it rose the “Hill of the Rising Day.”",,,,
,+ At the herring-fishing.,,,,
"Cha row ny Gaeljee fo varrynys ayn, son dy chooilley smooinaght ta shin goaill as dy chooilley red ta shin jannoo ta shin ayns lhiastynys da’n ghrian.","The Gauls were not under a mistake, for every thought we take and every thing we do, we owe to the sun.",,,,
,,,,,
Ta’n irriney jeh shen dy ve fakinit ayns shoh.,The truth of that is to be seen in this. ,,,,
"Myr ta dooinney tayrit ayns ceau sniaghtee, mannagh jinnagh eh cummal shooyl, nee eh coayl yn vhioyr jeh cassyn as laueyn, as hig eh dy chadley, as cha jean eh dy bragh doostey arragh.","If a man be caught in a fall of snow, if he would not keep walking, he will lose the power (feeling) of his feet and hands, and he will come to sleep, and he will never wake any more.",,,,
Cha jean eh smooinaght ny gleashagh.,He will not think or move.,,,,
Cha beagh red erbee bio er y theill dy bee dy vel chiass cheet voish yn ghrian.,There would not be anything alive on the world but for the heat coming from the sun.,,,,
"Cha ren ny Hewnyn credjal ayris yn irree-seose jeh ny merriu derrey lurg daue va er ve ayns cappeys, as ren ad gynsagh eh ayns shen voish irree ny ghreiney. ","The Jews did not believe in the resurrection of the dead until after they had been in captivity, and they learned it there from the rising of the sun.",,,,
"Ren yn ghrian girree seose voish fo halloo ayns yn shiar, as hie ee sheese ayns yn sheear.","The sun rose up from under the ground in the east, and went down in the west. ",,,,
"Cha row ad shickyr nee yn chenn ghrian hairik seose reesht, ny grian noa cheet seose dy chooilley laa, agh hie ad dy chur ooashley j'ee yn chied red ‘sy voghrey, tra ren yn ghriari girree, as t’ad jannoo shen foast ayns yn cheer shen.","They were not sure that it was the old sun that came up again, or a new sun coming up every day, but they went to worship her the first thing in the morning when the sun rose, and they do that yet in that country.",,,,
"Ren ny Hewnyn smooinaghtyn dy row yn theill rea goll-rish claare, as va ardjyn er, as va’n thalloo chaglit cooidjagh ayns yn un voayl, as va’n ushtey fo, as fo’n ushtey yn diunid gyn kione.","The Jews thought the world was flat like a dish, and there were points (ends) on it, and the land was gathered together in one place, and the water was under it, and under the water the depth without end (abyss). ",,,,
"Va slane eaghtyr y thalloo coodit harrish lesh yn aer ny niau, myr coodagh claare, as ayns yn aer va currit yn ghrian, yn eayst, as ny rollageyn, dy chur soilshey, dy reill yn laa as yn oie.","The whole surface of the earth was covered over with the air or heaven as a dish-cover, and in the air were put the sun, the moon, and the stars to give light, to rule the day and the night. ",,,,
Va ny ushtaghyn erskyn yn aer va er ny scarrey veih ny ushtaghyn fo’n aer. ,The waters above the air were divided from the waters under the air. ,,,,
"Va uinnagyn ayns yn aer, as tra va’d foshlit ren niaghey cheet sheese.","There were windows in the air, and when they were opened the rain came down. ",,,,
"Va’d smooinaghtyn dy voddagh ad troggal toor dy roshtyn seose gys niau, as va’d smooinaghtyn dy voddagh aaraghyn roshtyn seose myrgeddin.","They thought they could build a tower to reach up to heaven, and they thought that ladders could reach up also.",,,,
"V’ad genmys yn toor “Babel,” ta shen “yn ghiat jeh ny jeeghyn.” Ta’n vun fockle “Baal” t’eh mainshter, ny chiarn, ny fer s’lajer, as va dagh cheer as va Baal echey da hene.","They called the tower ""Babel,"" that is ""the Gate of the Gods."" The root of the word ""Baal ""is master, or lord, or strongest one, and each country had its own ""Baal.""",,,,
"Cha row ad dy yannoo caslys erbee jeh’n Chiarn jee, ny caslys jeh red erbee ayns niau heose, ny er yn thalloo wass, ny jeh red erbee fo’n ushtey.","They were not to make any image of the Lord God, nor the likeness of anything in heaven above, or on the earth beneath, or of anything under the water.",,,,
"Va ooilley aile cheet voish yn ghrian, as ayns shenn hraaghyn v’ad cliaghtey loshtey ny kirp jeh ny merriu dy chur kied da ny spyrrydyn dy gholl reesht gys yn ghrian.","All fire comes from the sun, and in old times they used to burn the bodies of the dead to allow the spirits to ‘go back again to the sun.",,,,
"Beign da sleih er ve ooashlaghey yn eayst as myrgeddin yn ghrian, son cha bliak lhieu fakin yn eayst noa son yn chied hraa trooid gless.","People must have worshipped the moon and also the sun, for they did not like to look at the new moon for the first time through glass ",,,,
"Va’d booiagh argid ve oc ayns nyn phoggaidyn, as dy hyndaa yn argid lesh nyn laueyn ayns ny poggaidyn oc, as jannoo yeearree dy gheddyn palchey argid, as ta’n cliaghtey shen oc ec y traa t’ayn.",". They were pleased to have money in their pockets, and to turn the money with their hands in their pockets, and wish to get plenty of money, and they have that custom at the present time. ",,,,
"Harragh ad magh ass y thie son nagh vaik ad yn eayst noa trooid gless, as ta mee er chlashtyn sleih gra tra yin-nagh ad fakin ee, “Bannit dy row yn eayst noa, as bannit dy row mish.”","They would come out of the house that they might not see the new moon through glass, and I have heard people say when they would see it, “Blessed be the new moon, and blessed be me.”",,,,
"Va’d smooinaghtyn tra va sleih goll ass nyn geeayl dy row eh kyndagh rish yn eayst, as ren ad myrgeddin smooinaghtyn dy row ad dy mennick ny smessey ec caghlaa yn eayst.","They thought that when people went out of their senses it was owing to the moon, and they thought also that they were often worse at the change of the moon. ",,,,
"Va’d smooinaghtyn dy row ooilley mraane fo phooar yn eayst, as va’n earish as ny tidaghyn fo.","They thought that all women were under the power (influence) of the moon, and that the weather and tides were under it.",,,,
"Ta chibbyr ushtey ayns Ballalhionney ayns Bradda, enmyssit Chibbyr Bolthane, as ta’n ushtey eck mie son sleih ching.","There is a well of water at Ballalhionney in Bradda, called Chibbyr Bolthane (“Baal’s Well,” or the “Well of the Ditch”), and its water is good for sick people. ",,,,
"T’ee er mullagh yn Abbey, ayns lhiattee jiass Baie Fleshwick.","It is at the top of the Abbey, on the south side of Fleshwick Bay. ",,,,
"Ta cronnag combaasit runt mygeayrt lesh claghyn, boayl va’d cur ooashley da’n ghrian ayns shen.","The cairn is surrounded (round about) with stones, a place where they worshipped the sun.",,,,
"Ta Cronk yn Irree Laa shiar jeh mullagh yn Abbey, yn voayl ta’n ghrian girree.","Cronk yn Irree Laa (“Hill of the Rising Day”) is east of the top of the Abbey, the place where the sun rises. ",,,,
Tra va’n ghrian girree va’d cur ooashley j’ee.,When the sun rose they worshipped her.,,,,
"Ta cronnag elley cheu-mooie, boayl te smooinit va’d geiyrt yn maase, dy reayll ad voish assee er son yn vlein shen.","There is another cairn outside, a place (to which) it is thought they drove the cattle, to keep them from harm for that year.",,,,
CABDIL VI,CHAPTER VI,,,,
YN OUYR,THE HARVEST,,,,
"VA’N ennym er jee arroo Lug, ny Luan, as va’n feailley echey freaylt er Laa Lhuanys.","THE name of the corn god was “Lug,” or “Luan,” and his feast was kept on Lammas Day. ",,,,
"Dy yannoo yn thalloo ny sassey dy chuir rass as dy vuinn yn arroo, ve rheynnit ayns immyr aghyn, red beg smoo na daa stundayrt, as yn chied hreagh ren yn cheeaght jannoo va enmyssit yn foshley, ny “bai,” as yn chreagh s’jerree va enmyssit yn “chlash.”","To make the land easier to sow seed and to reap the corn, it was divided into butts, a little more than two yards, and the first furrow the plough made was called the opening, or “bye,” and the last furrow was called the “clash.”",,,,
"Va shoh jannoo eh n’sassey dy chuir, son nagh beagh balkyn erbee jeant.","This made it easier to sow, for there would not be any “misses.”",,,,
"“Ny jean balk jeh thalloo mie,” va shenn raa-cadjin.",“Do not make a miss of good ground” was an old common saying.,,,,
"Tra va mheil veayneeyn goll stiagh ayns y vagher, va daa veaynee er dagh immyr, as yn chied er, ny reih beaynee, va enmyssit yn “furriman,” as yn fer s’jerree va er y ghart.","When a band of reapers went into the field, there were two reapers on each butt, and the first man, or best reaper, was called the “furriman,” and the last one was on the “gart.”",,,,
"Va dagh beaynee as corran echey, as lurg da v’eh er ghiarrey lane-doarn dy arroo, ren eh cur cront er nyn ghing, as myr shen jannoo queeyllagh, as eisht hug eh yn wheeyllagh er y thalloo, as cur beamyn jeh’n arroo er yn wheeyllagh derrey veagh dy liooar echey dy yannoo bunney.","Each reaper had a sickle, and after he had cut a handful of corn, he put a knot on their heads, and thus made a band, and then he put the band on the ground, and put handfuls of corn on the band until there would be enough at him (he had enough) to make a sheaf. ",,,,
Tra veagh shen ve jeant yinnagh eh jannoo queeyllagh elley.,When. that would be done he would make another band.,,,,
"Veagh pyagh elley cheet geiyrt orroo, as kiangley ny bunneeyn, as eisht soiaghey seose ny bunneeyn ayns sthook.","Another person would come after them, and tie the sheaves, and then set up the sheaves in a stook.",,,,
My yogh yn ghart trooid yn oght echey hoshiaght roish yn furriman v’eh grait dy chur losh da’n furriman.,"If the “gart” would get through his portion first before the “furriman,” he was said to give a “ blow” to the “furriman.”",,,,
"Ayns mean yn astyr veagh ad geddyn pynt dy lhune, ny bainney as arran as eeym, as va shen enmyssit “mrastyr beg.”","In the middle of the afternoon they would get a pint of ale, or milk and bread and butter, and it was called the “little dinner.”",,,,
"Tra va’n arroo ooilley giarrit, va’n meer s’jerree currit lesh thie, as ny cassyn chianglt as feeit, as ve freaylt son oural gys Jee yn Arroo.","When the corn was all cut, the last piece was carried home, and the stalks tied and plaited, and it was kept for an offering to the Corn God. ",,,,
Ve enmyssit “yn vheillea.”,It was called the “mheillea.”,,,,
"Hie yn vheil dy veayneeyn thie, as chur jeu eaddagh obbree, as eisht chur orroo yn eaddagh share, dy heet gys shibber ny mheillea.","The band of reapers went home, and put off their working clothes, and then put on better clothing, to come to the supper of the “mheillea”. ",,,,
"Lurg shibber veagh daunsin, as viol cloieder oc dy reayll traa rish yn daunsin.","After supper there would be dancing, and a fiddler at them (they would have a fiddler) to keep time with the dancing.",,,,
"Tra va’n laad s’jerree currit lesh thie, v’eh enmyssit “sthook y brimmin,” as my va ghaa ny three dy chartyn ayns y vagher cooidjagh veagh ad streeu rish y cheilley quoi veagh hoshiaght, er yn oyr nagh row ad laikal ve enmyssit yn sthook y brimmin.","When the last load was brought home it was called the ""stook of brimmin,"" and if there weie two or three carts in the field together they would strive with one another which would be first, because they did not like to be called the "" stook of brimmin."" ",,,,
"Va drogh haghyrt ayns yn streeu shoh gys dooinney aeg ren tuittym jeh kart as brishey eh shleeast echey tra v’eh geiyrt tessen clash, va shoh yn oyr dooys dy ve fer lhee.",It was an accident in this strife to a young man who fell off a cart and broke his leg when he was driving across a clash that was the cause of my being a doctor.,,,,
"Ren eh tuittym jeh’n chart tra ve anmagh er yn astyr, as v’eh currit lesh thie, as ren mee soiaghey yn chraue.","He fell off the cart when it was late in the afternoon, and he was carried home, and I set the bone. ",,,,
"Laa ny vairagh hie mee son yn charrey ayms Illiam Clugaish, yn Strang, fer dy hoiagh craueyn jeh foaynoo mooar.","On the morrow I went for my friend William Clucas, The Strang, a bonesetter of great repute.",,,,
"Ren eh cur coyrle da my yishig dy chur mee gys Hospital Guy, Lunnon, as hie mee yn un chiaghtyn as va’n dooinney aeg son geddyn ass y lhiabbee.","He advised my father to send me to Guy’s Hospital, London, and I went the same week that the young man was for getting out of bed.",,,,
"Ren yn sleih goll er yn chied ghoonaght  jeh’n ouyr, ny yn chied laa jeh’n chied vee jeh’n ouyr, dy yannoo lhiasaghey da Lug, ny Luanys, jee yn arroo.","People went on the first Sunday of harvest, or on the first day of the first month of harvest, to make an offering to Lug or Luan, the Corn God.",,,,
"Hie ad gys Baroole, yn clieau syrjey, dy hymsagh banganyn dy choinney freaie as berrishyn freoaghane-ghorrym.","They went to Baroole, the highest mountain, to gather branches of heather and bilberries.",,,,
"Ta’d shooyl gys Baroole foast dy gheddyn ny berrishyn, agh nagh vel fys oc cre hon aght ta’d jannoo eh.","They walk to Baroole still to get the berries, but they do not know what for (why) they do it.",,,,
CABDIL VII,CHAPTER VII,,,,
SHIBBER BURT BAATEY,THE BOAT SUPPER,,,,
Ren mee taghyrt dy akin sheshaght baatey lurg shibber burt baatey ayns y vlein hoght cheead yeig queig jeig as daeed. ,I HAPPENED to see a crew (boat’s company) after the crew’s supper in the year eighteen hundred and fifty-five.,,,,
Va’n chibber goit ayns thie mainshter y vaatey. ,The supper was taken in the house of the master of the boat. ,,,,
"Va’n ennym echey “Thomase Joss,’ as va’n ennym y vaatey “Swan.”","His name was "" homas Joss,"" and the name of the boat was the"" Swan.""",,,,
"V’ad rheynn ny ayrnyn, as failley cheshaght son y nah vlein. ","They were dividing the shares, and hiring the crew for the next year.",,,,
"Ec lhiattee y thie va magher faiyr, as va ec yn cheshaght meer dy snaie, stoandey, as maidjey raue. ","At the side of the house was a field of grass, and the crew had a piece of nets, a barrel, and an oar.",,,,
Hug yn vainshter y vaidjey ayns loob ayns y chleigh dy stiurey. ,The master put the oar in a hollow in the hedge to steer.,,,,
"Hie daa ghooinney harrish y chleigh, as va’n snaie currit harrish y chleigh.","Two men went over the hedge, and the nets were put over the hedge.",,,,
"Hooar yn daa ghooinney holt jeh’n snaie, as hug ad lhieu eh magh ayns y vagher choud as harragh eh. ","The two men took hold of the net, and carried it out in the field as far as it could go.",,,,
"Va daa ghooinney er y dreeym, as fer ec y lint, as va fer elley ceau ny mollagyn magh.","Two men were on the back, and one on the lint, and another was casting out the buoys.",,,,
"Roish ghow ad toshiaght dy chuir yn snaie, v‘ad taggloo mysh y shiaulley hug y ghrunt skeddan. ","Before they had begun to shoot out the net, they were talking about the sailing to the herring ground.",,,,
Dooyrt Johnny Dan dy row ee goll dy moal. ,Johnny Dan said that she was going slowly.,,,,
“Ta partan er y thoyn eck jiu ta mee credjal.”,"“There is a crab on her bottom to-day, I believe.”",,,,
“Te ro leah dy chuir.” ,“It is too soon to shoot.”,,,,
"“Te traa dy liooar,” dooyrt fer elley. ","“It is time enough,” said another.",,,,
“Cha vel y ghrian dy lhie foast.”,“The sun is not down yet.”,,,,
“Foddym fakin ingin my ordaag foast.”*,“I can see the nail on my thumb yet.”,,,,
"* Cha row yn lieen dy ve cuirt, choud as yinnagh doo inney fakin ingin yn ordaag echey, tra va’n roih echey sheeynt magh.",* The nets were not to be sown (shot) as long as a man could see the nail of his thumb when his arm was stretched out (at arm’s length).,,,,
"“Nish, my ghuillyn, lhig dooin goaill burt, as chuir.”","“Now, my boys, let us take a berth, and shoot.” (the nets).",,,,
"“Ta mee booiagh,” dooyrt fer, ","“I am willing,” said one, ",,,,
"“As ta mee booiagh,” dooyrt fer elley.","“And I am willing,” said another.",,,,
“Ta caslys mie ain.” ,“We have a good sign.”,,,,
“Naik shiu yn pherkyn?” ,“Did you see the porpoise ?”,,,,
“Honnick.” ,“I saw him.”,,,,
"“R’ou prowal ayns shen, buy?” ","“Were you proving there, boy?”",,,,
"“Va, buy.” ",“I was.”,,,,
“Dob ad snaue.”,“They refuse[ed] to mesh.”,,,,
“Quoid t’ou cur ass y piyr ?”,“How much art thou pulling out of the pair?”,,,,
“Mysh keead.”,“About a hundred.”,,,,
"Lurg tammylt dyllee y vainshter da fer elley, “R’ou prowal y nah cheayrt?”","After a while the master called to another man, ""Were you proving a second time?""",,,,
"“Va, buy.”","“I was, boy.”",,,,
“Ren ad gobbal snaue.” ,“They are refusing to mesh.”,,,,
"Dooyrt fer elley, “Te kiart cha mie dooin prowal reesht.”","Another said, “It is quite as well for us to prove again.”",,,,
“Ta skeddan dy liooar ayns shoh.”,“There is herring enough here.”,,,,
“Lhig dooin craa as cur magh reesht ee son oor.”,“Let us shake and put it out again for an hour.”,,,,
"Lurg jee ve oor cuirt, “Te kiart cha mie dy chur er boayrd. Te jeeaghyn quaagh,” as va’n snaie ooilley er y tedd, as hug shin claghyn pohll er y snaie.","After it had been shot for an hour : “It is quite as well to put on board ; it is looking wild,” and the net was all on the ropes and we put pole stones on the net.""",,,,
“Te sheidey feer creoi.” ,“It is blowing very hard.”,,,,
“Lhig dooin cur seose y chron.” ,“Let us put up the mast.”,,,,
“Chion sheet y lug dy chummal yn chione eck hug y cheayn.” ,“Tighten the lug sheet to keep her head to the sea.”,,,,
"“Cur shiu shiaull hug y chron dy tappee, ta’n cheayn roie feer trome.” ",“Put the sail to the mast quickly ; the sea is running very heavily.”,,,,
"As yn chied red chiangle shin three reefyn ayns y shiaull mean, as hie shin gys purt. ","And the first thing we tied three reefs in the mainsail, and went for the port. ",,,,
"Tra va shin goll cheayll shin eam, “Ta dooinney harrish boayrd.” ","When we were going we heard a shout, “There is a man overboard.”",,,,
“Baatey ! Baatey!” ,“A boat! A boat!”,,,,
“Graih Yee.” ,“Love of God.” [God’s sake.],,,,
“Beem’s baiht.” ,“I shall be drowned.”,,,,
“Cur magh yn yawl.” ,“Put out the yawl.”,,,,
“Jean siyr! Jean siyr!” ,“Make haste ! Make haste !”,,,,
“Bee oo roud.”,“Thou wilt be too long.”,,,,
“C’raad t’eh?” “C’raad t’eshyn?”,“Where is he ?”  “Where is he ?”,,,,
“Ta mee fakin eh.”,“I see him.”,,,,
“C’raad ta’n chlip?”,“Where is the boat-hook ?”,,,,
“Ceau coyrd huggey.”,“Throw a rope to him.”,,,,
“Vel eh echey?”,“Has he it ?” ,,,,
“Vel eh er n’gheddyn eh?”,“Has he got it?”,,,,
“Ceau mollag huggey.”,“Throw a buoy to him.”,,,,
“T’eh goll sheese y nah cheayrt.”,“He is going down a second time.”,,,,
“T’eh aym. T’eh aym.”,“I have him. I have him.”,,,,
“T’eh ayns shoh.”,“Here he is.”,,,,
“Tayr holt er folt y ching.”,“Catch hold of him by the hair of the head.”,,,,
“Greim eh er y wannal.”,“Grip him by the neck.”,,,,
“Cum shickyr eh.”,“Hold him sure.”,,,,
“Trog eh er boayrd.”,“Lift him on board.”,,,,
“Chyndaa eh er e ghreeym.”,“Turn him on his back.”,,,,
"“Cur eh tessen y stoandey, as lhig da’n ushtey roie ass.”","“Put him across on the barrel, and allow the water to run out.”",,,,
“Vel yn ennal ayn?”,“Is the breath in him?”,,,,
“T’eh lieh-varroo.”,“He is half dead.”,,,,
“Vel eh tayrn ennal?”,“Is he breathing?”,,,,
“T’eh cheet huggey.”,“He is coming to.”,,,,
“T’eh tayrn ennal.”,“He breathes.”,,,,
“Cha n’aggle da foast.”,“There is no fear of him yet.”,,,,
“T’eh cheet my-laue.”,“He is recovering.”,,,,
“Ta’n chooid smessey harrish.”,“The worst is past.”,,,,
“V’eh bunnys baiht.”,“He was almost drowned.”,,,,
“S’faggys v’eh da baase.”,“He was near death.”,,,,
“Cha bee dooinney baiht my t’eh dy ve crighit.”,“A man will not be drowned if he is to be hanged.”,,,,
“Lhig dooin goll as goaill jough y dorrys.”,"“Let us go and take the ‘ jough y dorrys’ (drink at the door, stirrup cup).”",,,,
Te ooilley dy mie ta cur jerrey dy mie.,All is well that ends well.,,,,
Cha naik mee rieau jannoo cloie ayns thie cloie cha mie ayns my vioys. ,I never saw acting in a play-house as good in my life. ,,,,
Ve cloie firrinagh Gaeljee.,It was a true Celtic play.,,,,
CABDIL VIII,CHAPTER VIII,,,,
CLIAGHTYN BENTYN RISH POOSEY AS BAASE,CUSTOMS CONNECTED WITH MARRIAGE AND DEATH,,,,
VA’N oie roish y vannish va cayrnyn sheidit fud ny hoie. ,THE night before a wedding horns were blown during the night.,,,,
"Haink sheshaght yn ven-phoosee voish yn thie eck as yn dooinney poosee voish yn thie echeysyn, as va’d dy mernick goll dagh raad gys y cheeill derrey yinnagh ad meeiteil y cheilley, as eisht craa laueyn as croymmey nyn ghing.","The bride’s party came from her house, and the bridegroom from his house, and they often went each a different road to the church until they would meet one another, and then shake hands, and bow their heads.",,,,
,,,,,
"Hie yn ven-phoosee marish yn vraar eck, ny fer faggys mooinj erys j'ee gys y cheeill, as y dooinney-poosee marish y chuyr echey myr va lheid echey, ny yn chinney sniessey.","The bride went with her brother, or nearest relation, to the church, and the bridegroom with his sister, if the like was at him (if he had one), or the nearest of kin.",,,,
Paart dy cheayrtyn veagh queig jeig ny feed gigyn. ,Sometimes there would be fifteen or twenty gigs. ,,,,
Va’n feallagh va ayns ny gigyn imneagh dy yeeaghyn jeh ny cabbil oc.,Persons in the gigs would be anxious (desirous) of showing off their horses.,,,,
"Ny vud ny labreeyri va fainey dy mennick yeeassit son yn laa, as paart dy cheayrtyn veagh ad jannoo ymmyd jeh ogher dorrys y cheeill. ","Among the labouring people the ring was often lent for the day, and sometimes they would use the key of the church door.",,,,
,,,,,
"Ta mee er chlashtyn jeh fainey va yeeassit son poosey as caillit, as feddynit lane bleeantyn lurg shen. ","I have heard of a ring that was lent for a marriage and lost, and found many years after.",,,,
"Cha row eh coontit aigh vie dy choayl yn fainey, ny lhiggey da tuittym er yn thalloo.","It was not considered good luck to lose the ring, or let it fall on the ground.",,,,
"Ayns shenn hraaghyn haink sleih hug yn vannish er dreeym cabbil, as paart  dy keayrtyn veagh whilleen as three feed cabbil. ","In old times people came to the wedding on horseback, and sometimes there would be as many as sixty horses.",,,,
"Va ny shelleeyn[2] Manninee feer veg, as ren ad ymmyd jeh pollanyn jeant jeh eaddagh as coonlagh er nyn ghreeymyn.","The Manx ponies were very small, and they used a pack-saddle made of cloth and straw on their backs. ","[2] shelleeyn] — evidently ‘ponies’, for which [garranyn] would be expected. Perhaps related to SG [sealtaidhan] ‘shelties’, ‘Highland ponies’, or Irish [sealtannaigh] ‘Shetland ponies’?",,,
Ny keayrtyn veagh yn ven phoosee soie chooyl yn dooinney poosee er yn phollan.,Sometimes the bride would sit behind the bridegroom on the pack-saddle.,,,,
Tra va’n poosey harrish ren ad lhiggey thie cha tappee as oddagh ad gys thie yn ven phoosee.,When the wedding was over they galloped home as quickly as they could to the bride’s house. ,,,,
"Quoi roshtagh gys y thie hoshiaght v’ad dy mennick eabey quoi yinnagh tayrtyn braag feayshtey jeh’n ven phoosee, ny yn chryss ghlioon eck, tra v’ee goll stiagh ayns y thie.","Who(ever) would reach the house first would often try who would catch the slipper off the bride, or her garter, when she was going into the house.",,,,
"Va paart dy soddag banshey brisht ayns meeryn veggey, as skeaylt harrish kione yn yen phoosee tra v’ee gentreil y thie cheet voish y cheeill.","A portion of the wedding cake was broken in little pieces, and scattered over the head of the bride when she was entering the house coming from the church.",,,,
"Va’n viol cloieder coontit kiart wheesh as va’n saggyrt, as hooar eh yn unnysup. ","The fiddler was valued just as much as the parson was, and he got the "" deserving "" (what he deserved *) ",,,,
,* I.e. his fee.,,,,
"Va daunsin freaylt seose gys oor anmagh, as va paichey lhune da dy chooilley nane.","Dancing was kept up until a late hour, and there was plenty of ale for every one.",,,,
"My va’n chuyr saa poost roish y chuyr shinney, va’n chuyr shinney dy ghaunsey ayns trie oashyryn. ","If a younger sister was married before an elder one, the elder sister had to dance in her “stocking feet” (with her slippers taken off). ",,,,
"Tra va ny goaldee goll thie eç yn oie va’n oashyr jeh cass chiare jeh’n yen phoosee currit trooid yri uinnag, as yn yen aeg nagh row poost yinnagh tayrtyn ee va coontit yn nah nane dy ve poost. ","When the guests were going home at night the stocking of the left foot of the bride was put through the window, and the young woman that was unmarried who would catch it was reckoned the next one to be married. ",,,,
"Va meer jeh soddag vanshey currit trooid yn fainey, as currit da ny ’neenyn aegey as ny guillyn aegey dy chur fo ny clooiesagyn oc dy yeeaghyn jinnagh ad fakin ny graihderyn ayns ashlish.","A piece Of the wedding cake was put through the ring and given to the young girls and the young boys to put under their pillows, to see would they see their lovers in a dream.",,,,
Va ben ainshter H—— poost ayns eaddagh varkee dimmity vane. ,Mistress H—— was married in a riding habit of white “dimity.”,,,,
"Va shenn yen seyr ginsh dou tra v’ee ny lhiannoo v’ee ec bannish, as venphoosee veih Glion Sulby, as va’n dooinney poosee veih Jurby.","An old lady told me that when she was a child she was at a wedding, and the bride was from Sulby Glen, and the bridegroom from Jurby.",,,,
"Va mysh keead goaldagh ayn, deiney, mraane, as paitchyn, paart er dreem cabbil, paart ayns gigyn, as paart elley ayns kartyn, as v’ad lhiggey gunnaghyn ooilley yn raad gys yn cheeill.","There were about one hundred guests, men, women, and children, some on horseback, some in gigs, some others in carts, and they were firing guns all the way to the church.",,,,
"Va’d cummal ad ny keayrtyn lesh tedd tessen yn raad, dy chur orroo geeck leagh, red va cadjin ec bannish.","They kept them sometimes with a rope across the road, to make them pay a reward (a footing), a thing common at a wedding.",,,,
"Va stoandey dy lhune currit er mullagh y chleigh cheu-mooie jeh’n thie, da sleih nagh row ec y vannish.","A barrel of ale was put on the top of a hedge outside of the house, for the people who were not at the wedding.",,,,
"My yinnagh dooinney tranlasse noi  ennaghtyn dy leih liorish brishey poosey, va’d dy mennick goaill yn leigh ayns ny laueyn oc hene.","If a man would offend against public opinion by committing adultery, they would often take the law into their own hands.",,,,
"Ta cooinaght aym er dooinney enmyssit “—— yn Ollick,” jeh Beemakem.","I remember a man who was called ""—— the Christmas,"" of Beemakem. ",,,,
"Haink mysh jeih as feed ny daeed dooinney geiyrt er gys Ballanorris, er laa feailey.","About thirty or forty men came after him to Ballanorris, on a holiday.",,,,
"Ren ad goaill giat jeh ny jeushanyn, as cur eh er y vullagh, as hug ad lesh yn yiat lesh eshyn er y vullagh gys thie y yen echey. ","They took a gate off the hinges, and they put him on the top of it, and they brought the gate with him on the top to the house of his wife.",,,,
"Va’d gyllagh, as kiaulleeagh, as gyllagh far-enmyn da, as briaght jeh c’red v’eh er ve jannoo.","They were shouting, and singing, and calling him nicknames, and asking what he had been doing. ",,,,
"Va’n eaddagh echey raipit, as v’eh bunnys rooisht, roish hooar eh thie hug yn yen echey. ","His clothes were torn, and he was almost naked before he got home to his wife.",,,,
Va paart jeu bwoailley eh lesh maidjyn. Eisht hie ad ooilley gys yn thie oast dy gheddyn lhune harrish. ,Some of them were beating him with sticks. Then they all went to the tavern to get ale over it.,,,,
"Red va dooinney ny jees agglagh adhene dy yannoo, cha row ad agglagh tra va’d ooilley cooidjagh.","A thing that one or two men were themselves afraid to do, they were not afraid when they were all together. ",,,,
"Ve enmyssit “Cur dooinney er y stang.” Va’n stang lorg liauyr, va sleih va jannoo tranlaase currit dy varkiagh, er cabbyl fuygh, as eisht v’ad kippit er yn lorg. ","They called it ""putting a man on the stang.""The stang was a long pole on which people who transgressed were put to ride, on a wooden horse, and then they were whipped on the pole.",,,,
"Ayns yn traa shoh va giat jeant ymmyd jeh, er yn oyr dy row mooarane deiney son shassoo fo dy chur lesh yn dooiney thie. ","On this occasion a gate was used, because many men could stand under it to bring the man home.",,,,
