English,Manx,Notes
"An early adopter of technology, Stephen’s work has been made available to others on his Chiollagh Books website, by monthly contribution of his research to the Kiaull Manninagh Jiu Manx Music and Dance Newsletter, within the Ballaugh Heritage Trust newsletter, as well as through his own publications and public talks. He remains someone determined to tease remarkable stories relating to Manx cultural and social history out of the archives in order to bring life to some of the key characters who have shaped our Island, to understand what their focus was in terms of collecting, recording or promoting Manx culture, and to share his findings with other researchers.","Ren Stephen dy moghey goaill er dy yannoo ymmyd jeh technology. T’eh rheynn yn obbyr echey er e ynnyd-eggey hene, Çhiollagh Books, ayns screeuyn naight meeoil Kiaull Manninagh Jiu, ayns screeuyn naight Treisht Eiraght Balley ny Loghey, as y chooid chlouit as loayrtyssyn echey hene. T’eh foast feer jeean er shirrey ayns ny tashtaghyn-recortys son skeealyn symoil mychione cultoor as shennaghys sheshoil Manninagh dy hoilshaghey persoonyn er-lheh t’er ghoaill ayrn ayns cummey yn ashoon ain, as dy hoiggal cre’n ayrn v’oc ayns çhymsagh, recortey as cur er-y-hoshiaght cultoor Manninagh. T’eh rheynn yn scoillaraght echey marish aa-ronseyderyn elley.",
"Stephen grew up in the Island, and went on to gain a BA in History and an MA in Folk Life Studies from the University of Leeds. Much of his working life was spent attached to various universities, and he has lectured on folklore and folk life. Most recently, his work has taken him to Austria, where he worked at the Austrian Academy of Sciences on the Austrian Academy Corpus as well as teaching at the University of Vienna.","Va Stephen troggit ayns Mannin. Hooar eh BA ayns Shennaghys, as MA ayns Folk Life Studies ec Olloo-scoill Leeds. T’eh er cheau yn chooid smoo jeh’n vea echey gobbragh son caghlaa dy olloo-scoillyn, as t’eh er n’yannoo loayrtyssyn mychione skeealaght as aghtyn beaghee tradishoonagh. V’eh ayns Austria er y gherrid raad ren eh gobbragh ec Academy Austrianagh ny Sheanseyn er Corpus yn Academy Austrianagh, as gynsagh ec Olloo-scoill Vienna.",
"In spite of being based away from the Island, he has been a frequent visitor, collecting oral history reminiscences from people during some trips, walking the hills during others, but, in the main, camping out in the national archives, painstakingly transcribing, collating and generally making sense of old letters, notebooks and other collected papers.","Ga dy vel yn obbyr echey freayll eh ersooyl veih’n ellan son y chooid smoo, ta Stephen dy mennick çhyndaa reesht dys shoh. Ny cheayrtyn t’eh çhymsagh shennaghys loayrit, ny shooyl ny crink, agh ny s’menckey t’eh taaghey yn tashtey-recortys raad t’eh jannoo mac-screeuyn, aa-hymsagh, as gheddyn y keeayl jeh shenn screeunyn, lioaryn-screeuee, as pabyryn elley.",
"His interest in Manx folklore encouraged him to transcribe and re-print such important works as William Cashen’s Manx Folk-Lore and John Rhys’s Manx Folklore and Superstitions, keeping important texts accessible to new audiences. His transcriptions of letters and documents, his tracing of informants and collectors through census material, all of this work has helped a better understanding of the work of various waves of Manx antiquarian and cultural revival and interest.","Ren y jeeanid echey son tradishoonyn Manninagh greinnaghey eh dy yannoo mac-screeuyn jeh lioaryn scanshoil lhied as William Cashen’s Manx Folk-Lore as Manx Folklore and Superstitions liorish John Rhys, as aa-phrental ad son lhaihderyn noa. Liorish jannoo coppeeyn jeh laue-screeunyn as documentyn scanshoil, as cur enney er çhymseyderyn as insheyderyn ayns earrooyn-theay, t’eh er chooney lhien geddyn toiggal share jeh ny caghlaaghyn tonn dy yeeanid er shennaghys as aa-vioghey cultooroil Manninagh.",
"2020 marks the 25th anniversary of Stephen’s Chiollagh Books website making it one of the longest running websites in the field of Celtic Studies. As well as works mentioned above, the series also includes reprints of Clague’s Manx Reminscences, Roeder’s Manx Notes and Queries, Skeealyn Cheeil-Chiollee: Manx Folk Tales, as well as two editions of Mona Douglas’ Collected Writings on Manx Folk Dance and Song. The Manx Notes series on the website now stands at an impressive 410 entries.","Ta quieg bleeaney as feed er n’gholl shaghey neayr’s ren Stephen cur ynnyd-eggey Çhiollagh Books er undin, as t’eh myr shen fer jeh ny buill shinney er yn eddyr-voggyl ta bentyn rish studeyryssyn Celtiagh. Chammah’s ny lioaryn imraait heose, t’eh er aa-phrental  Manx Reminscences liorish John Clague, Manx Notes and Queries liorish Carl Roeder, Skeealyn Cheeil-Chiollee: Manx Folk Tales, as daa chur-magh jeh Collected Writings on Manx Folk Dance and Song Vona Douglas. Ta’n nish ny smoo na 410 entreilysyn ayns Manx Notes er yn ynnyd-eggey.",
"His research has been published in national and international journals such as Béaloideas, Béascna, Folklore, Folk Music Journal, Isle of Man Studies, Northern Scotland, Proceedings of the Isle of Man Natural History and Antiquarian Society, Review of Scottish Culture, Studia Japonica Celtica, Zeitschrift für celtische Philologie, among others. Stephen has been invited to share his research at prestigious institutions such as Cecil Sharpe House in London.","Ta’n aa-ronsaghey echey er ve clouit ayns earish-lioaryn ayns ymmodee çheeraghyn, goaill stiagh Béaloideas, Béascna, Folklore, Folk Music Journal, Isle of Man Studies, Northern Scotland, Proceedings of the Isle of Man Natural History and Antiquarian Society, Review of Scottish Culture, Studia Japonica Celtica, Zeitschrift für celtische Philologie, as ymmodee elley. Ta Stephen er ve cuirrit dy rheynn yn aa-ronsaghey echey ec buill lhied as Cecil Sharpe House ayns Lunnin.",
"Nominations for the award singled out his 2019 collaboration with Culture Vannin on the production of ‘a beautiful edition of Karl Roeder's Manx Notes & Queries, Ghosts, Bugganes & Fairy Pigs’, which they described as ‘his most sumptuous offering so far.’ ‘It's fascinating and addictive’, commented one proposer, ‘his knowledge of the material is acknowledged as second to none’, noted another.","Ren adsyn hug stiagh e ennym son yn aundyr jannoo imraa er-lheh jeh’n ‘chur-magh aalin jeh Manx Notes & Queries, Ghosts, Bugganes & Fairy Pigs liorish Karl Roeder’ va currit magh ayns 2019 ayns parteeas marish Culture Vannin. Dooyrt fer jeu dy row eh ‘yn cur-magh s’berçhee echey foast’ as ‘symoil erskyn towse, as doillee dy chur sheese’. Dooyrt fer elley ‘cha nel fer erbee elley seose rish son tushtey jeh’n vun-stoo.’",
"Without Stephen’s research and, most importantly, his generosity in sharing what he finds, Manx Studies and Manx culture would not be the same today.","Fegooish yn obbyr echey, as marish shen, e feoiltys ayns rheynn messyn e aa-ronsaghey, cha beagh Studeyrysyn Manninagh as cultoor Manninagh sy stayd vie t’ad ayn nish.",
"For more information, check out Stephen’s website: chiollaghbooks.com","Son tooilley fysseree, gow dys ynnyd-eggey Stephen: chiollaghbooks.com",
GAELIC BROADCASTING COMMITTEE REPORT,TUARYSTAL Y VING YMSKEAYLLEY GHAELGAGH,
"The Gaelic Broadcasting Committee’s budget has come directly from Culture Vannin for some years now, but the full functions of the committee will not be transferred to the organisation until communications legislation is passed.","Ta argid y Ving Ymskeaylley Ghaelgagh er jeet jeeragh veih Culture Vannin rish paart dy vleeantyn nish, agh cha bee currymyn y Ving dy slane er nyn livrey harrish derrey vees leigh co-haggloo noa currit ayns bree.",
"During the year, the membership of the Committee consisted of Adrian Cain (Chair), Bob Carswell, Phil Gawne and James Harrison. Dr Breesha Maddrell’s membership lapsed in March 2019, and the committee thank her for her service. She has agreed to continue to be in attendance at meetings until the new structures are in place. Other members have had their terms of office extended until that new legislation has been passed.","Y vlein shoh, va olteynyn y Ving Adrian Cain (Caarliagh), Bob Carswell, Phil Gawne, as James Harrison. Ren yn traa goll shaghey er olteynys Dr Breesha Maddrell ayns Mee Veanagh y Niarree 2019, as ren y Ving cur booise jee son e shirveish. Ren ee coardail dy hannaghtyn dy heet dys çhaglymyn derrey vees aght-obbree noa y Ving er ny reaghey. Ta traa-ayns-oik ny holteynyn elley er ve sheeynt magh vees y leigh noa shen ayn.",
"The main focus for the Committee has been to support Manx language programming and to think strategically about the future as part of the Manx Language Strategy. During the year Moghrey Jedoonee was re-branded and re-launched by Manx Radio as Goll as Gaccan and moved to an afternoon time-slot, still hosted by Phil Gawne and Simon Clarke. The programme has invited a number of guests in to the studio to share the breadth and depth of not only the Manx language community but the wider cultural community, too.","Ta ard-oyr y Ving cummal seose claareeyn ayns Gaelg as kiarail cour y traa ry-heet myr ayrn jeh’n Stateysh son y Ghaelg. Y vlein shoh va Moghrey Jedoonee jeant ass y noa as aa-enmyssit Goll as Gaccan liorish Radio Vannin, as scughit dys yn astyr. T’eh foast er ny leeideil liorish Phil Gawne as Simon Clarke. Ta caghlaa dy ghoaldee er ve cuirrit stiagh ayns y studio dy loayrt mychione cooishyn ta bentyn rish y cho-phobble Gaelgagh as y co-phobble cultooroil.",
"Bob Carswell continues to produce weekly news bulletins in Manx, which supports the development of new factual content in the language.","Ta Bob Carswell tannaghtyn dy yannoo naightyn ayns Gaelg dagh shiaghtin, red ta cummal seose yn cur magh jeh cooishyn firrinagh noa sy ghlare.",
"Outside of the support of the Committee, programmes such as Claare ny Gael, Jamys Jeheiney, Shiaght Laa and Traa dy Liooar appeal to different audiences, and the podcast Abbyr Shen Reesht is a valuable and accessible way of catching up with weekly Manx language programming on Manx Radio.","Ta claareeyn elley nagh vel er nyn gummal seose liorish y Ving, lhied as Claare ny Gael, Jamys Jeheiney, Shiaght Laa, as Traa dy Liooar tayrn stiagh clashtynee elley, as ta’n podcast Abbyr Shen Reesht mie son geddyn ny hayrnyn share jeh claareeyn Gaelgagh y çhiaghtin er Radio Vannin.",
"More attention has been given to the need to share content in a variety of ways, including as podcasts and other downloads. Both fluent speakers and language learners of all levels enjoy the material in its original context and as a resource for teaching in classes for all ages.","Ta ny smoo dy hastey er ve currit da kys oddagh stooghyn t’er ve crooit ve skeaylit ayns aghtyn elley, lhied as podcastyn as laadaghyn-sheese. Ta chammah ynseydee noa as loayreyderyn floail goaill taitnyss ayns ny stooghyn shoh, as ta ymmyd jeant jeu myr couryn-ynsee ayns brastyllyn son sleih jeh caghlaaghyn eash neesht.",
"The Committee looks forward to new legislation being in place so that it can meet the challenges that broadcasting faces nationally and internationally. There will continue to be more focus on digital content available online on demand, as well as the need to support the creation of new voices in Manx language broadcasting.","Ta’n Ving treishteil dy bee y leigh noa dy gerrid currit ayns bree myr shen dy vod ee ny s’fondagh cur eddin da ny doilleeidyn t’ec ym-skeaylley er feai ny cruinney ny laghyn shoh. Nee y Ving cur tastey er-lheh da croo stooghyn bun-earrooagh ta ry-gheddyn er-linney as tra t’eh laccalit, as da croo coraaghyn noa ayns ym-skeaylley Gaelgagh.",
