English,Manx,Manx Original,Notes,Page
"Let us all say, with the holy Prophet Daniel, O Lord, righteousness belongeth to thee; unto us belongeth confusion. ","Lhig dooin ooilley gra, marish y Phadeyr casherick Daniel, “O Hiarn, hood’s ta bentyn ynrickys, agh hooinin neayrey er nyn eddin. ","Lhig dooin ooilley gra, marish y Phadeyr casherick Daniel, “O Hiarn, hood’s ta bentyn ynrickys, agh hoonin neayrey er nyn eddin. ",,8
"We have sinned, we have been naughty, we have offended, we have fled from thee, we have gone back from all thy precepts and judgments.","Ta shin er n’yannoo peccah as er chur-rish drogh yannoo, as er n’yannoo dy peccoil, as er n’irree-magh, eer liorish treigeil dty annaghyn as dty vriwnyssyn.” (Dan. ix. 7, 5.)","Ta shin er n’yannoo peccah as er chur-rish drogh yannoo, as er n’yannoo dy peccoil, as er n’irree-magh, eer liorish tregeil dty annaghyn as dty vriwnyssyn.” (Dan. ix. 5.)",,8
"So we learn of all good men in Holy Scriptures, to humble ourselves, and to exalt, extol, praise, magnify, and glorify God.","Myr shoh ta shin gynsaghey veih ooilley ny deiney crauee ayns ny Scriptyryn, dy injillaghey shin hene, as dy hoiaghey seose dy voylley, as dy ghloyraghey Jee",,,9
"Thus we have heard how evil we be of ourselves; how, of ourselves, and by ourselves, we have no goodness, help, nor salvation; but contrariwise, sin, damnation, and death everlasting: which, if we deeply weigh and consider, we shall the better understand the great mercy of God, and how our salvation cometh only by Christ.","Myr shoh ta shin er chlashtyn cre cha olk as ta shin jin hene: kys j’in hene, as lior’yn hene, nagh vel veg y vieys, cooney, ny saualtys ain: agh er y laue elley, peccah, deyrey, as baase dy bragh farraghtyn: reddyn, my ta shin dy dowin smooinaghtyn er,[23] bee tushtey share ain jeh myghin vooar Yee, as kys ta nyn saualtys cheet ynrican liorish Creest.",,"[23] reddyn ... er] We would expect reddyn ... orroo, with number agreement.",9
"For in ourselves, as of ourselves, we find nothing, whereby we may be delivered from this miserable captivity; into the which we were cast, through the envy of the devil, by breaking of God’s commandment in our first parent Adam.","Son aynin hene as lioryn hene, cha vel shin feddyn veg, (2 Cor. iii. 5.) liorish oddys mayd v’er nyn eaysley veih’n chappeeys treih shoh, ayn va shin er nyn dilgey trooid troo yn drogh-spyrryd, liorish peccah nyn geid ayr[24] Adam, ayns brishey sarey Yee.",,[24] nyn geid ayr] i.e. nyn gied ayr,9
"We are all become unclean: but we all are not able to cleanse ourselves, nor to make one another of us clean. ","Ta shin ooilley er jeet dy ve neu-ghlen, agh cha vel niart ec veg j’in dy ghlenney shin hene, ny dy ghlenney yn derrey yeh yn jeh elley. (Ps. xlix. 7, 8.) ",,,9
We are by nature the children of God’s wrath: but we are not able to make ourselves the children and inheritors of God’s glory.,Ta shin liorish dooghys “nyn gloan dy yymoose:” (Eph. ii. 3): agh cha vel shin fondagh dy yannoo shin hene cloan as eiraghyn jeh gloyr Yee.,Ta shin liorish dooghys “nyn gloan dy ymoose:” (Eph. ii. 3): agh cha vel shin fondagh dy yannoo shin hene cloan as eiraghyn jeh gloyr Yee.,,9
We are sheep that run astray: but we cannot of our own power come again to the sheepfold; so great is our imperfection and weakness.,"Ta shin; “kirree ta goll er-shaghryn:” (1 Ped. ii. 25): agh cha vod mayd, liorish nyn niart hene, cheet reesht gys y woaillee: wheesh shen ta nyn annoonid!",,,9
"In ourselves therefore may we not glory, which, of ourselves, are nothing but sinful: neither we may rejoice in any works that we do; which all be so imperfect and impure, that they are not able to stand before the righteous judgment-seat of God: as the holy Prophet David saith, Enter not into judgment with thy servant, O Lord; for no man that liveth shall be found righteous in thy sight.","Aynin hene, er-y-fa shen, cha vel fort ain dy voggyssagh, myr ta shin j’in hene ooilley-cooidjagh peccoil: chamoo te cooie dooin dy ghoaill boggey ayns obbraghyn erbee ta shin cooilleeney; myr t’ad ooilley cha neu-feeu as cha neu-ghlen, nagh vod ad shassoo fenish Stoyl-briwnys cairagh Yee: myr ta’n Phadeyr crauee David gra, “Ny gow er dty hoshiaght gys briwnys rish dty harvaant, O Hiarn: son ayns dty hllley’s cha bee dooinney erbee bio er ny heyrey. (Ps. cxliii. 2.)","Aynin hene, er-y-fa shen, cha vel fort ain dy voggyssagh, myr ta shin j’in hene ooilley-cooidjagh peccoil: chamoo te cooie dooin dy ghoaill boggey ayns obbraghyn erbee ta shin cooilleeney; myr t’ad ooilley cha neu-feu as cha neu-ghlen, nagh vod ad shassoo fenish Stoyl-briwnys cairagh Yee: myr ta’n Phadeyr crauee David gra, “Ny gow er dty hoshiaght gys briwnys rish dty harvaant, O Hiarn: son ayns dty hllley’s cha bee dooinney erbee bio er ny heyrey. (Ps. cxliii. 2.)",,9
"To God therefore must we flee; or else shall we never find peace, rest, and quietness of conscience in our hearts. ","Gys Jee eisht shegin dooin chea; er-nonney cha vow mayd dy bragh shee, fea, as kiunid cooinsheanse ayns nyn greeaghyn.",,,10
"For he is the Father of mercies, and God of all consolation.","Son t’eshyn “Ayr dy vyghinyn, as Jee jeh dy chooilley gerjagh” (2 Cor. i. 3.):",,,10
"He is the Lord, with whom is plenteous redemption:","t’eshyn y Chiarn, marishyn ta livrey-ys niartal (Ps. cxxx. 7.):",,,10
"he is the God, which of his own mercy saveth us; and setteth out his charity and exceeding love toward us, in that, of his own voluntary goodness, when we were perished,[25] he saved us, and provided an everlasting kingdom for us.","t’eshyn yn Jee ta son e vyghin hene sauail shin, as ta soiaghey magh e ghraih erskyn-towse hooin, ayns dy ren eh shin y hauail jeh e vieys feoilt tra va shin cailt, as reeriaght dy bragh farraghtyn y charail er nyn son.",,[25] perished] 1810 perishing,10
"And all these heavenly treasures are given us, not for our own deserts, merits or good deeds –which of ourselves we have none– but, of his mere mercy, freely. And for whose sake? Truly for Jesus Christ’s sake, that pure and undefiled Lamb of God.","As ta ooilley yn verchys flaunyssagh shoh er ny choyrt dooin, cha nee son nyn doilchinys hene, ny son nyn obbraghyn mie hene, agh jeh e vyghin as e ghrayse, nastee, as ooilley-cooidjagh er graih Yeesey Creest, yn Eayn shen dy Yee ta glen as gyn loght.",,,10
"He is that dearly beloved Son, for whose sake God is fully pacified, satisfied, and set at one with man.","T’eshyn yn Mac graihagh shen ta dy slane er choardail shin rish Jee, as er n’yannoo lhiassaghey fondagh er nyn son.",,,10
"He is the Lamb of God which taketh away the sins of the world: of whom only it may be truly spoken, that he did all things well, and in his mouth was found no craft nor subtilty.","T’eshyn “Eayn Yee ta goaill ersooyl peccaghyn y theihll:” (Ean i. 29): jeh ny-lomarcan oddys eh dy firrinagh ve raït, dy ren eh “dy chooilley nhee dy mie, as ayns y veeal echeysyn, chamoo va molteyraght er ny gheddyn.” (1 Ped. ii. 22)",,,10
"None but he alone may say,","She eshyn ny-lomarcan oddys gra,",,,10
"The prince of the world came, and in me he hath nothing. And he alone may also say,",[26],,[26] A sentence omitted here; eye skipped from one ‘he alone may say’ to the next?,10
Which of you shall reprove me of any fault?,“Quoi jiuish ta cur peccah my lhieh?” (Ean viii. 46.),,,10
"He is the high and everlasting Priest, which hath offered himself once for all upon the altar of the Cross, and with that one oblation hath made perfect for evermore them that are sanctified.","T’eshyn yn Ard-saggyrt dy bragh beayn, “heb seose eh-hene un cheayrt son ooilley” er altar y chrosh; as “liorish yn un oural shen, t’eh er heyrey adsyn son dy bragh ta er nyn gasherickey.” (Heb. x. 14.[27])",,[27] 14.] text xiv.,10
"He is the alone Mediator between God and man, which paid our ransom to God with his own blood; and with that hath he cleansed us from all sin.  ","T’eshyn “yn ynrican Fer ta loayrt eddyr Jee as dooinney;” ren lhiassaghey gys Jee er nyn son “liorish e uill hene,” as liorish shen, “t’eh er ghlenney shin veih dy chooilley pheccah.” (1 Ean ii. 1, 2.)",,,10
"He is the Physician, which healeth all our diseases.",T’eshyn yn Er-lhee ta slanaghey ooilley nyn aslayntyn.,,,11
"He is that Saviour, which saveth his people from all their sins.",T’eshyn yn Saualtagh shen ta sauail e phobble “veih ooilley nyn beccaghyn.” (Mian i. 21.),,,11
"To be short, he is that flowing and most plenteous Fountain, of whose fulness all we have received.","Ayns fockle, t’eshyn yn farrane myr slane thooilley roie, “jeh’n laanid echey ta shin ooilley er gheddyn:",,,11
For in him alone are all the treasures of the wisdom and knowledge of God hidden.,son aynsyn ny-lomarcan ta follit dy chooilley verchys dy chreenaght as tushtey dy Yee.”[28],,"[28] Not strictly a quotation, but an allusion to John i. 16, As jeh’n slane towse echey ta shin ooilley er gheddyn ayrn, and Col. ii. 3: Ayn ta follit dy chooilley verchys dy chreenaght as tushtey.",11
"And in him, and by him, have we from God the Father all good things, pertaining either to the body or to the soul.","As aynsyn, as liorishyn, ta ain veih Jee yn Ayr, dy chooilley nhee mie, ta bentyn eddyr gys y chorp ny yn annym",,,11
"O how much are we bound to this our heavenly Father for his great mercies, which he hath so plenteously declared unto us in Christ Jesus our Lord and Saviour!","O cre wheesh as ta shin kianlt gys shoh nyn Ayr Flaunyssagh son e vyghinyn mooarey, t’eh cha feoilt er ny hoilshaghey dooin ayns Creest Yeesey nyn Jiarn as Saualtagh!",,,11
What thanks worthy and sufficient can we give to him?,Cre’n booise feeu as fondagh oddys mayd coyrt da?,,,11
"Let us all with one accord burst out with joyful voice, ever praising and magnifying this Lord of mercy, for his tender kindness shewed to us in his dearly beloved Son Jesus Christ our Lord.","Lhig dooin ooilley, lesh un aigney, brishey magh lesh coraaghyn gennal, dy kinjagh moylley as gloyraghey yn Chiarn shoh dy vyghin, son e kenjallys meiygh er ny hoilshaghey dooin ayns e Vac graihagh Yeesey Creest nyn Jiarn.",,,11
"Hitherto have we heard what we are of ourselves; very sinful, wretched, and damnable.","Choud shoh ta shin er chlashtyn cre ta shin j’in hene, feer pheceoil, treih, as foshlit roish deyrey.",,,11
"Again, we have heard how that, of ourselves and by ourselves, we are not able either to think a good thought or work a good deed, so that we can find in ourselves no hope of salvation, but rather whatsoever maketh unto our destruction.","Reesht, ta shin er chlashtyn kys j’in hene, as lioryn hene, cha vel shin fondagh eddyr dy smooinaghtyn shen ny ta mie, ny dy yannoo shen ny ta mie: myr shen nagh vod mayd feddyn aynin hene treishteil erbee dy haualtys, agh ny sleaie cre-erbee ta coyrt nyn doyrt-mow er y hoshiaght.",,,11
"Again, we have heard the tender kindness and great mercy of God the Father towards us; and how beneficial he is to us for Christ’s sake, without our merits or deserts, even of his own mere mercy and tender goodness.","Reesht, ta shin er chlashtyn jeh kenjallys meiygh as myghin vooar Jee yn Ayr hooin; as ny toyrtyssyn t’eh deayrtey neose orrin er graih Chreest, eer jeh e vieys as e vyghin hene, ga nagh vel shin tooilloo veg.",,,11
"Now, how these exceeding great mercies of God, set abroad in Christ Jesus for us, be obtained; and how we be delivered from the captivity of sin, death, and hell; shall more at large, with God’s help, be declared in the next Sermon. ","Nish, cre’n aght ta ny myghinyn erskyn-towse shoh dy Yee, soit magh ayns Creest Yeesey er nyn son, dy ve ry-gheddyn, as cre’n aght ta shin er nyn eaysley veih cappeeys peccah, baase, as niurin; bee shoh ny ’sbaghtal er ny hoilshaghey ayns y trass Homily, marish cooney Yee.","Nish, cre’n aght ta ny myghinyn erskyn-towse shoh dy Yee, soit magh ayns Creest Yeesey er nyn son, dy ve ry-gheddyn, as cre’n aght ta shin er nyn eaysley veih cappeeys peccah, baase, as niurn; bee shoh ny ’sbaghtal er ny hoilshaghey ayns y trass Homily, marish cooney Yee.",,11
"In the mean season, yea and at all times, let us learn to know ourselves, our frailty and weakness, without any cracking or boasting of our own good deeds and merits.","’Sy traa t’ayn, as ec dy chooilley hraa, lhig dooin gynsaghey dy hoiggal shin hene, as nyn annoonidyn, fegooish boggyssagh jeh nyn obbraghyn mie as nyn doilchinys.",,,12
"Let us also acknowledge the exceeding mercy of God towards us; and confess, that as of ourselves cometh all evil and damnation, so likewise of him cometh all goodness and salvation; as God himself saith by the Prophet Hosea, O Israel, thy destruction cometh of thyself, but in me only is thy help and comfort.","Lhig dooin myrgeddin fockley magh myghin erskyn-insh Yee hooin, as goaill-rish, myr ta dy chooilley olk as deyrey cheet voin hene, myr shen veihsyn ta dy chooilley vieys as saualtys cheet; myr ta Jee hene gra, liorish y Phadeyr Hosea, “O Israel, t’ou er choyrt oo-hene naardey, agh ayn-yms ta dty chemmyrk.” (xiii. 9.)",,,12
"If we thus humbly submit ourselves in the sight of God, we may be sure that, in the time of his visitation, he will lift us up unto the kingdom of his dearly beloved Son, Christ Jesus our Lord: to whom, with the Father, and the Holy Ghost, be all honour and glory for ever. Amen.","My ta shin myr shoh ginjillaghey shin hene kionfenish Jee foddee mayd ve shickyr, ayns earish yn ooraghey echey, dy jean eh shin y hroggal seose gys reeriaght e Vac ennoil, Yeesey Creest nyn Jiarn, huggeysyn marish yn Ayr as y Spyrryd Noo, dy row dy chooilley ooashley as gloyr son dy bragh. Amen.",,,12
