Manx,English
,"Miss L. Shimmin, Peel."
"Gow lane-doarn dy luss ny minniag, y lheid cheddin dy undaagagh, airh-hallooin, carrageyn-keoie, luss y çhiolg, keym-Chreest, bossan feeackle, luss ny moal moirrey, vervain, edyr nep ny ob, as jean cloie son lieh oor as sheel trooid shollane.","Take 1 handful each of dandelions, nettles, yarrow, wild carrot, St. John’s wort, centaury, violet, marsh mallows, vervine, either horehound or hops, and boil for ½ hour and strain."
Gys hoght kaartyn dy soolagh cur edyr un phunt dy soolagh-shugyr ny lieh phunt dy shugyr aw as lhig da shassoo ayns boayl çheh gys blaa-hiass.,"To 2 gallons of liquid add either 1 lb. treacle or ½ lb. raw sugar, and let it stand in a warm place until lukewarm."
Eisht cur huggey daa unns dy yastee as jean coodagh.,Then add 2 oz. of yeast and cover.
"Lhig da sooragh dy-mie, eisht gow shiu yn kesh jeh as cur ayns boteilyn.","Let it work well, then skim it and bottle."
,
KEIRN LIGGAR.,MOUNTAIN ASH LIQUEUR.
,"Mrs. Kneen, Michael."
,1 pint brandy.
,1 pint syrup.
"Teiy lane dhoarn dy verrishyn unjin cliue [sic],",[Pick] 1 handful picked keirn berries.
chirmey ad gys t’ad shirgit. ,"The berries must be dried till shrivelled, "
"Eisht cur ny berrishyn ayns pynt dy liggar son mysh jeih laa, broo as sheeil ad. ","then placed in [a pint of] brandy [liquor] and left from a week to 10 days. Then [press / squash and] strain, "
Eisht cur mysh yn un towse dy syrup jeant dy shugyr bane.,"and mix with an equal quantity of thick, very clear syrup, made with loaf sugar."
DY REAYLL SMEIR-GHOO AS OOYLYN.,BLACKBERRY AND APPLE JAM.
,"E. A. C., Peel."
Gow kiare punt dy smeir-ghoo.,4 lbs. blackberries.
Shey ooylyn geayr (Paddy Kraayllyn ny ooylyn share).,6 sharp apples (the Paddy Kneale’s are the best).
Nuy cappanyn dy shugyr bane.,9 breakfastcupfuls loaf sugar.
Un cappan dy ushtey.,1 teacupful water.
Broie ny ooylyn as sugyr [sic] ayns yn ushtey gys t’ad meiygh.,"Cook apples, sugar and water till the apples are tender, "
Eisht cur ny smeir huc as broie er aile dree gys t’ad aarlit. ,add blackberries. Boil steadly till the jam sets [they are are cooked]. 
"Lhig daue feayraghey son tammylt beg, eisht cur ayns siyn çhirrym çheh. ","[Let them cool down for a while, then put into warm, dry vessels] When cool pour into dry heated jars, "
"Lhig daue shassoo gys laa-ny-vairagh, eisht ","[Let them stand until the next day, then]"
coodee lesh pabyr kiarit er ny hon as freayllee ayns boayl çhirrym.,cover with paper [prepared for it] and keep it in a dry place.
GLEIG MILLISH KEIRN,MOUNTAIN ASH JELLY.
,"Miss E. C. Craine, Sulby."
Berrishyn mea keirn.,Ripe keirn berries.
2 lane cappanyn brishey hrostee jeh shugyr crammanagh gys dagh pynt jeh’n soolagh.,2 breakfastcupfuls of loaf sugar to each pint of juice.
"Gow ny stilk jeh ny berrishyn, niee ad as sheel yn ushtey jeu. ","Stalk the berries, wash and drain [the water off] them. "
Cur ad ayns phash freayltagh lesh dy-liooar ushtey feayr daue dy floaddal ayn.,Put them into a preserving pan with enough cold water [for them to float in] to well float them. 
"Lhig daue cloie dy-moal er yn aile mysh daaeed minnid, ny gys bee yn ushtey jiarg as ny berrishyn goaill toshiaght dy vrishey.","[Let them] Simmer [on the fire] about 40 minutes, or until the water is red and the berries are beginning to break."
"Lhig da’n soolagh v’eh currit trooid shollane, agh ny jean traastey yn mess.","[Let the juice be put through a sieve] Strain off the juice, but do not press the fruit. "
"Jean shiu towse eh reesht ayns yn phash as cur yn shugyr huggey ; cloie eh dy-tappee derrey nee paart jeh soiaghey dy-tappee, eisht cur eh er claare.","Measure it back into the pan, add the sugar. Boil jelly [it] quickly until some of it sets quickly when [then] put on a plate. "
Jean shiu goaill yn kesh jeh as cur eh ayns siyn craie.,Skim well and pot.
,OLD MANX DISH.
,"Miss C. E. Goodwin, Peel."
“Pott mie dy vainney broie,A good pot of boiling milk
"Lesh crie braew dy veinn er,","With a brave shake of meal on it,"
Lesh berreen dy arran oarn,With a cake of barley bread
Lesh çheeid dty vass dy eeym er.”,With the thicknes of your hand’s palm of butter on it.
LUSS-NY-GREG SAILLT,PICKLED SAMPHIRE.
,"Miss A. Keegan, Peel."
"Cur luss-greg ayns crockan as coodee lesh saailley, jean shiu mastey eh son shey dy laghyn, eisht sheel yn ushtey jeh as cur eh ayns ushtey oor son kiare ooryn as feed.","Put samphire in a crock and cover with brine, stir every day for six days, then drain it and put in fresh water for 24 hours, "
,
Eisht gow magh eh as jean çhirmagh lesh coodagh er.,"then take it out and dry with a cloth, and put it in. a jar with cover. "
"Cloie feeyn-geayr lesh cayenne, pibbyr, jinshar, mase, cloveyn as kuse veg dy ghuillagyn millish.","Boil vinegar with cayenne, pepper, ginger, mace, cloves, and a few bay-leaves, "
Deayrt feeyn-geayr broie er luss-ny-greg.,pour boiling vinegar over samphire.
"Jean shiu shoh son kiare dy laghyn, coodagh dy-çhionn yn costrayl dagh keayrt as cummal eh faggys da’n aile.","Repeat this for four days, covering jar closely each time, and keep near the fire. "
Cur ayns boteilyn tra feayr.,Bottle when cold. 
Nee meer veg dy ollym currit ayns y chostrayl jannoo ny share yn daah.,A small bit of alum put in the jar will improve the colour.
Freayl eh ayns boteilyn voish yn aer.,Keep in air-tight bottles.
PUIDDIN OOH,BATTER PUDDING.
,"Mrs. Camaish, Peel."
2 ooh.,2 eggs.
Pynt dy vainney millish.,Pint of milk.
2 cappan dy flooyr.,2 cupfuls four.
Red beg dy hollan.,A little salt.
"Mastey ad dy-cheilley gys t’ad ooilley fud-y-cheilley, as gyn crammanyn ; eisht kiangle eh seose ayns aanrit, faastit ass ushtey çheh, as spreihy lesh flooyr. Cloie son oor, as ee lesh aunlyn millish.","Make the batter with the above ingredients ; when quite smooth, tie the mixture up in a pudding cloth wrung out in warm water and floured, boil for an hour, and serve with sweet sauce."
Aunlyn millish. ,Sweet sauce.
"Thanney daa lane spain lesh daa naggin dy vainney millish, cur da uns eeym as miljey eh lesh shugyr. ","Thin 2 tablespoonfuls of the batter with ½ pt. milk, add 1 oz. butter and sweeten with sugar."
Lhig da cloie un minnid.,Stir and boil 1 minute.
