Speaker,Manx,English,SubStart,SubEnd,Notes
NM,Cre?,What?,688.3,689.7,
WC,"T'eh bunnys ooilley err, eeastagh du-, lesh dugganyn (dooanyn) ayns y Twoaie.","It's nearly all err, fishing with hooks in the North.",689,693.4,
NM,"Oh ta, ta. Ta, ta.","Oh yes, yes. Yes, yes.",693.3,695.5,
WC,"Ta, mmm.","Ta, mmm.",692.5,695.2,
NM,"Shen yn raad t'ad t'ad err, t'ad err, tayrtyn err ...","That's where they, they err, they err, catch err ...",695.5,698.8,
WC,Yn boadee.,The cod.,699,700,
NM,"... ny, ny, ny boadeeyn mygeayrt ayns shoh.","... the, the, the cod around here.",699.4,703,
WC,"Mmm, mmm.","Mmm, mmm.",700.4,703,
NM,Ta.,Yes.,703,704,
WC,"Cha nel monney baatey eeastee ayns Rhumsaa nish edyr, cha nel agh shey jeu.","There aren't many fishing boats in Ramsey now at all, there are only six of them.",704,708.8,
NM,"Cha ne-, a- ayns Rhumsaa, nee?","Not, in Ramsey, is it?",707,709,
WC,She.,Yes.,708.6,709.4,
NM,Cha nel?,There aren't?,709,710,
WC,"Ta shey, shen ooilley.","There are six, that's only.",710,711.6,
NM,Nee?,Is it?,711,712,
WC,"Oh she, shey ny shiaght.","Oh yes, six or seven.",712,713,
NM,"Ah well, cha nel nane ayns Purt le Moirrey.","Ah well, there isn't one in Port St. Mary.",713.2,716,
WC,Nagh vel?,Isn't there?,716,717,
WR,Nagh vel nish?,Isn't there now?,716,717.2,
NM,Cha nel unnane.,There isn't one.,717,719,
WC,Dy jarroo!,Indeed!,718,720,
NM,Ta gaa ny three ...,There are two or three ...,719,721,
DF,"As c'red mysh Mnr Gawne, yn dooinney, t'eh, err, yn captan jeh'n lifeboat?","And what about Mr Gawne, the man, he's, err, the captain of the lifeboat?",721,728,
NM,She?,Yes?,728,729,
DF,"Nagh vel eshyn, gobbragh, goll magh monney?","Isn't he, working, going out much?",728.1,731,
NM,"Cha nel, t'eh geiyrt er, geiyrt er ny, ny, ny, ny partanyn as ny, as ny reddyn ...","Not, following the, he's following the, the, the, the crabs and the, and the things ...",729,735,
WC,Oh ta.,Oh yes.,733,734,
DF,Oh shen ooilley vel eh?,Oh that's all is it?,733,735,
WR,Ny gimmee.,The lobsters.,734.5,736,
WC,Gimmee.,Lobsters.,735,736,
NM,As ny gimmee. [laughs] Ta.,And the lobsters. [laughs] Yes.,736,738,
WC,Hmm.,Hmm.,737.5,738.5,
DF,Ta mee er ve gys yn Colloo marish. Keayrt ny ghaa. Hmm.,I have been to the Calf with him. Many a time. Hmm.,738,742,
NM,"Ta, ta, ta.","Yes, yes, yes.",740,743.5,
WR,Ta'n dooinney noa er y Colloo nish t'ad ginsh dou.,The new man is on the Calf now they tell me.,743,745.5,
NM,"Oh ta. Ta, ta.","Oh yes. Yes, yes.",745.3,747,
WR,"Ren ... t'eh, t'eh ...","He did ... he is, he is ...",746,748,
NM,"Shen yn co-caslys echey, ayns y phabyr ayns shoh.","That's his photo, in the paper here.",747,751,
WR,Ta.,Yes.,749.4,750.4,
WC,She.,Yes.,751,751.9,
WR,"Ren mee lhaih yn skeeal ayns, ayns pabyr Sostnagh.","I read the story in, in an English newspaper.",751,755,
NM,Ta.,Yes.,751.5,752.2,
DF,Vel yn ennym echey Lawrence?,Is his name Lawrence?,753,755,
NM,"Oh! Nagh vel eh nane jeh ny, je- jiu hene, ta, cha jean eh jannoo dou dy gra red erbee elley. Foddee dy bee err, bee fer, nane jeh ny, ny, ny, Faragheryn err, ge-, geaishtagh da red shen.","Oh! Isn't he one of the, of yourselves, yes, it won't do for me to say anything else. Maybe there'll be one err, one, one of the, the, the Faraghers err, li- listening to that thing. ",754,768.7,
WC,[laughs],[laughs],758,759,
WR,[?]Yn feallee shen (unclear).,[?]That folk (unclear),759.7,761,
DF,"Cha s'aym's. Cha bee ad, cha bee ad toiggal eh!","I don't know. They won't be, they won't be understanding it!",768,772,
NM,Eh?,Eh?,769,770,
WC,[laughs],[laughs],771,773,
NM,"Oh my nee'm's gra, [laughs] yn red va mee treeal gra, [laughs] yinnagh ad toiggal eh mie dy liooar!","Oh if I say, [laughs] what I was trying to say [laughs] they would understand it well enough!",771,777,
WC,[laughs],[laughs],777,778,
DF,"Ta cree mie ec y dooinney shen, my ta.","That man has a good heart, so he does.",778,780,
NM,"Oh ta, ta, ta cree mie er.","Oh yes, yes, he has a good heart.",779.5,781.3,
DF,Ta.,Yes.,781,782,
NM,Vel enn ayd er?,Do you know him?,781.2,782.4,
DF,Oh enn mie aym's.,Oh know him well.,782,783.5,
NM,Vel?,Do you?,783.3,784,
DF,Ta.,Yes.,783.4,784,
WR,Va shin loayrt rish ayns shoh ayns Purt le Moirrey shiaghtin er dy henney.,We were talking here in Port St. Mary a week ago.,783.2,787,
DF,"She, shiaghtin er dy henney va shinyn ooilley ayns shoh.","Yes, a week ago we were all here.",786,790,
WR,As ben echey.,He had a woman.,788.7,790,
NM,Row?,Did he?,790,791,
DF,As ben noa echey neesht.,He had a new woman too.,790,792,
WR,Ta.,Yes.,790,791.2,
NM,She?,Yes?,792,793,
DF,Mmm.,Mmm.,792,793,
WR,V'eh er y cheiy as va shinyn ayns y mwyllin y jouyl as ...,He was on the quay and we were in the devil's mill (i.e. motorcar) and ...,792.7,796,
NM,Aha.,Aha.,796,797.2,
WR,As honnick eh shin.,And he saw us.,795.6,798,
WC,Hmm.,Hmm.,797,798.7,
DF,Ta.,Yes.,797,798.7,
NM,Aha.,Aha.,798.6,800,
WC,"Ta thalloo mie er y, Colloo ta mee clashtyn.","There is good land on the, Calf I hear.",801,805,
NW,"Oh ta, ta. Ta thalloo mie er.","Oh yes, yes. There is good land on it.",803.5,806.6,
WC,Mmm.,Mmm.,806,807,
DF,Mmm.,Mmm.,806,807,
NM,Oh.,Oh.,806.6,808,
WC,Ta bunnys keead acyr ...,There is nearly a hundred acre ...,808,810,
NM,"Oddagh ad geddyn err, praaseyn noa er y Colloo, tra nagh row nane jeu dy gheddyn ayns, ayns yn Ellan.","They could get err, new potatoes on the Calf, when there wasn't one to be found in, in the Island.",808.4,820.5,
WC,Ayns yn Ellan. Mmm.,In the Island. Mmm.,820.5,822,
DF,Dy jarroo? ,Indeed?,821,823,
NM,Ta.,Yes.,821.3,822,
DF,Mmm.,Mmm.,821.6,824,
WC,Mmm.,Mmm.,821.6,824,
NM,"Oh va, va. Oh ta thalloo mie.","Oh yes, yes. Oh there is good land.",824,826,
WC,"Mmm, mmm. Ta.","Mmm, mmm. Yes.",822.4,826.5,
DF,Mmm.,Mmm.,826.5,827,
NM,Ta.,Yes.,826.5,827.6,
WC,"As ta bunnys keead acyryn ayns shen, nagh vel?","And there are nearly a hundred acres there, aren't there?",827,830,
NM,Cha s'aym's quoid t'ayn.,I don't know how many there are.,829.5,831.2,
WC,Mmm.,Mmm.,831,832,
DF,Oh ta rour conneeyn ayn t'ad ...,Oh there are too many rabbits they are ...,831.3,834.2,
NM,"Oh ta, ta rour nee, nee ad ...","Oh yes, there are too many, they will ...",833.6,836,
DF,T'ad gee ooilley ...,They eat all ...,835,836.4,
NM,... jeeill agglagh.,... awful damage.,836,837,
DF,Oh jeeill agglagh. Ta.,Oh awful damage. Yes.,836.5,839,
WC,Ta.,Yes.,837.1,838,
NM,As roddanyn neesht.,And rats too.,838.2,840,
WC,Neesht.,Too.,840,841,
WR,Ta mee credjal dy vel three-feed acyryn ayn ta feeu gobbragh.,I believe that there are sixty acres there that are worth working.,840.1,843.6,
DF,Vel?,Are there?,843,844.2,
WC,Three-feed?,Sixty?,844,845,
WR,Three-feed acyryn ...,Sixty acres ...,844.3,845.5,
DF,Mmm.,Mmm.,845,846,
WR,Ta.,Yes.,845.3,846,
WC,Hmm.,Hmm.,846,847,
WR,... feeu gobbraghey.,... worth working.,846.4,848,
WC,"Ta, as ...","Yes, and...",847.5,849,
NM,"Ogh bee, t'eh, t'eh ooilley ersooyl dys, cha s'aym's yn, err, cha ren yn, yn, yn dooinney v'er, v'er, v'eh ayn, roish cha, cha, cha ren eh cur geill erbee da.","Och it will be, it's, it's all gone to, I don't know the, err, the man who was on it, he was there, he didn't, before he didn't give it any attention.",848,859.6,
WC,Hmm.,Hmm.,859,861.4,
WR,"Cha ren, uh hum.","No, uh hum.",859,861.4,
DF,Cha ren.,No.,859,861.4,
WR,"Va mish er y Colloo mysh shey ny shiaght bleeaney er dy henney, marish Juan Geill as Derick Cregeen, as v'eh, v'eh jeeaghyn sollagh eisht, yn, yn thalloo, lane dy trustyryn, as stoo.","I was on the Calf about six or seven years ago, with John Geill and Derick Cregeen, and it was, it was looking dirty then, the, the land, full of weeds, and stuff.",861,875.2,
DF,Hmm.,Hmm.,870.4,872,
NM,She.,Yes.,873.3,874.3,
DF,"Hmm, ta.","Hmm, yes.",875,876.5,
NM,"Oh well ta palchey obbyr, ...","Oh well there is plenty of work, ...",876,879,
DF,... dy ve jeant echey.,... for him to do.,878,879.6,
NM,"... son dy ve jeant, dy ve jeant ayns shen nish.","... to be done, to be done there now.",879.2,882,
WC,Palchey obbyr [?]eisht.,Plenty of work [?]then.,879.2,882,
WC,She.,Yes.,881.8,882.6,
DF,She. Ah.,She. Ah.,881.8,882.6,
NM,Ta.,Ta.,882.2,883.2,
WC,"Ta mee er clashtyn va dooinney ayn, tammylt er dy henney, as va ram paitchyn baghey ayns shen.","I have heard that there was a man there, a while ago, and there were lots of children living there.",883,890,
WR,Nagh row yn ennym echey Garrett?,Wasn't he called Garrett?,889.5,891.7,
NM,"Oh va, va, ta err.","Oh yes, yes, yes err.",890.6,893,
WR,Garrett er lhiam dy row yn ennym echey.,Garrett was his name I think.,892,894.3,
NM,"Garrett, va. Ta, oh ta mee er nakin eh shen.","Garrett, yes. Yes, oh I have seen him.",892.5,896.2,
WC,"V'ad, v'ad paitchyn feer keoi ta mee credjal. Ta.","They were, they were very wild children I believe. Yes.",896,900,
NM,Oh v'eh keoi dy liooar eh hene!,Oh he was wild enough himself!,899.2,901,
WR,Row?,Was he?,900,901,
WC,Oh row?,Oh was he?,900.6,902,
DF,Vel eh?,Is he?,900.6,902,
WC,Oh?,Oh?,902,903,
NM,"Ta. V'ad, v'ad gra shen.","Yes. They were, they were saying that.",901.8,904,
DF,Hmm.,Hmm.,903,904.1,
WR,"Fer daag eh yn Colloo, hie eh gys y Twoaie.","A fellow he left the Calf, he went to the North.",904,906.5,
NM,"C'raad, c'raad t'eh hene, nagh vel eh baghey er yn Twoaie?","Where, where is he himself, doesn't he live in the North?",905.6,908,
WR,Boayl ennagh er y Twoaie. V'eh ansh erbee.,Somewhere in the North. He was anyway.,908,911,
NM,"Errr. Ayns, ayns err, ayns Kirk Michael?","Errr. In, in err, in Kirk Michael?",909.6,912,
WC,Oh ren?,Oh did he?,912,913,
WR,"Skylley Maayl ny Skylley Yurby cha s'aym's c'raad agh v'eh er y Twoaie kiart dy liooar. Cha s'aym vel eh nish ayns shen nish ny dyn, er lhiam nagh vel son cha nel mee clashtyn yn ennym echey nish.","Kirk Michael or Jurby I don't know where but he was in the North right enough. I don't know whether he is there now or not, I think that he isn't because I don't hear his name now.",912.3,924.1,
WC,"Well, vel far-ennym echey?","Well, does he have a nickname?",923.5,925,
WR,"Cha s'aym Walter, cha s'aym. Cha ren mee rieau fakin yn dooinney, ta mee er clashtyn jeh.","I don't know Walter, I don't know. I never saw the man, I have heard of him.",925,929.7,
WC,"Mmm, mmm.","Mmm, mmm.",928,932.5,
NM,"Oh ta mee er nakin eh, tra v'eh er y Colloo.","Oh I have seen him, when he was on the Calf.",929.4,932,
WR,Oh?,Oh?,931,932,
WC,Row eh dooinney liauyr?,Was he a tall man?,931.4,933,
NM,"Ta, va.","Yes, yes.",933,935,
WC,"Row? Va dooinney ayn as yn ennym cheddin myrgeddin as, va far-ennym echey Moocher.",There was a man with the same name too and his nickname was Moocher.,933.7,940.5,
WR,"Oh t- va enn aym er Moocher, cha row shen yn dooinney.","Oh I knew Moocher, that wasn't the man.",940.5,943.7,
WC,Oh? Oh. Mmm.,Oh? Oh. Mmm.,942.4,946.5,
WR,Cha row eshyn yn dooinney.,He wasn't the man.,946,947.6,
WC,"Ta mee er clashtyn tra v'eh, v'ad err, va'n paitchyn cheet dys Purt le Moirrey, da'n schoill, v'ad err, roie mygeayrt yn ellan shoh goll-rish conning!","I have heard that when he was, they were err, the children would come to Port St. Mary, to the school, they'd err, run around this island like rabbits!",947.5,959,
NM,"Quoi va'n err, err, ny paitchyn eshyn?","Who was the err, err, his children?",958.7,962,
WC,Tra va'n paitchyn cheet ...,When the children would come ...,959.9,961.7,
WC,"Ta, cheet veih'n Colloo.","Yes, coming from the Calf.",962,963.7,
NM,"Oh huh, cha row ad rieau, cha row ad rieau goll dys schoill ec Purt le Moirrey.","Oh huh, they were never, they weren't ever going to school at Port St. Mary.",963,967.4,
WC,Nagh row?,Weren't they?,967,968,
NM,"Cha row, cha row ad rieau goll dys y schoill tra v'ad, v'ad er y Colloo, v'ad ro, v'ad ro veg! Son shen.","They weren't, they weren't ever going to school when they were, they were on the Calf, they were too, they were too little! For that.",967.6,974,
WC,Ta.,Yes.,973,974,
WR,Cha jinnagh ad geddyn gagh laa ...,They wouldn't get each day ...,974,975.6,
DF,"Ta, ta.","Yes, yes.",974.5,975.6,
NM,Oh va.,Oh yes.,975,976.3,
WC,Mmm.,Mmm.,975.2,977,
DF,"Un laa nurree, honnick mee um, c'red ta'n ennym echey, err, yn dooinney Yernagh va ayns shen, Mitchell. Ayns shen as va'n folt echey liauyr atchimagh cha naik mee rieau yn lheid roie.","One day last year, I saw um, what was his name, err, the Irish man who was there, Mitchell. There and his hair was awfully long I never saw the like before.",976.5,988,
NM,She?,Yes?,984,985,
WC,Oh she.,Oh yes.,983.6,985.4,
WR,She.,Yes.,984.3,985,
WC,Er y Colloo?,On the Calf?,988,989.1,
DF,"V'eh bunnys sheese dys, dys ny, yn slongan [sic = shlingan] echey.","It was nearly down to, to the, his shoulder blade.",988.4,992,
NM,[?]Vel?,Is it?,989.5,991,
WC,Ny geayltyn?,The shoulders?,991,992.3,
NM,"C'raad, c'raad ren oo fakin eh?","Where, where did you see him?",992,994,
DF,Er y Colloo.,On the Calf.,993.5,994.5,
NM,Oh tra v'eh er y Colloo?,Oh when he was on the Calf?,994.4,996.5,
WR,Va.,Yes.,995,995.7,
WC,Va.,Yes.,996,997,
NM,"Well, c'raad t'eh nish?","Well, where is he now?",996.7,998.2,
DF,What?,What?,997.6,998,
NM,"Vel eh, vel eh ayns yn Ellan nish?","Is he, is he in the Island now?",998.2,1000,
DF,"Well, she, Balley Yelse.","Well, yes, Ballayelse.",999.7,1001,
WR,Balley Yelse.,Ballayelse.,1000,1001.5,
WC,T'eh heose ayns Balley Yelse.,He is up in Ballayelse.,1000,1002,
NM,Oh t'eh ec Balley Yelse vel?,Oh he's at Ballayelse is he?,1001.2,1003,
WC,Ta.,Yes.,1002.8,1003.2,
DF,Ta.,Yes.,1003,1004,
NM,"Well, ren, ren peiagh ginsh dooys dy row eh ersooyl dys, dys Sostyn ny boayl ennagh.","Well, someone told me that he had gone to, to England or somewhere.",1003.5,1009.9,
DF,Oh cha nel.,Oh no.,1009,1010,
WC,Cha nel.,No.,1010,1011,
NM,Oh t'eh ayns Balley Yelse.,Oh he's in Ballayelse.,1010.3,1011.5,
WC,Mmm.,Mmm.,1011,1013,
NM,Ah well.,Ah well.,1012.3,1013.5,
DF,"Cha nel y boayl shen feeu edyr, vel?","That place isn't worth anything at all, is it?",1013,1015.4,
NM,"Huh mannagh re, mannagh noddagh eh jannoo beaghey er y, er y Colloo err, cha noddagh eh jannoo eh ayns Balley Yelse monney!","Huh, if he couldn't make a living on the, on the Calf, err, he couldn't do it in Ballayelse much!",1014.8,1022,
WC,[laughs],[laughs],1021.1,1022.4,
DF,Ta mee er clashtyn shen! Aye. [laughs] She.,I have heard that! Aye. [laughs] Yes.,1022,1025,
WC,[laughs] [coughs],[laughs] [coughs],1023.4,1026,
NM,Oh cha nel cha nel cha nel.,Oh no no no.,1023.3,1025.3,
WR,Va'n jishig aym's gra shen.,My father used to say that.,1025,1027.2,
NM,"Oh va, va, ta boayl mie echey, err, echey, er y Colloo!","Oh he had, he had a good place, err, on the Calf!",1026,1030.5,
DF,Cre? She.,What? Yes.,1028.5,1030.5,
NM,My yinnagh eh er gobbragh eh.,If he'd have worked it.,1029.8,1031.5,
DF,"Gobbragh eh, she.","Worked it, yes.",1030.8,1032.5,
WC,She.,Yes.,1031.4,1032,
DF,"Oh cha row eh jannoo veg, v'eh goll mygeayrt err, [?]conneeyn (unclear) ...","Oh he wasn't doing anything, he was going around err, [?]rabbits (unclear) ...",1032,1035.6,
NM,"Aye ta, v'eh ah, harrish dy chooilley laa bunnys.","Aye, yes, he was ah, over everyday nearly.",1034.3,1038.5,
DF,"Va, va.","Yes, yes.",1037.4,1039,
NM,"Lesh y, lesh y mwyllin y jouyl voish y, voish y, voish y Keyllys dys Purt le Moirrey ...","With the, with the devil's mill (i.e. motorcar) from the, from the, from the Sound to Port St. Mary.",1038.2,1042.7,
DF,She.,Yes.,1042.6,1043.3,
NM,... back reesht.,... back again.,1043,1045,
DF,She.,Yes.,1045,1046.3,
WC,Va.,Yes.,1045,1046.3,
DF,V'eh freayll yn mwyllin y jouyl ayns ...,He'd keep the devil's mill in ...,1046,1047.7,
NM,Va mee fakin eh bunnys dy chooilley laa!,I'd see him almost every day!,1046.6,1048.6,
WC,Ren?,Yes?,1048.2,1049.5,
DF,Ta?,Yes?,1048.2,1049.5,
NM,Ta.,Yes.,1049,1050,
WC,Hmm.,Hmm.,1050,1051.4,
DF,"As ta mee fakin dy vel y baatey, Yn Leprechaun le- lesh um, Fred Faragher neesht.","And I see that the boat, The Leprechaun is Fred Faragher's too.",1051,1058.5,
WC,Oh?,Oh?,1058,1059.4,
DF,Yn baatey.,The boat.,1059,1060,
NM,She?,Yes?,1059.5,1060.5,
DF,"Yn Leprechaun. V'eh lesh Mitchell, ayns shen.","The Leprechaun. It was Mitchell's, there.",1060.2,1063,
NM,She?,Yes?,1062.5,1063.7,
WC,Mmm.,Mmm.,1063,1064,
DF,Ta shen baatey mie neesht.,That's a good boat too.,1063,1065,
WC,T'eh?,It is?,1064.5,1066,
DF,Oh t'eh baatey yindyssagh.,Oh it's a wonderful boat.,1064.5,1067,
NM,"Oh cha row cha row va'n, va'n baatey shen cha row eh err, cha row eh, da, cha row yn baatey shen, baatey lesh ...","Oh that boat wasn't, wasn't, that boat wasn't err, it wasn't, to, that boat wasn't, the boat belonging to ...",1066.7,1077.6,
WR,Mitchell?,Mitchell?,1077.2,1078.2,
NM,Mitchell.,Mitchell.,1078,1079,
WC,Mmm.,Mmm.,1078.4,1079.4,
DF,Nagh row?,Wasn't it?,1078.2,1079.4,
NM,"Cha row, cha row.","No, no.",1079,1080.5,
WR,"Cha row, cha row.",No.,1079,1080.5,
DF,"V'eh lesh yn, yn ...","It was owned by the, the ...",1079,1081,
NM,Yn Colloo.,The Calf.,1080.7,1081.6,
DF,"Yn Colloo, oh shen eh. Oh shen eh.","The Calf, oh that's it. Oh that's it.",1081.4,1084,
NM,"Ny, ny, dooinney, ny, yn dooinney va, va, va err, ren err, cur yn Colloo da ...","Or, or a man, or, the man who was, was, was err, who did err, give the Calf to ...",1081.7,1089.5,
DF,Shen eh!,That's it!,1089,1090,
NM,"... da'n, da'n err, well cha s'aym quoi eh hene, agh err, va'n baatey le- lesh shen.","... to the, to the err, well I don't know who he himself is, but err, he owned the boat.",1089.8,1096.1,
WR,"Lesh yn fer shen, Popplewell va'n ennym echey nagh row?","That fellow, Popplewell was his name wasn't it?",1095.9,1099,
DF,"She, as t'eh scruit, t'eh scruit er ec ...","Yes, and it is written, it's written on at ...",1095.9,1100.1,
NM,"Cha s'aym's nee Popplewell nee, ny quoi v'eh. Agh va, va, agh ren eh, ren dooinney ennagh myr shen ren peiagh ennagh err, cur yn baatey da'n Colloo.","I don't know if it was Popplewell or who he was. But there was, was, but he did, some man like that did, someone err, gave the boat to the Calf.",1099.2,1111.9,
DF,"She, t'eh scruit ec jerrey yn baatey ...","Yes, it's written at the end of the boat ...",1111.8,1114,
NM,She?,Yes?,1114,1115,
DF,"... Yn Leprechaun, Yn Colloo.","... The Leprechaun, The Calf.",1114,1116.6,
NM,"Oh ta, va sh-, va shen ayns y, ayns y vaatey.","Oh yes, that w-, that was in the, in the boat.",1117,1119.8,
DF,"T'eh scruit sheese, scruit sheese (unclear). Va, va.","It's written down, down (unclear). Yes, yes.",1116,1120,
NM,[laughs] cha s'aym's.,[laughs] I don't know.,1120,1121,
DF,"As t'ad freill [sic = freayll] eh, t'ad freill eh bunnys ec yn, ec yn boayl t'ad enmys, t'ad genmys Cow Harbour ayns shen. Vel enn ayd er y boayl shen?","And they keep it, they keep it nearly at the, at the place they call, they call Cow Harbour there. Do you know that place?",1120.7,1128,
NM,"Ta, enn mie aym.","Yes, know it well.",1127.5,1129,
DF,(Enn) mie.,Know it well.,1128,1129.5,
NM,Ta. ,Yes.,1129,1130,
DF,Vel ennym Gailckagh er?,Is there a Manx name for it?,1129.7,1131.4,
NM,"Cha, cha ren mee rieau clashtyn.",I didn't ever hear.,1131,1133,
WR,Cha ren?,No?,1133,1134,
NM,"Cha ren, cha ren.","No, no.",1133.5,1135.2,
WR,Hmm.,Hmm.,1135,1136,
NM,"Cha ren, Cow Harbour.","No, Cow Harbour.",1135.8,1138,
WR,Vel dty naim son freayll booaghyn er y Colloo?,Is your uncle able to keep cows on the Calf?,1137.5,1140,
DF,"Err ta mee smooinaghtyn dy vel ollagh echey, cha s'aym's edyr.","Err I think that he has cattle, I don't know at all.",1139.7,1143,
WC,Huh? Hmm.,Huh? Hmm.,1142,1144,
WR,(Unclear),(Unclear),1143,1144,
DF,"Foddee bee booa echey son, son bainney ansh erbee.","Maybe he'll have a cow for, for milk anyway.",1143,1146,
NM,"Oh bee eh laccal, bee eh laccal booa er y, er y th-, er y Colloo nish.","Oh he will be wanting, he'll be wanting a cow on the, on the l-. on the Calf now.",1145.7,1150,
WC,"Bee, bee hmm.","He will, yes hmm.",1147.5,1150,
WR,Mmm.,Mmm.,1150,1151,
WC,Ta ram kirree echey nagh vel?,He has lots of sheep doesn't he?,1150.2,1152,
DF,"Oh kirree dy liooar echey, she.",Oh he has plenty of sheep yes.,1151.4,1153.7,
WC,Mmm.,Mmm.,1151.5,1152.8,
WR,Foddee bee eh freayll goayryn son bainney.,Maybe he'll be keeping goats for milk.,1153.2,1155.6,
DF,Cha s'aym's edyr.,I don't know at all.,1155.2,1157,
WC,"Foddee, foddee, ta.","Maybe, maybe, yes.",1155.8,1157.7,
WR,Hmm. Shen boayl mie son goayryn.,Hmm. That's a good place for goats.,1156.3,1159.5,
NM,Oh ta. Huh.,Oh yes. Huh.,1157.3,1160,
DF,Huh.,Huh.,1159.1,1160,
NM,Cha n- Ta goayryn er!,There are n- there are goats on it!,1159.6,1161.4,
WC,Vel?,Are there?,1161.3,1162.3,
NM,"Ta goayryn er y, er y, er y, er y Colloo.","There are goats on the, on the, on the, on the Calf.",1162,1164.5,
WR,Ooh oh? Vel ad keoi?,Ooh oh? Are they wild?,1163.5,1165.6,
DF,She t'ad keoi. Keoi t'ad.,Yes they are wild. Wild they are.,1164.2,1166.6,
NM,"T'ad cha keoi, t'ad cha keoi, cha noddagh ad tayrtyn ad nish.","They are so wild, they are so wild, they couldn't catch them now.",1165,1168.8,
WC,Oh?,Oh?,1166.6,1167.6,
WR,(unclear) shen mie dy liooar.,(unclear) that well enough.,1168.7,1170.1,
WC,Dy jarroo!,Indeed!,1169.2,1170.4,
DF,Hmm.,Hmm.,1169.2,1170.4,
WC,"Mmm, bee shen mie, mie dy liooar gee.","Mmm, that will be good, good enough for eating.",1170.8,1173.6,
NM,[laughs] Oh veagh!,[laughs] Oh it would be!,1173.4,1176,
DF,Hmm.,Hmm.,1174,1176.6,
WR,Mmm.,Mmm.,1174,1176.6,
NM,"Cha jean red erbee tayrtyn agh, ad as gunn!",Nothing will catch them but a gun!,1176.4,1179.5,
WR,"Hmm, hmm, hmm.","Hmm, hmm, hmm.",1179.4,1183.4,
WC,"[laughs] ta oh. Oh bee. She, [?]dy liooar.","[laughs] yes oh. Oh yes. Yes, [?]enough.",1179.4,1189.2,
NM,"Well vel red erbee e-, ...","Well do you have anything el-, ...",1189,1190.6,
DF,Vel uss ...,Are you ...,1190.2,1192,
NM,"... red, red erbee arragh ayd dy gra?",... anything more to say?,1191.2,1193.6,
WC,Mmm.,Mmm.,1193.6,1194.7,
DF,Oh cha s'aym's edyr oh ta ram stoo ayns y kione aym's foast.,Oh I don't know at all oh there's lots of stuff in my head yet.,1193.7,1197,
NM,Eh?,Eh?,1196.8,1197.5,
DF,Ta ram stoo ayns y kione aym's foast.,There's lots of stuff in my head still.,1997,1199.3,
NM,Vel?,Yes?,1199.3,1200,
WR,Oh.,Oh.,1199.5,1200.5,
NM,Cre'n aght nagh vel oo cur eh magh eisht?,Why don't you put it out then?,1200.3,1202,
WC,Ta.,Yes.,1202,1203,
DF,Huh?,Huh?,1202.7,1203.6,
WR,Kys ta Eleanor Karran jannoo Ned?,How is Eleanor Karran doing Ned?,1202,1204.2,
NM,Oh t'ee feer moal.,Oh she is very poorly.,1204,1205.5,
WR,Vel ee?,Is she?,1205,1206,
NM,"Ta, ta, t'ee feer moal.","Yes, yes, she's very poorly.",1206,1208,
WR,Cha nel ee sharaghey?,She is not improving?,1206.4,1207.6,
DF,Vel ee?,Is she?,1207.6,1208.7,
NM,"Ta'n, ta'n coraa eck mie dy liooar, agh shen ooilley.","Her, her voice is ok, but that's all.",1207.8,1211.3,
WC,Oh?,Oh?,1210,1211,
WR,Mmm. Dy jarroo.,Mmm. Indeed.,1211,1213,
WC,Ta.,Yes.,1212,1213,
NM,Shen ooilley. Cha noddagh ee girree wheesh ass y voayl t'ee soie.,That's all. She couldn't get up so much as out of where she is sitting.,1212.1,1218,
WR,Cha nod ee gleashagh.,She can't move.,1218,1219,
NM,"Shen, shen, err ...","That's, that's, err ...",1219,1220,
DF,"Vel ee, vel ee ny lhie, ny lhie 'sy lhiabbee?","Is she, is she lying, lying in bed?",1219,1222,
WR,(unclear),(unclear),1219.8,1221,
NM,"Cha nel, cha nel, t'ad, t'ee, t'ee girreeit oc, t'ad, t'ad, foddagh ad cur ee ayns y, ayns y, ayns y stoyl-drommey as shen y voayl, foddagh ee ...","No, no, they, she, they get her up, they, they, they can put her in the, in the, in the armchair and, that's where she could ...",1221.7,1231.7,
WR,Shen ooilley.,That's all.,1229,1230.7,
WR,"Mmm, mmm, mmm.","Mmm, mmm, mmm.",1229,1233,
WC,Ta.,Yes.,1232,1233,
NM,"Soie, (unclear) ...","Sit, (unclear)...",1231.4,1234.2,
DF,"Soie. Soie ayns shen, feiy yn laa.","Sit.. Sit there, all day.",1231.8,1235,
NM,"She, feiy laa.","Yes, all day.",1234.7,1236.2,
DF,Feiy laa.,All day.,1236,1237,
WR,Hmm.,"Hmm, hmm.",1235,1236.2,
WC,Hmm.,Hmm.,1237,1238.5,
NM,"Oh ta, ta.","Oh yes, yes.",1237.8,1239,
DF,Oh ta shen job olk eisht.,Oh that's a bad job then.,1238.3,1240.4,
NM,"Ta, as va mee taggloo, va mee taggloo rish y vraar eck, err, Jeheiney.","Yes, and I was talking, talking to her brother, err, on Friday.",1239,1244,
WC,Quoi?,Who?,1243.1,1244.3,
WR,Thomman?,Thomman?,1244,1244.7,
NM,Thom.,Thom.,1244.5,1245.2,
WR,Thom.,Thom.,1245,1245.6,
DF,Oh Thom?,Oh Thom?,1245.2,1246,
