English,Manx,Notes
"[NE: No, it’s Saturday, isn’t it.]",,
16. And tomorrow will be Sunday.,16. As bee laa ny vairagh Jydoonee,
[NE: And i’'s Sunday tomorrow.],,
17. No true Manxman ever went to work on the Sabbath.,17. Cha jagh rieau Manninagh dooie gys obbyr er y Ghoonaght.,
18. Do you intend going home to put a sight on them?,18. Vel shiu kiarail goll thie dy chur shilley orroo?,
[Do you intend to go home to see them?],,
"19. No, if all is well, we shall be in Ramsey this coming week.","19. Cha nel, my vees ooilley dy mie, beemayd ayns Rhumsaa sy chiaghtin shoh cheet.",
"[NE: No, if everything goes well, we’ll be in Ramsey next week.]",,
"20. If you’re not going home then, come and take dinner with us tomorrow.","20. Mannagh vel oo goll thie eisht, trooid as gow jinnair marin mairagh.",
"[NE: If you aren’t going home, come and have dinner with us tomorrow.]",,
"I will, thank you very much.","21. Nee’m, gur eh mie mooar eu.",
Notes on Lesson 8,,
"3. Could be translated, “How long it is since ...”",,
"5. ‘mleeaney,’ an example of eclipsis, as in Irish, ‘im bliadhna.’ (lit. = in the year.)",,
"6 ‘jeh,’ can mean both ‘of’ and ‘off.'",,
"7. Notice that in Manx, prepositions implying motion have a different form to that implymg rest, and also that two are required in Manx (magh ass y phurt = outwards out of the harbour.)",,
"8. ‘eeastee,’ the genitive form = of fishing (ollagh = cattle· thie-ollee cattle house.)",,
"10. ‘skeddan,’ generally considered as a collective noun, no plural required.",,
11. ‘ec  y traa t’ayn’ = at the time (that’s) in.,,
12. Adjectives generally follow the noun in Manx but sometimes are prefixed to form a compound word.,,
"13. ‘shen yn oyr’, or ‘shen y fa’ that’s the reason or cause. Hence the dialect expression, ‘that’s the for.’",,
"14. Future tenses of irregular verbs are difficult to memorise, and among native speakers one often hears, ‘jean oo cheet?’ for ‘jig oo?’ etc. This use of the future of Jannoo is usually accepted in colloquial Manx. Similarly in the subjunctive, ‘cha jinnagh eh clashtyn rhym.’ (He would not hear me.)",,
17. Doonaght = Sabbath; preposition and the def. article before a noun generally cause mutation.,,
18. Notice the idiom·for ‘going to visit.’,,
21. ‘gur eh mie mooar eu’ = may there be great good at you. The Irish use ‘míle’ = a thousand thanks.,,
Lesson 9.,,
1. Do you hear the children?,1. Vel shiu clashtyn rish [sic] ny paitchyn?,
[NE: Can you hear the kids?],,
2. They are shouting and calling to each other.,2. T’ad geamagh as gyllagh er y cheilley.,
3. They are coming out of school.,3. T’ad cheet magh ass y scoill.,
4. How great their joy to go home!,4. S’mooar ta’n boggey oc goll thie.,
[They’re really happy to go home!],,
5. Look how mischievious Robert is!,5. Jeeagh cho mitchooragh as ta Rob!,
6. Mischievious as was his father.,6. Mitchooragh myr va’n jishag echey.,
"[NE: Naughty, like his dad was.]",,
7. How happy are the days of youth! ,7. S’maynrey ta laghyn ny h-aegid.,
8. But they will never come back again.,8. Agh cha jig ad er-ash dy bragh.,
9. Will you come with me to the mountain?,9. Jig shiu maryms dys y clieau?,
10. Yes what lovely weather! (that’s in),"10. Hig, s’aalin ta’n emshir t’ayn.",
11. What road shall we take?,11. Cre’n raad gowee-mayd?,
[NE: What way will we go?],,
12. Let us take the high road.,12. Lhig dooin goaill y raad mooar.,
[NE: Let’s take the highway.],,
13. Do you see that thatched house?,13. Vel shiu fakin y thie-thooit shen?,
"14. Yes, who lives in it?","14. Ta, quoi ta baghey aynsyn?",
15. There’s no one living in it.,15. Cha nel peiagh erbee baghey aynsyn.,
16. It is only a ruin now.,16. Cha nel eh agh tholtan nish.,
17. There was an old woman dwelling there.,17. Va shenn ven cummal ayns shen.,
18. She had wonderfully good Manx.,18. Va gailck mie yindyssagh eck.,
19. She didn’t understand a word of English.,19. Cha ren ee toiggal fockle dy Vaarle .[1],".[1] Cha ren ee toiggal fockle dy Vaarle.] — the original Manx is ommitted from the book in error, but reconstructed here from the pronunciation guide and English version."
20. She would speak to her dog.,20. Yinnagh ee loayrt rish y moddey eck.,
21. The dog understood Manx then?,21. Va’n moddey toiggal y Ghailck eisht?,
"22. Yes. Indeed, he never heard the English language.","22. Va dy jarroo, cha geayll eh rieau y ghlare Vaarlagh.",
Notes on Lesson 9,,
"2. Verbs commencing with a vowel are preceeded by ‘g’ to form the verbal noun (infinitive). This is a relic of the Gaelic ‘aig’ (at). Note that the Manx idiom is to shout or call ‘on’, not ‘at’ or ‘to’ as in English. ‘Er y cheilley’ = literally, on his fellow.",,
5. ‘cho ... as’ equivalent to ‘as ... as’ in English.,,
7. When two vowels come together at the end of one and beginning of another word an ‘h’ is often inserted.,,
"8. In the Manx Bible the English word ‘back’ (adverb) is often found, although ‘er-ash’ gives the equivalent: ‘cheet er-ash = coming back, re-appearing.",,
"17. ‘cummal’ = holding, dwelling. Used either as noun or verbal noun.",,
Lesson 10,,
Revision Exercises for Oral Practice).,,
1. Who’s that at the door? ,1. Quoi shen ec y dorrys?,
"2. Is it thou, Ned? Come in.",2. Nee uss t’ayn Ned? Trooid stiagh.,
[NE: Is it you Ned? Come in.],,
3. Did you come from Ireland?,3. Daink shiu veih n’Erin?,
"4. No, who was saying that?","4. Cha daink, quoi va gra shen?",
"[NE: No, who said that?]",,
5. Did you see the newspaper tonight?,5. Naik shiu y phabyr-naight noght?,
"6. No, was there anything new in it?","6. Cha naik, row veg noa aynsyn?",
7. There was a new boat in Douglas.,7. Va baatey noa ayns Doolish.,
8. She came into the harbour last night.,8. Haink ee stiagh ’sy phurt riyr.,
9. She left at midday.,Ren ee faagail ec mun-laa.,
10. She will not be long away.,10. Cha bee ee foddey ersooyl.,
[NE: She won’t be gone for long.],,
11. Did you come from Douglas?,11. Daink shiuish veih Doolish?,
"12. No, I was in Ramsey.","12. Cha daink, va mish ayns Rhumsaa.",
13. Did you see Tom Mylchreest there?,13. Naik shiu Thom Mylchreest ayns shen?,
"14. Yes, he was buying a horse.","14. Honnick, v’eh kionnaghey cabbyl.",
15. Will you be home again tonight?,15. Bee shiu thie reesht noght?,
16. If all be well.,16. My vees ooilley dy mie.,
[NE: If everything goes well].,,
17. Were you at Tom Beg’s house?,17. Row shiu ec y [sic] thie Hom Beg?,
"18. Yes, but there was no one at home.","18. Va, agh cha row peiagh erbee sthie.",
19. Tom  was out in the boat.,19. Va thom mooie ’sy vaatey.,
20. Aren’t yonder boys from Ireland?,20. Nagh vel ny guillyn shid veih’n Erin?,
[NE: Aren’t those boys over there from Ireland?],,
"21. No, they are from Scotland.","21. Cha nel, t’ad voish ’n Albin.",
22. It’s looking like rain.,22. Te jeeaghyn rish fliaghey.,
23. It is not raining yet.,23. Cha nel eh ceau foast.,
24. Thou wilt not be long going home.,24. Cha bee oo foddey goll thie.,
[NE: You won’t be long going home.],,
"25. Once I was young, but now am old.","25. Keayrt va mee aeg, agh nish ta mee shenn.",
26. Once I had plenty but now I have nothing.,"26. Keayrt va palchey aym, agh nish cha nel veg.",
27. Wilt thou come tomorrow?,27. Jean oo cheet mairagh?,
"28. No, I’ve too much to do.","28. Cha jean, ta rouyr ayms dy yannoo.",
29. Let the work wait.,29. Lhig da’n obbyr fieau.,
"30. Time enough, and procrastination.",30. Traa dy liooar as lhiggey my hraa!,
"[NE: No hurry, and wasting my time.]",,
Lesson 11.,,
“UP AND DOWN”,,
"The student is ofen confused by the use of so many words in Gaelic to express 'up ' and ' down,' so perhaps the following notes, table and examples will help to explain the occasions on which the various forms are to be used.",,
"First of all, everything must be considered from the position of the speaker, that is, immobile above or below him, going up from him or coming down towards him, or going down from him, or coming up towards him from below.",,
"The termination - EESE means 'down': - EOSE means 'up,' and the initial ‘H’ implies rest or immobility, while ‘S’ or ‘SH’ implies motion to some place or position away from the speaker and the initial ‘N’ signifies motion from some place towards the speaker.",,
Consider now the following table :-,,
UP,EESE,
DOWN,EOSE,
REST,H,
Motion away from the speaker ,"S, SH",
Motion towards the speaker,N,
Down below.,Heese,
Downwards,Sheese,
"From down, up from below",Neese,
"up, above.",Heese,
upwards ,Seose,
"from up, down from above",Neose ,
1. Ned is up on the top of the cow-house.,1. Ta Ned heose er mullagh y thie-ollee.,
2. And Hal is down on the ground.,2. As ta Hal heese er y thalloo.,
"3. Said Hal, “What art thou doing up there?”","3. Dooyrt Hal, “C’red t’ou jannoo heose ayns· shen?”",
"[NE: Hal said, “What are you doing up there?”]",,
"4. Said Ned, “There's a hole in the thatch, come up and look at this Hal.”","Dooyrt Ned, ""ta  towl ayns y thoo, tar neese as jeeagh er shoh, Hal.”",
[NE: Ned said ...],,
"5. Hal went up, but it was cold.","5. Hie Hal seose, agh ve feayr",
6. He came down again to the ground.,"6. Haink eh neose, reesht gys y thalloo.",
7. He saw his mother down at the house.,7. Honnick eh y vummig echey heese ec y thie.,
8. She was calling him to come down to the house.,V’ee gyllagh er dy beet neose gys y thie.,
"9. Hal said to Ned, “I'm going down to get a drink.”",Dooyrt Hal rish Ned. “Ta mee goll sheese dy gheddyn jough,
"10. “Come down Ned, and we’ll go down together.”","“Tar neose, Ned, as hemmayd sheese dy cheilley.”",
Lesson 12,Lesson 12,
1. Did you ever go on the ‘quaaltagh’?,1. Ren shiu rieau goll er “Quaaltagh?”,
"2. Yes indeed, but alas!","2. Va dy jarroo, agh atreih!",
3. The Manx people don’t pay much heed to the old customs now.,3. Cha nel ny Manninee cur monney geill  da’n chenn chliaghtey nish.,
[NE: The Manx don’t pay follow the old customs now].,,
"4. Years ago, the young boys used to go (around) on the houses on Christmas Eve and New Year’s Day.","4. Bleeantyn er-dy-henney, b’oayllagh ny guillyn aegey goll er ny thieyn Oie’ll Voirrey as Laa ’n Ollick Beg.",
"5. At  the  door,  (a person) one would recite these words :",5. Ec y dorrys yinnagh peiagh aa-loayrt ny goan shoh :,
[NE: At the door you’d recite these words:],,
"6. A Merry Xmas on ye, and a very good year",6. “Ollick ghennal erriu as blein feer vie.,
7. Long life and health to the whole family.,"7. Seihll as slaynt da’n clane lught-thie,",
"8. Life and merriment living together,",8. Bea  as gennallys eu bio ry-cheilley,
[NE: (You) having life and cheer living together],,
9. Peace and love ’twixt women and men.,9. Shee as graih eddyr mraane as deiney,
[NE: Peace and love between women and men.],,
"10. Goods and wealth, stock and store,","10. Cooid as  cowryn, stock  as stoyr,",
"11. Plenty potatoes and herring enough,","11. Palchey phuddase as skeddan dy-liooar,",
"12. Bread and cheese, butter and beef,","12. Arran  as  caashey,  eeym  as roayrt.",
13. Death like a mouse in the corner of the barn;,"13. Baase myr lugh, ayns uhllin ny soalt;",
14. Sleeping safe when you’ll be in bed.,"14. Cadley sauchey tra vees shiu ny lhie,",
"15. And the tooth of the flea, may it not be good.”",15. As feeackle  y  jiargan  nagh bee dy mie.,
16. Then a dark-haired boy would be invited to enter the house.,16. Eisht veagh guilley lesh y kione dhoo cuirrit dy heet stiagh ayns y thie.,
"17. Drink and a bite of food were given him, the best they had in the house.",17. Va jough as greim dy vee currit da yn chooid share v’oc ayns y thie.,
"18. When they were drinking, the boy would say,","18. Tra v’ad giu, yiarragh y guilley:",
19. “Here’s health and peace and age of life.,"19. “Shoh slaynt as shee as eash dy vea,",
20. And happiness for ever.”,20. As maynrys son dy bragh.”,
Notes on Lesson 12,,
1. The custom and supersitions of ‘the first step’ are common to all Celtic peoples.,,
"2. “Oie’ll Voirrey,” (Colloquially pronounced eel verree) is an abbreviation of “Oie Feaill Voirrey,” (the night of, or before, the feast of Mary-Xmas Eve). The New Year festivities were known as the little Xmas.",,
"5. The prefix “aa” is equivalent to the Latin “re” = repetition, over again. “goan” is the plural of “goo” = Word, repute, fame, a saying.",,
"7. “seihll” = the world, and here means a person's lifetime in the world.",,
"9. “mraane,” the plural of “ben,” the r being strongly nasalised when spoken.",,
"10. “cowrey” = a sign, mark, omen, emblem, and the plural is “cowraghyn.” the form “cowryn” means emblems of prosperity, wealth.",,
"12. ‘roayrt’ = the flood tide, hence a great flow of anything. Beef was a great luxury in the hard times of long ago.",,
"“uhllin,” = elbow, corner, bend. The meaning here is doubtful, but perhaps that death will keep away and hide as the mouse in the barn.[2]",,"[2] [uhllin] = elbow, corner, bend. The meaning here is doubtful, but perhaps that death will keep away and hide as the mouse in the barn.[2]
uhllin] ‘an enclosure beside a farmhouse in which crops are stored’. In Anglo-Manx Dialect ‘a haggard’, here evidently mistaken for [uillin] ‘an elbow’."
"16. If by chance a fair-haired person should be first to enter on New Year's Day, it was a bad omen, and all the misfortunes of the following year would be heaped on his head",,
"Do not confuse “cuirrit” and “currit.” The former is from “cuirrey” to bid, invite, to sow (as corn) or to shoot (as the herring nets); the latter is from “cur,” to give or put.",,
"17. “jough” means drink of any  kind, but as home-brewed ale was once the main drink. it has come to means ale or beer. “greim dy vee,” “greim” = a bite grip, hold, or stitch. “vee” is from “bee” = food, victuals.",,
"This is the traditional Manx toast, used especially at weddings.",,
Lesson 13,,
"1. A Good New Year to thee, Alice.","1. Blein Vie Noa, dhyt, Ealish.",
[NE: Happy New Year Ealish.],,
"2. Thanks Robert, and the same to thee also.","2. Gur eh mie ayd, Rob, as shen dhyts neesht.",
"[NE: Thanks Robert, and the same to you too.]",,
3. Every good wish for health and happiness throughout the coming year.,3. Dy chooilley yeearree mie son slaynt as maynrys car ny bleeaney shoh cheet.,
4. The New Year is promising well.,4. Ta’n Vlein Noa gialdyn dy-mie.,
5. There’s fine weather now anyway.,5. Ta emshir braew ayn nish ansherbee.,
6. Have you made any resolutions for the New Year? (good intentions),6. Vel shiu er n’yannoo kiarailyn mie erbee son y Vlein Noa?,
7. Have you promised anything?,7. Vel shiuish er ghialdyn veg?,
8. I intend to give up tobacco.,8. Ta mee kiarail dy chur seose thombaghey.,
"9. That’s fine, but I’m afraid of thee, Rob.","9. S’mie shen, agh ta mee goaill aggle jeed, Rob.",
"[NE: That’s fine but I doubt you will, Rob.]",,
"10. It’s easy to promise, but easier to forget.",10. S’aashagh dy ghialdyn agh ny sassey dy yarrood.,
"11. A promise is like and egg-shell, made to be broken.","11. Ta gialdyn gollrish bleayst-ooh, jeant dy ve brisht",
"12. Not at all, I will not believe that.","12. Cha nee edyr, cha jeanym credjal shen.",
"13. For myself, I wouldn’t promise that (which) I couldn’t do.","13. Er my hon-hene, cha jinnin gialdyn shen nagh voddin jannoo.",
14. That’s enough for me. Alice! I’ll promise nothing.,14. S’liooar dou shen Ealish cha jeanyms gialdyn veg.,
15. Where’s my pipe and tobacco?,15. C’raad ta my phoid as thombagey?,
16. Shame on thee Robert!,16. Nearey ort Rob!,
[NE: Shame on you Robert!],,
"17. Did you have a good Christmas, Alice?","17. Row’n Ollick Vie eu, Ealish?",
"18. Very good, but there wasn’t a much peace in our house.","18. Feer vie, agh cha row monney shee ’sy thie ainyn.",
"19. There would be plenty at thee to do, I’m thinking.","19. Veagh palchey ayds dy yannoo, er-lhiam.",
"[NE: You’d have plenty to do, I’d say.]",,
20. I don’t mind the work.,20. S’cummey lhiams yn obbyr.,
21. What would Christmas be like without a family and friends to visit us?,21. Cre gollrish veagh yn Ollick fegooish cloan as caarjyn dy chur shilley orrin?,
Notes on Lesson 13,,
"2. ‘shen dhyts’ = that to thee, ‘yn lheid cheddin’ = the same, the very same, of the same kind.",,
"3. ‘car’ = a turn, twist, a turn round. Hence ‘car ny bleeaney,’ the full cycle of the year. ‘car y touree’ all the summer, ‘car y voghrey’ all the morning.",,
"5. ‘ansherbee,’ a colloquialism for ‘aght erbee,’ anyhow, any way, in any manner.",,
"8. ‘kiarail’ = care, forethought, purpose, design. ‘seose,’ pronounced either sohss or sooss.",,
"9. ‘afraid of thee,’ implying a doubt.",,
"10. ‘aashagh,’ ‘ny sassey.’ A number of adjectives in Manx are irregular in the formation of the comparat",,
"11. ‘gollrish’ literally ‘going unto,’ for ease of speech, the ‘ll’ is slurred.",,
12. ‘credjal’ sometimes written as spoken ‘cra’al’.,,
"13. ‘son’ or ‘er son’ = for, and when used with the personal possessive pronouns, they come between, ‘er dty hon,’ for thee ‘er e hon,’ for him, ‘er e son,’ for her, etc.",,
"14. ‘s’liooar’ dou’ = enough for me, but ‘s’liooar lhiam’ = enough with me, meaning ‘I can hardly think it’.",,
"19. ‘er-lhiam,’ a peculiar Gaelic idiom, meaning, ‘I suppose, think, in my opinion’.",,
Lesson 14,,
"1. There’s foul weather today, isn’t there?","1. Ta drogh-earish ayn jiu, nagh vel?",
"[NE: The weather is terrible today, isn’t it?]",,
"2. Yes indeed, wet and squally.","2. Ta dy jarroo, fliugh as rastagh.",
3. What a terrible night it was last night too!,3. S’atchimagh va’n oie riyr.,
4. It was blowing hard all night long!,4. Ve sheidey creoi fud ny h-oie.,
5. I hadn’t much sleep.,5. Cha row monney cadley ayms.,
[NE: I didn’t get much sleep.],,
6. Our house was all a-tremble.,6. Va’n thie ain ooilley er-craa.,
[NE: Our house was shaking.],,
7. And there was a lot of rain too.,7. As va ram fliaghey jeant neesht.,
8. It was raining heavy all day long.,8. Ve ceau trome feiy’n laa.,
9. We are not done with it either.,9. Cha nel shin rey rish noadyr.,
10. The glass is still falling [NE: The atmospheric pressure is still falling] and the wind getting up again.,"10. Ta’n gless tuittym foast, as ta’n gheay girree reesht.",
11. The sky is threatening for a full gale.,11. Ta’n aer baggyrt rish dorrin. ,
12. And after that more rain.,12. As lurg shen tooilley fliaghey!,
13. Look at yonder clouds!,13. Jeeagh er ny bodjallyn shid!,
[NE: Look at those clouds over there!],,
14. As black and dark as the night itself!,14. Cho dhoo as dorraghey as yn oie-hene.,
15. When might we hope for a change?,15. Cuin oddysmayd jerkal rish caghlaa? ,
16. There will not be a change for another week.,16. Cha bee caghlaa son shiaghtin elley.,
17. Did you see the boat coming in today?,17. Naik shiu y baatey cheet stiagh jiu?,
"18. Yes, and she had an awful trip.","18. Honnick, as va turrys agglagh eck.",
19. The sea was raging and big waves coming in on the shore.,19. Va’n cheayn freayney as tonnyn mooarey cheet er y traie.,
20. I’m glad that the boat has arrived in safety.,20. S’mie lhiam dy vel y baatey er roshtyn ayns sauchys.,
Notes on Lesson 14,,
"1. Both ‘earish’ and ‘emshir’ mean ‘weather time, period, season,’ but one generally hears earish used for bad weather and emshir for fine weather.",,
"2. ‘rastagh’ = boisterous, wild, and can be applied to a person meaning ‘uncouth,’ or rough.",,
"4. ‘fud’ =throughout, all through. ‘fud ny h-oie’ = literally, the through of the night.",,
6. ‘er-craue’ or ‘er-craa.’ Many such idioms occur in Manx.,,
"8. ‘feiy,’ can mean a ‘fathom,’ a large measurement, so ‘feiy’n laa’ might mean ‘the full measure of the day.’ Notice ‘fud ny h-oie’ but ‘feiy’n laa.’",,
"9. ‘noadyr’ = neither, not either. Notice the double negative ‘Cha nel ...... noadyr.’ In the dialect Manx one sometimes hears ‘nor me nither’ (neither). •",,
"10. ‘gless’ = ‘gless-earish,’ the barometer.",,
"11. ‘dorrin’ = a tempest, a hard blow of wind.",,
"12. ‘toilley’ = more besides, a flood. •",,
"20. ‘S’mie lhiam.’ = ‘Tis good with me, I like, I am glad.’",,
Lesson 15,,
"1. Is dinner ready yet, my dear?","1. Vel jinnair aarloo foast, y chree?",
"2. Yes, art thou alone?","2. Ta, vel oo dty lomarcan?",
"3. No, Jim Quine is here.","3. Cha nel, ta Jem Quine ayns shoh.",
4. He was working with us all the morning.,4. V’eh gobbragh marin car y voghrey.,
5. Is there anything in the pot for him?,5. Vel red ennagh ’sy phot er y hon?,
"6. Of course there is, and you’re welcome Jim.","6. Dy jarroo ta, as failt erriu, Jem.",
"7. Sit down here, art thou hungry?","7. Soie sheese ayns shoh, vel oo gaccrys?",
"8. I’m very hungry, thank you.","8. Ta accrys mooar orrym, gur eh mie eu.",
"9. That’s fine, get your fill then.","9. S’mie shen, goe dty haie eisht.",
"10. There’s fine big herring at you, Mistress Cannell.","10. Ta skeddan braew moarey eu, Venainstyr Cannell.",
"11. Yes, I got them from the fish-hawker this morning.","11. Ta, hooar mee ad voish yn cadjer moghrey jiu.",
12. Have you got the ‘stock’ put down yet?,12. Vel yn sthock currit sheese eu foast?,
"13. No, but we must do it shortly.","13. Cha nel, agh shegin dooin jannoo eh dy gherrit.",
14. Hal Mooar was telling me that a few fishing boats were already gone (away).,14. Va Hal Mooar ginsh dou dy row kuse dy vaatyn-eeastee hannah ersooyl.,
"15. How’s the old rascal, Big Hal?","15. Crenaght ta’n shenn riftan, Hal Mooar?",
"16. Och, his talkig annoys me.","16. Och, ta’n taggloo echeysyn cur y drogh orryms.",
17. How? (Why?) Was he going and grumbling?,17. Cammah? Row eh goll as gaccan?,
"18. He was complaining about everything,",18. V’eh gaccan mysh dy chooilley nhee.,
19. There was never much ‘rick’ on him.,19. Cha row rieau monney rick er.,
20. He would never work if he could get along (by) without it.,20. Cha jinnagh eh rieau gobbragh my oddys eh cosney shaghey fegooish.,
Notes on Lesson 15,,
‘y chree.’ The ‘y’ is the sign of the vocative case ‘cree’ = heart and used here as a term of endearment,,
"‘lomarcan’ must have the necessary  possesive pronoun before it, my , dty , ny , etc.",,
"6; ‘failt ort,’ (‘failt erriu,’ = Welcome! Another expression, ‘Shee dty vea,’ (nyn mea). In Scots Gaelic ’S e do bheatha; so ‘shee’ is probably a corruption of ‘she dty vea’ (’Tis thy life)",,
"7., 8. ‘accrys’ = hunger. Many nouns are used colloquially as verbs, but ‘ta  accrys orrym’ is a more literary form.",,
"9. saie, = sufficiency, satiety.",,
"12. ‘stock,’ the stock of herring salted down in a barrel!",,
"13. ‘Segin dou’ = I must. Compound of ‘she,’ (’tis) and ‘egin,’ (force, compulsion) and the prepositional pronoun ‘dou’,(to me) ‘dhyt’, ‘da’, etc.",,
"15. ‘riftanyn,’ the plural form = a mob, a rabble.",,
"16. ‘cur Y drogh er’ = putting the  bad on, making one mad, vexing.",,
"17. ‘cammah’, usually means ‘why, for what reason,’ Yet in Scots Gaelic it means ‘how?’, as ‘Ciamar a tha sibh?’ (How are you) This may bethe explanation of ‘how?’ being used in the dialect for ‘why?’",,
"19. ‘rick’, reason, determination, steadmess of character, reliability.",,
"20. ‘fegooish’. A, more literary form is ‘n’egooish,’ a similar construction to lomarcan, (Note 2). ‘m’egooish,’ without me, ‘dt’egooish,’ without thee, n’egooish,’ without him or without it. ‘cosney’ = gain profit, get, attain, win, earn.",,
Lesson 16.,,
"1. Have you any Manx yet, Thom?","1. Vel Gailck erbee eu foast, Hom?",
"[NE: Have you learnt any Manx yet, Tom?]",,
"2. Not much, but I’m making progress.",2. Cha nel monney agh t’eh cheet lhiam.,
3. I am glad to hear that.,3. Ta mee goaill boggey clashtyn shen.,
4. Get hold of it whilst you have the chance.,4. Gow greim urree choud’s ta’n chaa eu.,
"5. I'll do my best, anyway.","5. Neem my chooid share, ansherbee.",
6. I am going to the class this year.,6. Ta mee goll dys y vrastyl mleeaney.,
"7. It's marvellous the Manx you have, Dan.","7. S’yindyssagh y Ghailck t’euish, Dan.",
8. I wouldn't say that at all.,8. Cha n’yiarrins shen edyr.,
9. I'm only a learner like yourself.,9. Cha nel mish agh ynseydagh gollrhyt-hene.,
10. O that I were a scholar such as you.,10. O dy beigns scoilliar yn lheid euish!,
"11. There was plenty spoken in my youth,","11. Va palchey goll er loayrt ayns m’aegid,",
12. but I didn't pay much heed to it.,12. agh cha dug mee monney geill jee.,
13. My grandma and grand-dad would converse in Manx all day long.,13. Yinnagh my warree as my yishag wooar taggloo ry-cheilley ’sy Ghailck feiy’n laa.,
14. But I never got leave to learn it.,14. Agh cha row kied ayms gynsagh ee.,
"15. “Put away that book,” they would say.","15. “Cur ersooyl yn lioar shen,” yiarragh ad.",
16. “It will never earn a penny for you.”,16. “Cha jean ee dy bragh cosney ping er-dty-hon.”,
17. I had no idea (notion) that the old Manxfolk despised the Gaelic. •,17. Cha row eie erbee ayms dy row ny shenn Vanninee soiagh beg jeh’n Ghailck,
"18. “Tis worth nothing, the Manx, let it die,” they were saying sometimes.",18. “Cha n’eeu veg ta’n Ghailck. lhig j’ee geddyn baase.” v’ad gra ny-cheayrtyn.,
19.  Where did you get the Manx from then?,19. Cre voish hooar shiu y Ghailck eisht?,
"20. From the old Manxmen on the fishingboats, seventy years ago.","20. Veih ny shenn Vanninee er ny baatyn-eeastee, jeih bleeaney as tree feed er-dy-henney.",
Notes on Lesson 16,,
"2. ‘cheet lhiam,’ lit. ‘coming with me,’ = I am prospering, getting on [NE: I am managing to]",,
"3. ‘goaill boggey,’ lit. ‘taking joy,’ an idiom still sometimes heard in the dialect.",,
"5. ‘my chooid share.’ The Manx requires the noun ‘cooid,’ difficult to define exactly in English. It can mean, ‘goods, wealth, furniture a thing, merchandise, etc.’ [NE; an amount] ‘cooid-vooar’ = much, a great deal. ‘cooid hraie,’ = anything washed up on the beach.",,
"9. ‘gollrish’ = like, like him. ‘gollrhym’ = like me, and similarly for gollrhym-pene, like myself.",,
"10. ‘veign,’ ‘veagh oo,’ = I would, or might be, thou woulds't be. etc. The form ‘dy beign,’ ‘dy beagh oo,’ etc. is sometimes called the conditional future with the meaning, ‘if I might be, that I were, if thou shouldst be, etc.’",,
"11. Note the idiom, ‘going on speaking.’",,
"13. ‘ry-cheilley,’ = one to the other. ‘fud-y-cheilley’ = through the other, confused.",,
"14. ‘kied,’ =leave, permission, liberty.",,
"17. ‘eie,’ = idea, notion, and in another idiom, “Cren eie t’ayd er shoh?” = What have you to do with this, what business is this of yours?  ‘eie,’ as a verb = call, shout. ‘D’eie ad magh,’ = they called out.",,
"17. ‘soie, soiaghey’ = to place, set, sit, fix, etc. ‘soiaghey mooar jeh’ = to set a great deal by, to esteem, to think a lot of. ‘soiaghey beg jeh’ = set at nought, despise, think little of.",,
"18. ‘feeu’ = worth, worthy. When combined with the verb ‘she,’ the ’f is dropped, so we get “Sh’eeu eh,” = ’tis worth, “Cha n’eeu eh,’ = ‘tis not worth’. Notice the idiom for ‘dying,’ (finding, or getting death).",,
"20. ‘blein’ = a year, plural ‘bleeantyn,’ but ‘bleeaney’ is often used, although it is actually the genitive singular.",,
Lesson 17,,
1. There was a Manx Service in the Church this last Sunday.,1. Va Shirveish Ghailckagh ’sy Cheeill Jydoonee shoh chaie.,
"2. Everything was done in the mother-tongue without a word of English,","2. Va dy chooilley nhee jeant ayns chengey ny mayrey, dyn fockle dy Vaarle.",
3 ’Tis all Manx that was heard in the churches in the old times.,3. She ooilley Gailck va ry­chlashtyn ayns ny kialteenyn ’sy chenn earish.,
4. Many’s the time in my youth I heard Phil Tim praying in our Chapel.,4. Shimmey keayrt ayns m’aegid cheayll mee Phil Tim goaill padjer ’sy chabbal ain.,
"5. He would begin in English, but after a while he would have to stop.",5. Yinnagh eh goaill toshiaght ’sy Vaarle agh lurg tammylt b’egin da scuirr.,
6. Then he would continue inManx.,6. Eisht yinnagh eh goll er e hoshiaght ’sy Ghailck.,
"7. The Manx was his own native language, but the English was strange to him.","7. Va’n Ghailck e ghlare ghooie­ hene, agh va’n Vaarle ny ghlare yoarree da.",
,,
8. Wilt thou recite the Lord’s Prayer for me?,8. Jean oo fockley-magh Padjer y Chiarn er my hon?,
"9. I will, if I haven’t forgotten it.","9. Neem, mannagh vel ee jarroodit aym.",
"10. Fathr at us who is in Heaven, holy be Thy name,","10. “Ayr ain t’ayns Niau, casherick dy row Dt’ennym, ",
"11. May Thy kingdom come,","11. “Dy jig Dty reeriaght,",
12. Thy will be done on earth as it is in Heaven.,"12. “Dt’aigney dy row jeant er y thalloo myr te ayns Niau,",
13. Give us our bread today and each day.,"13. “Cur dooin nyn arran jiu as gagh laa,",
14. And forgive to us our sins as we are forgiving to those who do wrongs against us.,14. “As leih dooin nyn loghtyn myr ta shin leih dauesyn ta jannoo loghtyn nyn’oi.,
15. And lead not us into temptation,"15. “As ny leeid shin ayns miolagh,",
"16. But deliver us from evil,",16. “Agh livrey shin veih olk;,
"17. For with Thee (is) the kingdom, and the power, and the glory,","17. “Son Lhiats y reeriaght, as y Phooar as y Ghloyr;",
