English,Manx,Notes
"     People said, when Thomas was sick one time, that it was through the window he was showing his tongue to the doctor, when he wanted information about his stomach! I don’t know if that is true or not, but anyway, it was in that cabin that Thomas and Betsy were living for many years.","     Va sleih gra, tra va Thomase çhing keayrt dy row, dy re trooid yn uinnag v’eh er yeeaghyn e hengey da’n er-lhee, tra v’eshyn laccal fys er stayd y volg echey! Cha s’ ayms my s’feer shen ny dyn, agh aghterbee, she ’sy chabbane shen va Thomase as Betsy e ven baghey rish ymmodee bleeantyn.",
"     Thomas had been in a few battles, and in one of them, — I don’t know if it was in Waterloo — he lost a piece of bone from the top of his head, but the doctors had done a very good, nice job on the old creature’s head, through putting a silver plate over the hole so that his brains would be visible. I saw the silver plate with my own eyes tens of times, and Thomas would be saying that he would be often without a single penny, bar sixpence a day as a pension (annuity) because he had fought on behalf of his country; but was every quarter (year) he would get the money from Sargeant-Major Evans. The major was a very strange man, but that is another story!","     Va Thomase er ve ayns kuse dy chaggaghyn, as ayns ’nane jeu, — cha s’ ayms my ve ayns Waterloo — chaill meer dy chraue jeh mullagh e ching, agh va ny fir-lhee er n’yannoo startey feer vie yesh er kione yn çhenn chretoor, trooid claare-argid y chur harrish y towl nagh beagh ny h-enneeyn echey ry-akin. Honnick mish yn claare-argid lesh my hooillyn-hene jeihyn dy hraaghyn, as veagh Thomase gra dy beagh eh dy-mennick gyn ping erbee, agh shey pingyn ’sy laa myr argid-bea (toyrtys-vleaney) er-yn-oyr dy row eh er chaggey ass-lieh e heer; agh she gagh raiee yiogh eh yn argid veih Sgt.-Major Evans. She dooinney feer yoarree va’n major, agh she skeeal elley shen!",
"     Usually, Thomas was as cheerful as the cuckoo, and always as innocent as the dove, but he had one big fault — he was too fond of drink, and Betsy herself was not teetotaler!","     Dy-cadjin, va Thomase cho gennal as yn chooag, as dy-kinjagh cho oney as yn chalmane, agh v’aynsyn un oill vooar — v’eh ro ghraihagh er y jough, as cha row Betsy hene ny ben-obbltagh!",
,[15],
"     Although the old couple were so innocent, they weren’t believers at all, and little thought they had about religion. Thomas would only be going to the church  once every quarter, which is to say, the very Sunday before the pension pay-day, to remind Sgt.-Major Evans to that he was still alive!","     Ga dy row yn çhenn chubbyl cho oney, cha row ad nyn gredjuee edyr, as s’beg va’n smooinaght oc mychione craueeaght. Veeagh Thomase goll gys y cheeill agh un cheayrt gagh raiee, ta shen dy ghra yn Doonaght-hene roish laa-eeck yn argid-bea, er son Sgt.-Major Evans y chur ayns cooinaght dy row eh foast bio!",
"     Thomas would be getting credit on prearranged interest in a small shop, and in one or two of the inns, to wait for his pension day. After reaching the limit of his loan, Thomas and Betsy would be very poor, but the first thing the old soldier would do afterhe had got his money — and he was in this an example to many people today — was to go around to pay his debts, and after that, alas! he and Betsy would spend the rest on drink. But, as I have said, there would be have a shortage for weeks before the pension pay-day, and many’s the skill [ruse] Thomase would perform to get a little drop.","     Veagh Thomase geddyn daill gys sym reaght ro-laue ayns shapp veg, as ayns ’nane ny jees jeh ny thieyn-oastey, dy uirraghtyn rish laa yn argid-bea echey. Lurg roshtyn cagliagh yn ghaill[10], veagh Thomase as Betsey feer voght, agh she yn chied nhee yinnagh yn çhenn sidoor lurg da v’er n’gheddyn e argid — as v’eh ’sy chooish shoh ny hampleyr da mooarane sleih t’ayn jiu — va goll mygeayrt dy eeck e lhiastynys, as erreish da shen, atreih! yinnagh eshyn as Betsy baarail yn fooillagh er y jough. Agh, myr ta mee er ghra, veagh genney mooar orroo rish shiaghtinyn roish laa-eeck yn argid-bea, as shimmey yn schlei yinnagh Thomase dy gheddyn bine beg.",[10] yn ghiall] [yn ghioal]
"     So, one time, Thomas went to a stranger man who had opened an inn recently in the neighbourhood, and he asked him: “Fair man, will a get a pint of drink (ale) from you?”","     Myr shen, keayrt dy row, hie Thomase gys fer joarree v’er n’osley thie-oast er-y-gherrit ’sy naboonys, as yeearree eh er: “Ghooinney chair, nowyms pynt dy yough veue?”",
"     “Yes you will, if you have money,” answered the innkeeper.","     “Yiow shiu, my ta argid euish,” dreggyr yn oasteyr.",
"     “I’ll never be without silver”, [the same word is used for money and silver in Manx] said Thomas, and the man extended the drink to him. When he saw that he didn’t move at all to pay him, the innkeeper said, “Where’s the brass, man?”","     “Cha beem’s dy-bragh gyn argid,” dooyrt Thomase, as heeyn y dooinney y jough da. Tra honnick eh nagh ren eh gleashagh edyr dy eeck da, dooyrt yn oasteyr, “C’raad ta’n prash, y ghooinney?”",
"     “I have no brass, but I have silver,” answered Thomas, and he pulled his hat off, and he showed the silver-plate on the top of his head to the innkeeper. That surprised him, and he complained that he was decieved for {once??}.","     “Cha nel prash erbee ayms, agh ta argid ayms,” dreggyr Thomase, as hayrn eh e edd jeh, as yeeagh eh yn claare-argid er mullagh e ching da’n oasteyr. Hug shen yindys mooar ersyn, as cha ren eh gaccan dy row eh mollit son keayrt.",
"     One cold winter night, Thomase and Betsy were shivering in before a little bit of fire in the grate, and they were extremely cold and hungry, because there was only a week until the pension day.","     Un oie feayr gheuree dy row, va Thomase as Betsy bibbernee kiongoyrt rish cooid veg dy aile va ’sy chlean, as v’ad lheadey as g’accyrys, son cha now agh shiaghtin derrey laa yn argid-bea.",
"     Betsy sighed deeply and heavily, and she said:","     Dosnee Betsy dy-dowin trome, as dooyrt ee:",
"     “Do you know Thomas, I would like it if I were in Heaven.”","     “Vel fys ayds, Homase, b’laik lhiams dy beign ayns Niau.”",
     “What's that you said?” said Thomas.,     “Cre shen dooyrt oo?” dooyrt Thomase.,
,[16],
"     “I would like, in my heart, that I were in Heaven.” answered Betsy.",     B’laik lhiams ayns my chree dy beign ayns Niau.” dreggyr Betsy.,
"     “O, that will be, though,” said Thomas, “I myself would like it if I were in the inn with a pint of drink [ale] before me.”","     “O, nee shen myr te,” dooyrt Thomase, “b’laik lhiam-pene dy beigns ’sy thie-oast as pynt dy yough kiongoyrt rhym.”",
"     “Aren’t you selfish,” said Betsy, “you’re always searching (for) the best spot for yourself.”","     “Nagh sondagh oo,” dooyrt Betsy, “t’ou uss dy-kinjagh shirrey yn boayl share dhyt-hene.”",
"     “I can tell you many of such things about Thomas and Betsy,” said my uncle Edward, but that’s enough to show you hoe ??? and innocent the old people were long ago, and how grateful you, boys of this age ought to be for your educational advantages, and the Sunday School and its particular rights {??}","     “Foddym ginsh dhyt ymmodee dy lheid ny reddyn mychione Thomase as Betsy,” dooyrt my naim Edard, agh s’liooar shen dy yeeaghyn dhyt cre cho mee-hushtagh as oney as va’n çhenn sleih foddey-er-dy-henney, as cre cho booisal lhisagh shiuish, guillyn ny h-eash shoh y ve son ny vondeishyn-ynsee eu, as yn Schoill Doonee as e cairyn er-lheh.",
[Illustration],[Illustration],
THE RAGWORT,YN CUSHAG,
(Through the kindness of the Manx Museum),(Trooid kenjalys Yn Thie-Hashtee Vanninagh),
[17],[17],
,Scaan y Thie-Oast,
"     As Christmas is coming close, said my uncle Edward, it makes me think how people long age used to tell stories about ghosts around about the hearth on a long winter night about this time of the year. Learning and preaching of the Gospel has made a great change in this country since those days, as I remember, although I am not very old.","     Myr ta’n Ollick çheet er-gerrey, dooyrt my naim Edard, t’ee cur orrym smooinaghtyn kys b’oayllagh sleih foddey-er-dy-henney ginsh skeealyn mychione scaanyn mygeayrt-y-mysh y çhiollagh er oie liauyr gheuree mysh y traa shoh jeh’n vlein. Ta ynsagh as preaçheil yn Tushtal er n’yannoo caghlaa mooar ’sy cheer shoh neayr’s ny laghyn shen myr s’cooin lhiams, ga nagh vel mee feer shenn.",
"     I remember when I was a young man, that people would believe in the appearance of spirits, and I can name you several places where they would say that something would come in the night.","     Ta cooinaghtyn aym tra va mee my ghooinney aeg, dy beagh sleih credjal ayns çheet-rish spyrrydyn, as foddym genmys dhyt shiartanse dy ynnydyn raad veagh ad gra dy beagh red ennagh çheet ’syn oie.",
"     Actually, very decent people believed in their hearts that they had seen a spirit or a ghost or something (of) the sort, that they weren’t able to explain.","     Dy-firrinagh, va sleih feer doaieagh ayn credjal ayns nyn greeaghyn dy row ad er vakin spyrryd ny scaan ny red ennagh y lheid shen, nagh row eh çheet lhieu dy chur bun er.",
"     Your grandfather was a keen Methodist, as you know, and he was always angry about the supersition of his neighbours, and great indeed was his concern to show us and to keep us from putting faith in every stupid and foolish story about spirits and so on.","     Va dty haner ny Vethodist jeean, myr ta fys ayd, as v’eh corree dy kinjagh rish faasechredjue e naboonyn, as she mooar dy-jarroo va e imnea dy hoilshaghey dooin as dy reayll shin veih cur credjue ayns gagh skeeal ommijagh as thootagh mychione spyrrydyn as nyn lheid.",
"     By the time I had grown up (to be) a young man, I thought that I had no fear at all of so many spirits as there were in the world. But there was a time when I found out that I wasn’t as smart or brave as I thought, because it ‘fell out’ like this:","     Liorish yn traa va mee er n’aase seose my ghooinney aeg, va mee smooinaghtyn nagh row veg dy aggle orrym edyr roish whilleen shen dy spyrrydyn as v’ayns y theihll. Agh keayrt dy row hooar mee magh nagh row mee cho gastey ny dunnal as va mee smooinaghtyn, son huitt eh magh myr shoh:",
"     My father and my uncle Peter were almost alike in their worldly goods — people with a large amount around about them, but the money was scarce sometimes. There were five miles between our house and the house of my uncle Peter. To pay some debt, my father borrowed forty pounds from my uncle, and he promised to pay back the money to him without fail, the twentieth of November, that being the day before my uncle’s farm rent day; he realy needed the money to pay the rent, and the butcher who would be buying my father’s sheep had promised to pay fifty pounds to us a fortnight before the forty pounds would be needed. But although he made a promise, the butcher didn’t come forward according to his word, and my father had to explain to him how much he was pressured, and he promised again zealously that he would get the money in time.","     Va m’ayr as my naim Peddyr bunnys colaik ayns y chooid heiltagh oc — sleih lesh cooid-vooar mygeayrt-y-moo, agh s’goan va’n argid ny-cheayrtyn. Va queig meeilaghyn jeig eddyr y thie ainyn as y thie ec my naim Peddyr. Dy eeck lhiastynys ennagh ghow m’ayr daeed punt er eeasaght veih my naim, as ghiall eh dy eeck reesht yn argid da gyn failleil yn eedoo laa Mee Houney, shen yn laa roish laa-mayl balley-hallooin my naim; va feme echey dy-jarroo er yn argid dy eeck yn maayl, as va’n buitçhoor veagh kionnaghey kirree my ayrey er ghialdyn geeck jeih punt as daeed dooin kegeesh roish veagh y daeed punt femoil. Agh ga dy ren eh gialdyn, cha daink yn buitçhoor er-e-hoshiaght coardail rish e ockle, as b’egin da m’ayr soilshaghey da crenaght v’eh çhionnt, as ghiall eshyn reesht dy-jeean dy voghe eh yn argid ayns traa.",
"     There was an early winter that year, and there was snow and ice on the ground since days (before). The twentieth of November came without the butcher showing his face to us, and my father was almost out of his mind thinking about the upset he would cause my uncle Peter. But my mother said that he would be sure to come, if we were sedate and calm.","     Va geurey moghey ayn ’sy vlein shen, as va sniaghtey as rio er y thalloo neayr’s laghyn. Haink yn eedoo laa Mee Houney gyn yn buitçhoor y yeeaghyn e eddin dooin, as va m’ayr bunnys ass e cheeayl, smooinaghtyn er yn anvea verragh eh er my naim Peddyr. Agh dooyrt my vior dy beagh eh shickyr dy heet, dy beagh shin meein as feagh.",
"     Midday passed without the coming of the butcher, and my father was saying he would never get another sheep from him again, but at about three o’clock, the butcher came and paid him the fifty pounds! At this time, my father was on edge (in a panic) thinking about my uncle’s worry, and I volunteered to go with the money to his house that afternoon.","     Hie mun-laa shaghey gyn çheet y vuitçhoor, as va m’ayr gra nagh voghe eh dy-bragh keyrrey voishyn reesht, agh mysh tree er y chlag haink yn buitçhoor as d’eeck eh yn jeih punt as daeed! Ec y traa shoh, va m’ayr er-jeid smooinaghtyn er imnea my naim, as ren mish garral goll lesh yn argid gys e hie yn fastyr shen.",
"     My father wished that I would go on horseback, but because I was wanting to stay there two or three days, I chose to go on foot. It had become dark before I departed, and to make the route shorter, I went over the mountain.","     By vian lesh m’ayr dy raghyn er-mooin cabbyl, agh er-yn-oyr dy row mish geearree kied dy uirraghtyn ayns shen ghaa ny tree laghyn, ren mee reih goll er-cosh. Ve er n’aase dorraghey roish jimmee mee roym, as dy yannoo ny s’girrey yn raad, hie mee harrish y clieau.",
"I had only left the house half an hour, when it came on snowing heavily and dangerously.  I walked and I walked and to make the story short, I lost my way! The snow was coming down in big flakes and had made everywhere (an) unfamiliar (place) for me, with me walking for hours without knowing where I was going, and the strangeness, the silence, and (the fact) that I had £40 in my pocket had made me very afraid.","     Cha row mee er n’aagail nyn dhie agh lieh-oor, tra haink eh er ceau sniaghtey trome as dy-gaueagh. Hooyl mee as hooyl mee, as dy yannoo yn skeeal giare, chaill mee my raad! Va’n sniaghtey çheet neose ayns floagyn mooarey, as er n’yannoo dy-chooilley voayl ny voayl joarree dou, as mish shooyl rish ooraghyn gyn-yss dou c’raad va mee goll, as va’n joarreeid, yn tostid, as dy row daeed punt ’sy phoggaid aym er chur aggle mooar orrym.",
"     But I’d taken watch (seen to it) to bring a loaded revolver in the breast pocket of my coat, for fear of robbers.",     Agh va mee er n’ghoaill arrey dy chur lhiams revolver laadit ayns poggaid chleeau my chooat er-aggle roish roosteyryn.,
"     I don’t know how long I was walking like that, but I had become terribly tired, because, you know, it’s a more difficult thing walking a mile in snow than walking 3 miles on dry land.","     Cha s’ ayms cre cho foddey va mee shooyl ’naght shen, agh va mee er n’aase skee atçhimagh, son ta fys ayd, she red ny s’doillee[11] shooyl meeiley ayns sniaghtey na shooyl tree meeilaghyn er thalloo çhirrym.","[11] she red s’doillee] evidently intended for ‘it’s a more difficult thing’, for which [t’eh ny s’doillee] whoul be expected."
,,
"     It was clear to me that it was getting late, and I was afraid that I would have to lie down in the snow as tired as I was, when I saw light like candlelight through a window, and I made for it.  After I had come to the light I found out that it was coming from a window in a small dwelling, and how poor its appearance was.","     B’leayr dou dy row eh g’aase anmagh, as va mee goaill aggle dy b’egin dou lhie sheese ayns y sniaghtey cho skee va mee, tra honnick mee soilshey casley-rish soilshey cainleagh trooid uinnag, as ren mee er e hon. Erreish dou v’er jeet gys y toilshey, hooar mee magh dy row eh çheet veih uinnag ayns cummal beg, as s’boght va’n caslys echey.",
"          I knocked on the door, and the landlord, who was about to go to bed, to came to open it, and he showed me the way of the turnstile.  After reaching the turnstile, the road came gradually (back) to my memory, although the snow put a strange look on every place.","     Chrank mee er y ghorrys, as haink fer-y-thie, va er-çhee goll dy lhie, dy osley eh, as yeeagh eh dou raad ny keim-hyndaaee. Lurg roshtyn y cheim-hyndaaee, haink yn raad ny veggan as ny veggan gys my chooinaghtyn, ga dy row yn sniaghtey cur shilley joarree er dagh ynnyd.",
"    I remember there was an inn called the Crown nearby me, and I proposed that I wouldn’t go a step further than the inn because I still had 3 miles to make to my uncle Peter’s house, and I was now so tired that it was only by force that I was managing to put the one foot in front of the other, and it was still snowing.","     By chooinee lhiam dy row thie-oast enmyssit yn Crown er-gerrey dou, as hug mee roym nagh raghin kesmad ny sodjey na’n thie-oast, son va foast tree meeilaghyn aym dy yannoo dys thie my naim Peddyr, as va mee nish cho skee nagh row eh agh er-egin ve çheet lhiam dy chur yn derrey chass roish y nane elley, as ve foast ceau sniaghtey.",
"     I was afraid that the people of the inn would be away to be, and believe this (believe-you-me), it was myself who was encouraged when I saw light in the window of kitchen. I was almost too tired to knock on the door, when a young man came to open (it), and he brought me in.","     Va aggle orrym dy beagh sleih yn thie-oast ersooyl dy lhie, as creid shiu shoh, she mish-hene va currit ayns cree tra honnick mee soilshey ayns uinnag y çhamyr-aarlee. Va mee bunnys ro skee dy chrankal er y ghorrys, tra haink dooinney aeg dy osley, as hug eh lesh mee stiagh.",
"     I told him my condition, and that I had to get a bed there, and he went to bring his mother, and after I had gone over the story again for her, and for those who had spoken about the matter, the mother said:","     Dinsh mee my stayd da, as dy b’egin dou geddyn lhiabbee ayns shen, as hie eh dy chur lesh e voir, as lurg dou v’er n’gholl harrish yn skeeal reesht j’ee, as dauseyn v’er loayrt er y chooish, dooyrt y voir:",
"     “I’m sorry, Mister, we can’t give you lodging, even though the night is as cruel as it is. We only have one room that we aren’t using, and to tell you the truth, there’s something strange in that room, so it wouldn’t be worth you at all to look for sleep in it.”","     “S’treih lhiam, Vainshter, cha nodmayd cur aaght diu, eer dy vel yn oie cho dewil as t’ayn. Cha nel agh un rhum ainyn nagh vel shin jannoo ymmyd jeh, as ginsh yn irriney diu, ta red ennagh quaagh ayns y rhum shen, myr nagh b’eeu diu edyr y hirrey cadley ayn.[12]”","[12] myr nagh b’eeu diu edyr y hirrey cadley ayn.] Evidently the intended phrase is ‘so it wouldn’t be worth you trying to sleep in it, at all’ for which the expected translation would be [myr shen, cha beagh eh feeu diu cadley y hirrey ayn, edyr.] "
"     “I’ll take my luck, anyway,” I spoke.","     “Goyms m’aigh, aghterbee,” loayr mish.",
"     “That’s good,” said the woman, “but what I have said to you is true.” Then away she went to prepare a bite of supper for me, and to tell the daughter to get the bed ready. When I was having supper, I asked the woman what was up with the place, and I got the whole story from her. To be short, this is how it was;","     “S’mie shen,” as y ven, “agh s’feer shen ta mish er ghra riu.” Eisht ersooyl lh’ee dy aarlaghey greim shibberagh dou, as dy ghra rish yn inneen dy yannoo aarloo yn lhiabbee. Tra va mee goaill shibber, vrie mee jeh’n ven, c’red va jannoo er y voayl, as hooar mee yn clane skeeal vo’ee. Dy ve giare, shoh myr v’ee;",
"     They owned the inn, and they had concealed the story from everyone, afraid that it would do harm to the building and licence, but they were in a great hurry to sell it. No one but the mother and the son had heard the spirit, and they hadn’t mentioned a word to the daughter so that she wouldn’t take a fright, because her health was very poor, and they put strict charge on me not to speak to her about the matter, and the mother said:","     She lhiuesyn va’n thie-oast, as v’ad er cheiltyn yn skeeal veih dy-chooilley pheiagh, er-aggle dy jinnagh ee skielley da’n thie as oastys, agh va siyr mooar dy chreck eh orroo. Cha row fer erbee er chlashtyn yn spyrryd agh y voir as yn mac, as cha row adsyn er n’imraa fockle rish yn inneen nagh goghe ee aggle, son va’n slaynt eck feer voal, as hug ad currym gyere orryms gyn dy loayrt r’ee mychione y chooish, as dooyrt y voir:",
"     “This boy and I hear it almost every night, and sometimes more than once in the same night, but thank God, I don’t believe that the daughter has heard anything of it, because she’s sleeping in a loft behind the house.”","     “Ta’n guilley shoh as mish clashtyn eh bunnys dy-chooilley oie, as ny-cheayrtyn ny smoo na un cheayrt ’syn oie cheddin, agh booise da Jee, cha nel mee credjal dy vel yn innen er chlashtyn veg jeh, son t’ee cadley ayns lout cooyl-y-thie.”",
     “What do you hear?” I asked.,     “C’red vees shiu clashtyn?” vrie mish.,
"     This is how it is, she answered seriously, looking to the door for fear that she would by heard by the daughter, we would hear something opening the door — there’s no lock on it — and immediately shutting it after that. It was in that room that my husband died about a year ago, and my daughter did so much nursing until her health deteriorated, and in my heart I am afraid that she would, at some sudden time, hear the thing that is our worry, because it would be enough for her life {the end of her ??}, and it doesn’t matter to me if I would be gone from here even tomorrow, if I could get something like a proper price for the building.","     “Shoh myr te,” dreggyr ee dy-fastagh, jeeaghyn hug[13] y ghorrys er aggle dy beagh ee clashtit ec yn inneen, veagh shin clashtyn er[14] ennagh fosley yn dorrys — cha nel glass erbee er — as çhelleeragh jeigh eh ny lurg shen. She ’sy çhamyr shen hooar my ghooinney-sheshey baase mysh blein er-dy-henney, as ren yn inneen aym wheesh boandyrys er gys chaill ee e slaynt, as ta aggle er my chree, dy jinnagh ee traa ennagh dy-doaltattym, clashtyn yn red ta nyn moirey, er-yn-oyr b’liooar j’ee son e bioys, as s’cummey lhiams dy beigns ersooyl veih shoh mairagh-hene, dy nowin red ennagh gollrish leagh cooie son y thie.”","[13] jeeaghyn hug] ‘looking to’; [jeeaghyn rish] would be expected here, or [jeeaghyn lesh] ‘looking towards’.
[14] er] — although [fer] is intended here, [peiagh ennagh] would be expected for ‘someone’."
"     Straight away, the daughter came in and she put a candle on the table, and she said that my bed was ready, and she uttered “goodnight” to me. She had a withered and astonishing look, and how easy it was for me to believe that she wasn’t in good health, then we all went to bed.","     Er-y-chooyl, haink yn inneen stiagh as hug ee cainle er y voayrd, as dooyrt ee dy row my lhiabbee aarloo, as d’ocklee ee ‘oie vie’ orryms. Va caslys shymlit as thanvanagh urree, as b’aashagh lhiam credjal nagh row ee ayns slaynt vie, eisht hie shin ooilley dy lhie.",
"     The three bedrooms where I was, (with) the son, and the mother sleeping in them, were on the same floor, and the daughter was sleeping somewhere in the the top of the house. Due to my tiredness and the woman’s ghost story, I didn’t manage to sleep at all, and I had put my revolver on a small table near to me.","     Va ny tree shamyrym boayl va mish, yn mac, as y voir cadley ayndoo, er yn eaghtyr-laare cheddin, as va’n inneen cadley boayl ennagh ayns mullagh y thie. Kyndagh rish my skeeys as skeeal scaanagh ny ben, cha daink eh lhiam dy chadley edyr, as va mee er chur my revolver er boayrd beg er-gerrey dou.",
"     Some time after that I thought that I heard a sound outside of the room. I lit the candle quickly and I took a hold of my revolver, because I was fully prepared that I would find out if it was some rogue that was worrying these innocent people, that I would make a few holes in him! But, the next minute, when the door opened, I fell shaking like a leaf, and more like that when I saw the young girl in her nightwear coming straight to my bed, and looking calmly in my eyes, saying, “Are you getting better, dear father?”","     Traa ennagh ny lurg shen heill mee dy row mee clashtyn sheean çheu-mooie jeh’n çhamyr. Doad mee y chainle dy-tappee as ghow mee greim er my revolver, son va mee slane kiarit dy nowin magh dy nee mitçhoor ennagh va boirey yn sleih oney shoh, dy jinnin kuse veg dy huill aynsyn! Agh, yn nah vinnid, tra doshil yn dorrys, huitt mee er-craa gollrish duillag, as ny smoo myr shen tra honnick mee inneen aeg ayns e coamrey-cadley çheet dy-jeeragh gys my lhiabbee, as jeeaghyn dy-kiune ayns my hooillyn, gra, “Vel shiu couyral ayr my chree?”",
"     Then she turned on her heel, she shut the door after her, and I didn’t see her again until the morning.","     Eisht hyndaa ee er e boyn, yeigh ee yn dorrys ny jei, as cha vaik mee arragh ee gys y voghrey.",
"     The poor thing was the girl of the house, sleep-walking. Her concern and her care for her father throughout his illness had done great harm to her, and from the day he was buried, she had been getting up and walking in her sleep for a year, unknown to herself or to the mother or to her brother.","     She inneen y thie va’n voght, shooyl ny cadley. Va e h-imnea as e kiarail son e h-ayr trooid-magh e hingys er n’yannoo skielley mooar j’ee, as veih’n laa v’eh oanluckit, v’ee er ve girree as shooyl ny cadley rish blein, gyn-yss j’ee hene ny da’n voir ny da’n vraar eck.",
"     So, I am the man who brought down the ghost of the Crown, and the gratitude of the mother and the brother to me was beyons measure (incredible). We were friends forever, and I would go to the Crown as I would be going home, said my uncle Edward.","     Myr shen, she mish y dooinney ren cur sheese scaan y Crown, as va booise ny mayrey as y vraarey dou erskyn-towse. Va shin nyn gaarjyn dy-bragh, as veign goll dys y Crown myr dy beign goll thie, dooyrt my naim Edard.",
The Boy’s Dog,Moddey yn Ghuilley,
"     My uncle Edward said: I have mentioned to you before about Thomas Burgess, the foreman of the cotton-mill. His wife was years younger than him, and they had one child, a boy of about nine years of age.","     Dooyrt my naim Edard: Ta mee er n’imraa rhyt roie mychione Thomase Burgess, furriman y wyllin-cadee. Va’n ven echey bleeantyn ny s’aa na eshyn, as va un paitçhey [sic] oc, guilley mysh nuy bleeaney dy eash.",
"     Although Burgess was a somewhat cruel  man, as I said, he was very fond of his son, and giving him almost more that his fill of luxury, and Burgess’ wife would do that: actually, many people would believe that old Burgess and his wife weren’t wishful for anything else in this life, but the happiness and delight of the boy Hugh.","     Ga dy re dooinney cooid veg dewil va Burgess, myr dooyrt mee, v’eh feer ghraihagh er e vac, as cur bunnys smoo na e haie dasyn dy hoaillidyn, as shen yinnagh Ben Burgess: dy-firrinagh, veagh ymmodee sleih credjal nagh row shenn Burgess as e ven miandagh er red erbee elley ’sy vea shoh, agh maynrys as eunys ny ghuilley Hugh.",
"     Hugh loved dumb living creatures best, and through the kindness of his father and his mother he had many sorts of birds in the house and behind the house — doves, rabbits, a little donkey, and I don’t know how many other things, and the boys of the neighbourhood would be envious of the number of his livestock.","     Bynney lesh Hugh cretooryn bio balloo, as trooid kenjallys e ayrey as e vayrey va ymmodee sorçhyn dy ein echey ’sy thie as cooyl y thie — calmaneyn, conneeyn, assyl veg, as cha ’s ayms cre whilleen dy reddyn elley, as veagh troo er guillyn y naboonys rish earroo e stock-bio.",
"     Hugh would be going to a school that was about a mile from his house, and to avoid going to and fro, he would bring his dinner with him in a little basket to the school. On the other side of the highway from the school, in one of those little houses, you see, a man called Martin was living, who used to earn his means of living — honourable enough as far as I know — by selling nuts, oranges, rock, and things like that, and he would frequent the markets in the towns around about the country.","     Veagh Hugh goll dy schoill va mysh meeiley voish e hie, as dy haghney goll noon as noal, verragh eh e yinnair leshyn ayns baskad veg dys y schoill. Cheu-hoal jeh’n raad veih’n schoill, ayns ’nane jeh ny thieyn beggey shen, t’ou toiggal, va dooinney baghey enmyssit Martin, veagh cosney e haase-vaghee — onneragh dy-liooar choud as shione dooys — liorish creck croiyn, oranjyn, rock, as lheid ny reddyn shen, as veagh eh taaghey ny margaghyn ayns ny baljyn mygeayrt-y-mysh y çheer.",
"     Martin was an irishman, and he would have a small, light cart, the top of it level like a table, to carry his goods to the markets, and it would serve as a stall for him. There’d be two very big dogs pulling the little cart. Martin would jump on the top of the cart to go down the slopes and the dogs would be running like lightning. Agh b’egin da Martin cooney lhieu seose ny h-ughteeyn. Ghow mee yindys dy-mennick rish niart ny moddee moarey ec Martin, ec cho shirveishagh as v’ad. Va tree moddee echey, as she Sam va ennym yn ’er shinney.","     She Yernagh va Martin, as veagh cairt veg eddrym er kiare queeylyn echey, as y mullagh eck rea myr boayrd, dy ymmyrkey e chooid dys ny margaghyn, as veagh ee shirveish myr stoll da. Veagh daa voddey feer vooar tayrn y chairt veg. Lheimmagh Martin er mullagh ny cairt dy gholl sheese ny lhargeeyn, as veagh ny moddee roie myr tendreil. Agh b’egin da Martin cooney lhieu seose ny h-ughteeyn. Ghow mee yindys dy-mennick rish niart ny moddee moarey ec Martin, as cre cho shirveishagh as v’ad. Va tree moddee echey, as she Sam va ennym yn ’er shinney.",
"     Sam had worked diligently to and fro on the hard highways for many years and had grown old, and you know, that ten years is the same as hundred years for a dog. Nevertheless, Sam was twelve years of age, and one day he became very lame, and he couldn’t pull the cart anymore. Sam was an invalid in Martin’s shed for weeks, and Hugh Burgess would go to him with some of his dinner every day he’d be in school, and the the dog and he had become true friends.","     Va Sam er n’obbraghey dy-jeadagh noon as noal er ny raaidyn creoi rish ymmodee bleeantyn as er n’aase shenn, as ta fys ayd, dy vel jeih bleeaney yn un red lesh keead blein da moddey. Ny yeih, va Sam daa vlein yeig dy eash, as laa dy row, haink eh dy ve feer chroobagh, as cha yarg eh arragh tayrn yn chairt. Va Sam ny aslayntagh ’sy waag ec Martin rish shiaghtinyn, as ragh Hugh Burgess huggey lesh paart jeh e yinnair gagh laa veagh eh ’sy schoill, as va’n moddey as eshyn er jeet dy ve nyn gaarjyn firrinagh.",
"     Martin had no hopes at all that Sam would recover so well as start his work afresh in the cart, and therefore he would give him half his fill of food, and were it not for Hugh Burgess Sam would have atarved long before.","     Cha row jerkallyn erbee ec Martin dy darragh Sam my-laue cho mie as dy ghoaill toshiaght ass-y-noa er e obbyr ’sy chairt, as er-y-fa shen cha derragh eh da lieh e haie dy vee, as er-be son Hugh Burgess veagh Sam er n’gholl neeu foddey-er-dy-henney.",
"     One midday,, when Hugh was bringing some of his dinner to Sam, he saw Martin going to the court with a gun under his arm. Hugh ran and asked he asked Martin what he was about to do. “Shoot Sam,” Martin said, “because he won’t be fit for anything anymore.”","     Munlaa dy row, tra va Hugh cur lesh paart jeh e yinnair da Sam, honnick eh Martin goll roish gys y chooyrt as gunn fo’n oghrish echey. Roie Hugh as vrie eh jeh Martin c’red v’eh er-çhee jannoo. “Lhiggey Sam,” dooyrt Martin, “er-yn-oyr nagh bee eh cooie son red erbee arragh.”",
